SALEDATE,PROPERTYCITY,SCHOOLDESC,RECORDDATE,PRICE
2016-03-15,PITTSBURGH,Northgate,2016-03-21,1.0
2016-03-31,PITTSBURGH,Pittsburgh,2016-04-01,472375.0
2014-10-21,PITTSBURGH,Northgate,2016-04-04,1.0
2016-03-22,PITTSBURGH,Pittsburgh,2016-04-04,105000.0
2016-04-01,PITTSBURGH,Pittsburgh,2016-04-07,146000.0
2016-03-28,PITTSBURGH,Northgate,2016-04-07,45000.0
2016-02-16,PITTSBURGH,Pittsburgh,2016-02-18,132500.0
2016-03-09,PITTSBURGH,Pittsburgh,2016-04-08,130000.0
2016-03-24,PITTSBURGH,Pittsburgh,2016-04-11,144000.0
2016-02-26,PITTSBURGH,Pittsburgh,2016-04-13,1.0
2016-03-28,PITTSBURGH,Pittsburgh,2016-04-05,271000.0
2016-04-14,PITTSBURGH,Pittsburgh,2016-04-18,149900.0
2016-03-22,PITTSBURGH,Northgate,2016-04-20,65000.0
2016-04-13,PITTSBURGH,Pittsburgh,2016-04-15,235000.0
2016-05-02,PITTSBURGH,Pittsburgh,2016-05-02,285000.0
2016-04-29,PITTSBURGH,Pittsburgh,2016-05-02,125000.0
2016-04-25,PITTSBURGH,Pittsburgh,2016-04-27,1.0
2016-05-03,PITTSBURGH,Pittsburgh,2016-05-05,47171.0
2016-04-30,PITTSBURGH,Pittsburgh,2016-05-09,187500.0
2016-04-21,PITTSBURGH,Pittsburgh,2016-05-05,250000.0
2016-05-04,PITTSBURGH,Pittsburgh,2016-05-06,145500.0
2016-04-28,PITTSBURGH,Pittsburgh,2016-05-06,130000.0
2016-05-10,PITTSBURGH,Pittsburgh,2016-05-12,1.0
2016-05-19,PITTSBURGH,Pittsburgh,2016-05-19,137000.0
2016-04-08,PITTSBURGH,Pittsburgh,2016-05-16,142900.0
2016-05-14,PITTSBURGH,Pittsburgh,2016-05-20,1.0
2016-05-09,PITTSBURGH,Pittsburgh,2016-05-16,260000.0
2016-05-27,PITTSBURGH,Pittsburgh,2016-05-31,133000.0
2016-05-07,PITTSBURGH,Pittsburgh,2016-06-07,104500.0
2016-05-27,PITTSBURGH,Pittsburgh,2016-06-03,254500.0
2016-06-08,PITTSBURGH,Pittsburgh,2016-06-09,334000.0
2016-06-14,PITTSBURGH,Pittsburgh,2016-06-16,134900.0
2016-06-16,PITTSBURGH,Pittsburgh,2016-06-20,900000.0
2016-06-10,PITTSBURGH,Pittsburgh,2016-06-16,132000.0
2016-06-14,PITTSBURGH,Pittsburgh,2016-06-21,269500.0
2016-05-22,PITTSBURGH,Pittsburgh,2016-06-15,333000.0
2016-05-25,PITTSBURGH,Pittsburgh,2016-06-23,155000.0
2016-06-22,PITTSBURGH,Pittsburgh,2016-06-29,105000.0
2016-06-09,PITTSBURGH,Pittsburgh,2016-06-28,0.0
2016-06-30,PITTSBURGH,Pittsburgh,2016-07-01,1.0
2016-06-24,PITTSBURGH,Pittsburgh,2016-07-05,228000.0
2016-06-23,PITTSBURGH,Northgate,2016-07-14,1.0
2016-07-08,PITTSBURGH,Northgate,2016-07-13,48500.0
2016-07-15,PITTSBURGH,Pittsburgh,2016-07-20,145000.0
2016-07-12,PITTSBURGH,Pittsburgh,2016-07-20,180000.0
2016-07-14,PITTSBURGH,Northgate,2016-07-26,65000.0
2016-07-21,PITTSBURGH,Pittsburgh,2016-07-29,130000.0
2016-08-05,PITTSBURGH,Northgate,2016-08-10,51000.0
2016-07-28,PITTSBURGH,Pittsburgh,2016-08-04,274000.0
2016-07-14,PITTSBURGH,Pittsburgh,2016-08-02,1.0
2016-07-27,PITTSBURGH,Pittsburgh,2016-08-05,160000.0
2016-07-25,PITTSBURGH,Pittsburgh,2016-08-03,225000.0
2016-08-10,PITTSBURGH,Pittsburgh,2016-08-17,1.0
2016-08-16,PITTSBURGH,Pittsburgh,2016-08-18,127000.0
2016-08-25,PITTSBURGH,Pittsburgh,2016-08-29,320000.0
2016-08-18,PITTSBURGH,Pittsburgh,2016-08-24,130000.0
2016-08-30,PITTSBURGH,Northgate,2016-09-01,69000.0
2016-08-12,PITTSBURGH,Pittsburgh,2016-09-01,255750.0
2016-08-10,PITTSBURGH,Pittsburgh,2016-09-20,1.0
2016-08-18,PITTSBURGH,Northgate,2016-09-08,0.0
2016-09-10,PITTSBURGH,Pittsburgh,2016-09-16,169000.0
2016-09-24,PITTSBURGH,Pittsburgh,2016-10-03,240000.0
2016-06-02,PITTSBURGH,Pittsburgh,2016-09-23,1.0
2016-09-06,PITTSBURGH,Northgate,2016-09-22,47500.0
2016-08-26,PITTSBURGH,Pittsburgh,2016-09-30,180000.0
2016-08-01,PITTSBURGH,Pittsburgh,2016-09-29,130000.0
2016-10-13,PITTSBURGH,Pittsburgh,2016-10-17,0.0
2016-09-23,PITTSBURGH,Pittsburgh,2016-10-06,155000.0
2016-10-13,PITTSBURGH,Pittsburgh,2016-10-17,0.0
2016-09-24,PITTSBURGH,Pittsburgh,2016-10-18,166500.0
2016-09-23,PITTSBURGH,Pittsburgh,2016-10-17,309000.0
2016-10-20,PITTSBURGH,Northgate,2016-10-24,44900.0
2016-10-18,PITTSBURGH,Pittsburgh,2016-10-21,223000.0
2016-10-24,PITTSBURGH,Pittsburgh,2016-10-28,205000.0
2016-10-17,PITTSBURGH,Northgate,2016-10-27,43500.0
2016-10-12,PITTSBURGH,Pittsburgh,2016-10-19,230000.0
2016-11-02,PITTSBURGH,Northgate,2016-11-08,47000.0
2016-10-11,PITTSBURGH,Pittsburgh,2016-11-07,1.0
2016-10-17,PITTSBURGH,Pittsburgh,2016-11-16,90000.0
2016-10-17,PITTSBURGH,Pittsburgh,2016-11-16,90000.0
2016-11-23,PITTSBURGH,Pittsburgh,2016-11-23,80000.0
2016-11-14,PITTSBURGH,Pittsburgh,2016-11-22,1.0
2016-11-22,PITTSBURGH,Pittsburgh,2016-11-23,227500.0
2016-11-30,PITTSBURGH,Pittsburgh,2016-12-09,250000.0
2016-11-14,PITTSBURGH,Pittsburgh,2016-12-01,19000.0
2016-11-28,PITTSBURGH,Pittsburgh,2016-12-06,129000.0
2016-12-08,PITTSBURGH,Pittsburgh,2016-12-13,1.0
2016-12-02,PITTSBURGH,Pittsburgh,2016-12-13,175000.0
2016-11-18,PITTSBURGH,Pittsburgh,2016-12-13,125000.0
2016-10-08,PITTSBURGH,Pittsburgh,2016-12-13,125000.0
2017-01-04,PITTSBURGH,Pittsburgh,2017-01-10,235000.0
2016-10-24,PITTSBURGH,Pittsburgh,2017-01-20,1.0
2016-05-02,PITTSBURGH,Northgate,2016-08-05,21000.0
2017-01-30,PITTSBURGH,Pittsburgh,2017-02-01,138000.0
2017-02-06,PITTSBURGH,Pittsburgh,2017-02-06,866000.0
2017-01-04,PITTSBURGH,Northgate,2017-02-03,1.0
2017-01-20,PITTSBURGH,Pittsburgh,2017-02-01,160000.0
2017-02-07,PITTSBURGH,Pittsburgh,2017-02-10,122500.0
2017-02-10,PITTSBURGH,Pittsburgh,2017-02-15,90000.0
2017-01-04,PITTSBURGH,Pittsburgh,2017-02-08,133000.0
2017-03-01,PITTSBURGH,Pittsburgh,2017-03-02,1.0
2017-03-02,PITTSBURGH,Pittsburgh,2017-03-06,128000.0
2012-02-16,PITTSBURGH,Pittsburgh,2017-03-02,1.0
2017-03-17,PITTSBURGH,Pittsburgh,2017-03-20,115000.0
2017-02-16,PITTSBURGH,Pittsburgh,2017-03-16,117500.0
2017-03-27,PITTSBURGH,Pittsburgh,2017-03-28,175000.0
2017-03-23,PITTSBURGH,Pittsburgh,2017-03-28,105000.0
2017-03-15,PITTSBURGH,Pittsburgh,2017-03-27,296000.0
2017-01-31,PITTSBURGH,Pittsburgh,2017-02-01,200000.0
2017-03-27,PITTSBURGH,Pittsburgh,2017-04-05,255000.0
2017-03-31,PITTSBURGH,Pittsburgh,2017-04-04,185000.0
2017-03-24,PITTSBURGH,Pittsburgh,2017-04-04,140000.0
2017-03-16,PITTSBURGH,Pittsburgh,2017-04-04,175000.0
2017-03-28,PITTSBURGH,Pittsburgh,2017-04-11,1.0
2017-04-04,PITTSBURGH,Pittsburgh,2017-04-05,93000.0
2017-04-20,PITTSBURGH,Pittsburgh,2017-04-21,232000.0
2017-04-14,PITTSBURGH,Pittsburgh,2017-05-02,180000.0
2017-04-25,PITTSBURGH,Pittsburgh,2017-04-26,220000.0
2017-05-03,PITTSBURGH,Pittsburgh,2017-05-04,235000.0
2017-04-28,PITTSBURGH,Pittsburgh,2017-05-05,303300.0
2017-04-24,PITTSBURGH,Pittsburgh,2017-05-08,234000.0
2017-05-09,PITTSBURGH,Pittsburgh,2017-05-09,318000.0
2017-05-02,PITTSBURGH,Pittsburgh,2017-05-15,160000.0
2017-05-09,PITTSBURGH,Pittsburgh,2017-05-15,105000.0
2017-05-09,PITTSBURGH,Pittsburgh,2017-05-11,519000.0
2017-05-09,PITTSBURGH,Pittsburgh,2017-05-15,378000.0
2017-05-19,PITTSBURGH,Pittsburgh,2017-06-01,159500.0
2017-05-26,PITTSBURGH,Pittsburgh,2017-06-01,154400.0
2017-05-22,PITTSBURGH,Pittsburgh,2017-06-06,185000.0
2017-05-10,PITTSBURGH,Pittsburgh,2017-06-01,221000.0
2017-05-19,PITTSBURGH,Pittsburgh,2017-05-31,245000.0
2017-06-01,PITTSBURGH,Pittsburgh,2017-06-02,190764.0
2017-04-13,PITTSBURGH,Pittsburgh,2017-05-05,294500.0
2017-06-05,PITTSBURGH,Pittsburgh,2017-06-13,215000.0
2017-06-09,PITTSBURGH,Pittsburgh,2017-06-16,95000.0
2017-05-18,PITTSBURGH,Pittsburgh,2017-06-05,150001.0
2017-05-25,PITTSBURGH,Pittsburgh,2017-06-09,152000.0
2017-06-12,PITTSBURGH,Pittsburgh,2017-06-16,230000.0
2017-06-22,PITTSBURGH,Pittsburgh,2017-06-28,130000.0
2017-06-26,PITTSBURGH,Pittsburgh,2017-06-27,187000.0
2017-06-28,PITTSBURGH,Pittsburgh,2017-07-07,157500.0
2017-07-10,PITTSBURGH,Pittsburgh,2017-07-12,219490.0
2017-07-12,PITTSBURGH,Northgate,2017-07-14,57500.0
2017-07-27,PITTSBURGH,Pittsburgh,2017-07-28,1.0
2017-07-19,PITTSBURGH,Northgate,2017-07-27,57000.0
2017-07-24,PITTSBURGH,Pittsburgh,2017-08-01,1300000.0
2017-07-31,PITTSBURGH,Pittsburgh,2017-08-03,130000.0
2017-07-28,PITTSBURGH,Pittsburgh,2017-07-31,205000.0
2017-05-20,PITTSBURGH,Pittsburgh,2017-07-31,138000.0
2017-05-27,PITTSBURGH,Pittsburgh,2017-06-02,213000.0
2017-08-10,PITTSBURGH,Pittsburgh,2017-08-16,112000.0
2017-08-08,PITTSBURGH,Pittsburgh,2017-08-09,285000.0
2017-08-16,PITTSBURGH,Pittsburgh,2017-08-18,675000.0
2017-08-14,PITTSBURGH,Pittsburgh,2017-08-21,215000.0
2017-08-01,PITTSBURGH,Pittsburgh,2017-08-17,1.0
2017-08-14,PITTSBURGH,Pittsburgh,2017-08-22,1.0
2017-08-22,PITTSBURGH,Pittsburgh,2017-08-23,287500.0
2017-08-14,PITTSBURGH,Pittsburgh,2017-08-21,245000.0
2017-08-18,PITTSBURGH,Pittsburgh,2017-08-22,230000.0
2017-08-24,PITTSBURGH,Pittsburgh,2017-08-30,180000.0
2017-08-25,PITTSBURGH,Northgate,2017-08-29,64000.0
2017-09-05,PITTSBURGH,Pittsburgh,2017-09-07,230000.0
2017-08-30,PITTSBURGH,Pittsburgh,2017-09-06,310000.0
2017-09-11,PITTSBURGH,Pittsburgh,2017-09-21,120000.0
2017-10-05,PITTSBURGH,Pittsburgh,2017-10-06,215000.0
2017-09-18,PITTSBURGH,Pittsburgh,2017-09-27,235000.0
2017-08-08,PITTSBURGH,Pittsburgh,2017-08-15,169900.0
2017-09-29,PITTSBURGH,Northgate,2017-10-13,47000.0
2017-10-23,PITTSBURGH,Pittsburgh,2017-10-26,110500.0
2017-10-20,PITTSBURGH,Pittsburgh,2017-10-23,118080.0
2017-10-16,PITTSBURGH,Pittsburgh,2017-10-17,140500.0
2017-08-24,PITTSBURGH,Northgate,2017-11-03,1.0
2017-10-30,PITTSBURGH,Northgate,2017-11-02,63000.0
2017-10-27,PITTSBURGH,Northgate,2017-11-01,55000.0
2017-10-30,PITTSBURGH,Pittsburgh,2017-11-02,327000.0
2017-10-30,PITTSBURGH,Pittsburgh,2017-10-30,555000.0
2017-10-24,PITTSBURGH,Pittsburgh,2017-11-01,225000.0
2017-11-08,PITTSBURGH,Pittsburgh,2017-11-09,190000.0
2017-09-29,PITTSBURGH,Pittsburgh,2017-10-16,168500.0
2017-10-24,PITTSBURGH,Pittsburgh,2017-11-13,154000.0
2017-11-09,PITTSBURGH,Pittsburgh,2017-11-15,275000.0
2017-10-28,PITTSBURGH,Pittsburgh,2017-11-20,1.0
2017-12-04,PITTSBURGH,Pittsburgh,2017-12-06,119888.0
2017-11-29,PITTSBURGH,Pittsburgh,2017-12-01,252000.0
2017-12-01,PITTSBURGH,Pittsburgh,2017-12-04,210000.0
2017-11-30,PITTSBURGH,Pittsburgh,2017-12-01,1.0
2017-11-29,PITTSBURGH,Pittsburgh,2017-12-13,1.0
2017-12-08,PITTSBURGH,Pittsburgh,2017-12-19,285000.0
2017-12-21,PITTSBURGH,Pittsburgh,2018-01-08,170000.0
2017-11-29,PITTSBURGH,Pittsburgh,2017-12-13,1.0
2017-11-28,PITTSBURGH,Pittsburgh,2018-01-11,1.0
2017-11-21,PITTSBURGH,Pittsburgh,2018-01-16,220000.0
2017-11-17,PITTSBURGH,Pittsburgh,2018-01-19,82194.0
2018-01-18,PITTSBURGH,Pittsburgh,2018-01-29,160000.0
2017-12-21,PITTSBURGH,Pittsburgh,2018-01-29,1.0
2018-01-17,PITTSBURGH,Northgate,2018-01-19,60000.0
2018-02-01,PITTSBURGH,Pittsburgh,2018-02-12,162000.0
2018-01-25,PITTSBURGH,Pittsburgh,2018-02-02,175000.0
2018-02-20,PITTSBURGH,Pittsburgh,2018-02-22,1.0
2018-02-16,PITTSBURGH,Pittsburgh,2018-02-23,204500.0
2018-03-05,PITTSBURGH,Pittsburgh,2018-03-07,484512.0
2018-02-23,PITTSBURGH,Pittsburgh,2018-02-23,484353.0
2018-01-26,PITTSBURGH,Pittsburgh,2018-02-23,635000.0
2018-03-01,PITTSBURGH,Pittsburgh,2018-03-14,305000.0
2018-02-23,PITTSBURGH,Pittsburgh,2018-03-26,300000.0
2018-03-13,PITTSBURGH,Pittsburgh,2018-03-21,295000.0
2018-03-29,PITTSBURGH,Pittsburgh,2018-04-03,214900.0
2018-04-03,PITTSBURGH,Pittsburgh,2018-04-03,423000.0
2018-03-28,PITTSBURGH,Pittsburgh,2018-04-02,456000.0
2018-04-10,PITTSBURGH,Pittsburgh,2018-04-18,195000.0
2018-04-04,PITTSBURGH,Pittsburgh,2018-04-23,10.0
2018-04-07,PITTSBURGH,Pittsburgh,2018-04-25,186000.0
2018-04-14,PITTSBURGH,Pittsburgh,2018-04-24,211500.0
2018-04-12,PITTSBURGH,Pittsburgh,2018-04-19,233000.0
2018-04-30,PITTSBURGH,Pittsburgh,2018-05-01,140000.0
2018-04-30,PITTSBURGH,Pittsburgh,2018-04-30,300000.0
2018-04-27,PITTSBURGH,Pittsburgh,2018-04-30,549000.0
2018-04-27,PITTSBURGH,Pittsburgh,2018-05-03,325000.0
2018-04-30,PITTSBURGH,Pittsburgh,2018-05-01,236856.0
2018-05-03,PITTSBURGH,Pittsburgh,2018-05-04,168000.0
2018-05-01,PITTSBURGH,Pittsburgh,2018-05-08,1.0
2018-04-13,PITTSBURGH,Pittsburgh,2018-05-08,120000.0
2018-04-18,PITTSBURGH,Pittsburgh,2018-05-04,170000.0
2018-05-04,PITTSBURGH,Pittsburgh,2018-05-18,1.0
2018-03-30,PITTSBURGH,Pittsburgh,2018-04-02,174900.0
2018-05-21,PITTSBURGH,Pittsburgh,2018-05-23,260000.0
2018-05-17,PITTSBURGH,Northgate,2018-05-24,62000.0
2018-05-25,PITTSBURGH,Pittsburgh,2018-06-01,125000.0
2018-06-13,PITTSBURGH,Pittsburgh,2018-06-14,126400.0
2018-06-07,PITTSBURGH,Pittsburgh,2018-06-11,117500.0
2018-06-26,PITTSBURGH,Pittsburgh,2018-06-28,324000.0
2018-06-23,PITTSBURGH,Pittsburgh,2018-07-05,169500.0
2018-05-24,PITTSBURGH,Pittsburgh,2018-07-06,129000.0
2018-06-22,PITTSBURGH,Pittsburgh,2018-07-09,220000.0
2018-05-31,PITTSBURGH,Pittsburgh,2018-06-27,320000.0
2018-06-26,PITTSBURGH,Pittsburgh,2018-07-02,10.0
2018-06-13,PITTSBURGH,Pittsburgh,2018-07-09,275055.0
2018-07-09,PITTSBURGH,Pittsburgh,2018-07-18,312000.0
2018-07-16,PITTSBURGH,Pittsburgh,2018-07-18,230000.0
2018-07-25,PITTSBURGH,Pittsburgh,2018-07-27,310000.0
2018-07-25,PITTSBURGH,Pittsburgh,2018-07-30,239500.0
2018-07-30,PITTSBURGH,Pittsburgh,2018-08-03,1200000.0
2018-07-26,PITTSBURGH,Pittsburgh,2018-07-31,205000.0
2018-08-01,PITTSBURGH,Northgate,2018-08-07,60000.0
2018-08-06,PITTSBURGH,Pittsburgh,2018-08-09,5872734.0
2018-07-25,PITTSBURGH,Pittsburgh,2018-08-08,550000.0
2018-06-28,PITTSBURGH,Pittsburgh,2018-07-09,175000.0
2018-06-01,PITTSBURGH,Pittsburgh,2018-06-01,260240.0
2018-06-26,PITTSBURGH,Pittsburgh,2018-07-03,175000.0
2018-07-26,PITTSBURGH,Pittsburgh,2018-08-15,301265.0
2018-04-09,PITTSBURGH,Pittsburgh,2018-08-15,145000.0
2018-08-17,PITTSBURGH,Pittsburgh,2018-08-20,125000.0
2018-08-14,PITTSBURGH,Pittsburgh,2018-08-15,186000.0
2018-08-07,PITTSBURGH,Pittsburgh,2018-08-29,1.0
2018-08-17,PITTSBURGH,Northgate,2018-08-27,69000.0
2018-08-22,PITTSBURGH,Pittsburgh,2018-10-09,1.0
2018-08-14,PITTSBURGH,Pittsburgh,2018-08-28,118000.0
2018-08-27,PITTSBURGH,Pittsburgh,2018-08-28,205000.0
2018-08-24,PITTSBURGH,Pittsburgh,2018-08-28,275000.0
2018-08-24,PITTSBURGH,Pittsburgh,2018-08-24,557175.0
2018-09-04,PITTSBURGH,Pittsburgh,2018-09-07,322500.0
2018-08-28,PITTSBURGH,Northgate,2018-09-11,53900.0
2018-09-08,PITTSBURGH,Northgate,2018-09-18,68000.0
2018-09-05,PITTSBURGH,Pittsburgh,2018-09-18,139000.0
2018-09-05,PITTSBURGH,Pittsburgh,2018-09-14,135000.0
2018-09-05,PITTSBURGH,Pittsburgh,2018-09-14,0.0
2018-09-26,PITTSBURGH,Pittsburgh,2018-10-03,1.0
2018-07-06,PITTSBURGH,Pittsburgh,2018-09-28,10.0
2018-09-21,PITTSBURGH,Pittsburgh,2018-09-24,1.0
2018-10-10,PITTSBURGH,Pittsburgh,2018-10-11,0.0
2018-08-07,PITTSBURGH,Pittsburgh,2018-10-09,1.0
2018-07-03,PITTSBURGH,Pittsburgh,2018-10-10,1.0
2018-10-02,PITTSBURGH,Pittsburgh,2018-10-10,1.0
2018-10-12,PITTSBURGH,Pittsburgh,2018-10-15,555310.0
2018-09-25,PITTSBURGH,Pittsburgh,2018-10-09,167500.0
2018-10-12,PITTSBURGH,Pittsburgh,2018-10-15,555310.0
2018-10-18,PITTSBURGH,Northgate,2018-10-23,70000.0
2018-10-26,PITTSBURGH,Pittsburgh,2018-10-30,1.0
2018-10-12,PITTSBURGH,Pittsburgh,2018-10-31,165000.0
2018-10-19,PITTSBURGH,Pittsburgh,2018-10-30,223000.0
2018-10-18,PITTSBURGH,Pittsburgh,2018-10-23,300000.0
2018-11-01,PITTSBURGH,Pittsburgh,2018-11-14,145000.0
2018-11-18,PITTSBURGH,Pittsburgh,2018-11-19,1.0
2018-11-15,PITTSBURGH,Pittsburgh,2018-11-30,177000.0
2018-12-04,PITTSBURGH,Pittsburgh,2018-12-05,225000.0
2018-12-03,PITTSBURGH,Pittsburgh,2018-12-07,275000.0
2018-11-30,PITTSBURGH,Northgate,2018-12-11,72000.0
2018-10-01,PITTSBURGH,Pittsburgh,2018-10-01,250500.0
2019-01-10,PITTSBURGH,Pittsburgh,2019-01-11,199000.0
2019-01-06,PITTSBURGH,Pittsburgh,2019-01-15,245000.0
2019-01-16,PITTSBURGH,Pittsburgh,2019-02-04,215000.0
2019-02-13,PITTSBURGH,Pittsburgh,2019-02-14,75000.0
2019-01-29,PITTSBURGH,Pittsburgh,2019-02-20,191000.0
2019-02-18,PITTSBURGH,Northgate,2019-02-27,1.0
2019-02-14,PITTSBURGH,Pittsburgh,2019-03-01,946000.0
2019-03-01,PITTSBURGH,Pittsburgh,2019-03-05,165000.0
2019-03-01,PITTSBURGH,Pittsburgh,2019-03-13,1.0
2019-02-26,PITTSBURGH,Pittsburgh,2019-03-12,1.0
2019-02-13,PITTSBURGH,Pittsburgh,2019-03-05,860000.0
2019-03-07,PITTSBURGH,Pittsburgh,2019-03-12,146000.0
2019-02-20,PITTSBURGH,Pittsburgh,2019-03-15,260000.0
2019-03-16,PITTSBURGH,Pittsburgh,2019-03-27,225000.0
2019-02-26,PITTSBURGH,Pittsburgh,2019-03-18,1.0
2019-04-01,PITTSBURGH,Pittsburgh,2019-04-03,126000.0
2019-03-28,PITTSBURGH,Pittsburgh,2019-03-28,3125000.0
2019-03-19,PITTSBURGH,Northgate,2019-04-02,75000.0
2019-03-28,PITTSBURGH,Pittsburgh,2019-04-12,180000.0
2019-04-29,PITTSBURGH,Pittsburgh,2019-05-03,250000.0
2019-05-02,PITTSBURGH,Pittsburgh,2019-05-03,111000.0
2019-04-16,PITTSBURGH,Pittsburgh,2019-04-22,571500.0
2019-05-15,PITTSBURGH,Pittsburgh,2019-05-16,208750.0
2019-05-09,PITTSBURGH,Pittsburgh,2019-05-13,140000.0
2019-04-12,PITTSBURGH,Pittsburgh,2019-04-18,247900.0
2019-04-05,PITTSBURGH,Pittsburgh,2019-05-01,306000.0
2019-03-10,PITTSBURGH,Pittsburgh,2019-04-19,225000.0
2019-05-17,PITTSBURGH,Pittsburgh,2019-05-20,177500.0
2019-04-19,PITTSBURGH,Pittsburgh,2019-04-29,218500.0
2019-04-30,PITTSBURGH,Pittsburgh,2019-05-01,231000.0
2019-04-30,PITTSBURGH,Pittsburgh,2019-05-02,825000.0
2019-05-07,PITTSBURGH,Pittsburgh,2019-05-17,265000.0
2019-05-13,PITTSBURGH,Pittsburgh,2019-05-23,290000.0
