Year,Month,Amount,Term,Bank,State,City,Zip,CreateJob,NoEmp,RealEstate,RevLineCr,UrbanRural,Default
2006,June,25000,84,CAPITAL ONE NATL ASSOC,CA,SAN FRANCISCO,94133,0,1,No,N,Urban,0
2006,May,30000,52,CITIZENS BANK NATL ASSOC,CA,GLENDALE,91208,0,1,No,N,Urban,1
2006,January,990000,300,U.S. BANK NATIONAL ASSOCIATION,CA,GLENDALE,91208,4,8,Yes,N,Urban,0
2006,April,25000,68,CAPITAL ONE NATL ASSOC,CA,SACRAMENTO,95928,0,3,No,N,Urban,1
2006,September,25000,84,CAPITAL ONE NATL ASSOC,CA,SACRAMENTO,95826,1,1,No,N,Urban,0
1998,March,105000,120,NORTH VALLEY BANK,CA,FORTUNA,95540,0,1,No,N,Rural,0
2006,June,1525000,120,WILSHIRE BANK,CA,HAYWARD,94545,0,15,No,N,Urban,0
2006,December,50000,84,BANK OF THE SIERRA,CA,EARLIMART,93219,1,2,No,Y,Undefined,0
2006,July,278400,120,COMMUNITY BANK,CA,Temecula,92592,2,3,No,N,Urban,0
2006,July,26582,35,"CITIBANK, N.A.",CA,SAN MATEO,94403,0,4,No,Y,Urban,1
2006,April,10000,84,JPMORGAN CHASE BANK NATL ASSOC,CA,MALIBU,90265,0,2,No,Y,Undefined,0
2006,July,100000,50,"CITIBANK, N.A.",CA,HACIENDA HEIGHTS,91745,1,5,No,Y,Urban,1
2006,January,62000,84,DESERT COMMUN BANK A DIVISION,CA,UPLAND,91786,0,3,No,N,Urban,0
2006,October,2000000,120,REDDING BANK OF COMMERCE,CA,BURNEY,96013,0,150,No,N,Undefined,0
2006,July,50000,63,CAPITAL ONE NATL ASSOC,CA,ENCINITAS,92024,6,14,No,N,Urban,1
2006,July,39384,51,BANK OF AMERICA NATL ASSOC,CA,BRENTWOOD,94513,0,5,No,N,Urban,1
2006,April,60057,44,CAPITAL ONE NATL ASSOC,CA,MODESTO,95354,3,2,No,Y,Urban,1
2006,June,15000,84,CAPITAL ONE NATL ASSOC,CA,CHICO,95926,3,2,No,N,Urban,0
2006,February,21689,45,BANK OF AMERICA NATL ASSOC,CA,SAN FERNANDO,91340,0,4,No,N,Urban,1
2006,November,70015,45,BANK OF AMERICA NATL ASSOC,CA,SAN MATEO,94403,0,4,No,N,Urban,1
2006,October,110174,84,U.S. BANK NATIONAL ASSOCIATION,CA,SAN FRANCISCO,94117,3,8,No,Y,Urban,0
2006,November,160000,37,BANK OF AMERICA NATL ASSOC,CA,IRVINE,92614,3,10,No,Y,Urban,1
2006,August,184101,69,CENTRAL VALLEY COMMUNITY BANK,CA,VISALIA,93291,4,1,No,N,Urban,0
2006,February,100000,32,CENTRAL VALLEY COMMUNITY BANK,CA,VISALIA,93292,4,1,No,Y,Urban,0
2006,March,92900,2,BANCO POPULAR NORTH AMERICA,CA,CERRITOS (DAIRY VALLEY),90703,2,4,No,Y,Urban,1
2006,November,50000,62,CAPITAL ONE NATL ASSOC,CA,ESCONDIDO,92025,0,1,No,N,Urban,1
2006,October,109842,84,WELLS FARGO BANK NATL ASSOC,CA,CARLSBAD,92010,0,1,No,Y,Urban,0
2006,January,77200,24,BANK OF AMERICA NATL ASSOC,CA,FAIRFIELD,94534,0,12,No,Y,Urban,1
2006,March,50000,58,CAPITAL ONE NATL ASSOC,CA,MOORPARK,93021,1,2,No,N,Urban,1
2006,March,164554,84,U.S. BANK NATIONAL ASSOCIATION,CA,LOS ALAMITOS,90720,0,2,No,Y,Urban,0
2006,February,50000,51,CAPITAL ONE NATL ASSOC,CA,ENCINO,91316,3,12,No,N,Urban,1
2006,June,25000,84,CAPITAL ONE NATL ASSOC,CA,UPLAND,91784,2,4,No,N,Urban,0
2006,July,18063,38,BANK OF AMERICA NATL ASSOC,CA,PATTERSON,95363,0,3,No,Y,Urban,1
2006,March,55000,50,BANK OF AMERICA NATL ASSOC,CA,SANTA CLARA,95054,0,2,No,N,Urban,1
2006,December,20000,84,BANK OF AMERICA NATL ASSOC,CA,SAN JOSE,95128,0,1,No,Y,Urban,0
2006,September,64000,55,BANK OF AMERICA NATL ASSOC,CA,HOLLISTER,95023,0,10,No,Y,Urban,1
2006,December,159500,58,BANK OF AMERICA NATL ASSOC,CA,FRESNO,93711,1,13,No,Y,Urban,1
2006,October,165193,54,MUFG UNION BANK NATL ASSOC,CA,LA MESA,91941,0,1,No,Y,Urban,1
2006,April,105000,64,BANK OF AMERICA NATL ASSOC,CA,ELK GROVE,95758,0,2,No,Y,Urban,1
2006,March,5000,84,BANK OF AMERICA NATL ASSOC,CA,FRESNO,93702,1,1,No,Y,Urban,0
2006,June,10000,84,U.S. BANK NATIONAL ASSOCIATION,CA,PACIFICA,94044,0,1,No,Y,Urban,0
2006,April,1000000,120,CALIFORNIA BANK & TRUST,CA,HEMET,92544,0,23,No,N,Urban,0
2006,September,25000,84,CALIFORNIA BANK & TRUST,CA,Stanton,90680,0,2,No,N,Urban,0
2006,July,25015,84,CALIFORNIA BANK & TRUST,CA,Stanton,90680,0,2,No,Y,Urban,0
2006,November,10000,64,BANK OF AMERICA NATL ASSOC,CA,ELK GROVE,95624,0,2,No,Y,Urban,1
2006,September,320000,120,BANK OF THE SIERRA,CA,CLOVIS,93612,5,1,No,N,Urban,0
2006,July,33967,59,U.S. BANK NATIONAL ASSOCIATION,CA,PLEASANT HILL,94523,1,2,No,Y,Urban,1
2006,January,84349,23,BANK OF AMERICA NATL ASSOC,CA,PALO ALTO,94303,3,3,No,Y,Urban,1
2006,November,5000,84,BANK OF AMERICA NATL ASSOC,CA,BEVERLY HILLS,90212,10,6,No,Y,Urban,0
2006,July,28000,60,U.S. BANK NATIONAL ASSOCIATION,CA,SACRAMENTO,95816,2,2,No,N,Urban,0
2006,August,263954,84,U.S. BANK NATIONAL ASSOCIATION,CA,SAN CARLOS,94070,0,1,No,Y,Urban,0
2006,January,454000,240,"CAPITAL ACCESS GROUP, INC.",CA,SANTA ROSA,95401,9,1,Yes,N,Urban,0
2006,January,40000,65,BANK OF AMERICA NATL ASSOC,CA,ROHNERT PARK,94928,2,1,No,Y,Urban,1
2006,June,11975,84,U.S. BANK NATIONAL ASSOCIATION,CA,ROSEVILLE,95678,1,2,No,Y,Urban,0
2006,May,5000,84,BANK OF AMERICA NATL ASSOC,CA,LONG BEACH,90804,0,3,No,Y,Undefined,0
2006,January,89947,84,WELLS FARGO BANK NATL ASSOC,CA,WEST HILLS,91304,0,1,No,Y,Urban,0
2006,July,125000,90,WELLS FARGO BANK NATL ASSOC,CA,LOS ANGELES,90036,1,2,No,N,Urban,0
2006,August,75000,51,BANK OF AMERICA NATL ASSOC,CA,LOS ANGELES,90071,0,7,No,N,Urban,1
2006,March,64000,42,BANK OF AMERICA NATL ASSOC,CA,SAN FRANCISCO,94129,0,13,No,Y,Urban,1
2006,June,9500,44,MUFG UNION BANK NATL ASSOC,CA,SYLMAR,91342,0,1,No,Y,Urban,1
2006,July,161000,240,BAY AREA EMPLOYMENT DEVEL CO,CA,KELSEYVILLE,95451,10,35,Yes,N,Urban,0
1998,July,808600,109,WELLS FARGO BANK NATL ASSOC,CA,TORRANCE,90505,0,6,No,N,Rural,0
2006,December,76500,300,BANK OF THE SIERRA,CA,PORTERVILLE,93257,2,2,Yes,N,Undefined,0
2006,February,12500,84,BANK OF THE SIERRA,CA,PORTERVILLE,93257,2,2,No,N,Undefined,0
2006,June,10000,60,BANK OF THE SIERRA,CA,PORTERVILLE,93257,2,2,No,Y,Undefined,0
2006,August,404000,240,MORTGAGE CAP. DEVEL CORP,CA,FAIRFIELD,94585,2,9,Yes,N,Urban,0
2006,September,58000,55,BANK OF AMERICA NATL ASSOC,CA,SAN DIEGO,92103,0,3,No,N,Urban,1
2006,August,15000,43,BANK OF AMERICA NATL ASSOC,CA,VALLEY VLG,91607,0,2,No,Y,Urban,1
2006,September,15000,84,BANK OF AMERICA NATL ASSOC,CA,VALENCIA,91355,0,7,No,Y,Urban,0
2006,August,25000,84,CAPITAL ONE NATL ASSOC,CA,FRESNO,93730,0,1,No,N,Urban,0
2006,September,100000,84,CAPITAL ONE NATL ASSOC,CA,HAWAIIAN GARDENS,90716,0,2,No,N,Urban,0
2006,May,23000,60,BANK OF AMERICA NATL ASSOC,CA,WALNUT GROVE,95690,0,1,No,Y,Urban,1
2006,July,441000,279,AURORA BANK FSB,CA,SAN JOSE,95148,0,12,Yes,N,Urban,1
2006,July,110000,60,"CITIBANK, N.A.",CA,TOPANGA,90503,2,10,No,Y,Urban,1
2006,May,109368,36,"RABOBANK, NATIONAL ASSOCIATION",CA,Pismo Beach,93449,0,1,No,Y,Undefined,0
2006,August,344000,240,BAY AREA EMPLOYMENT DEVEL CO,CA,MANTECA,95337,10,5,Yes,N,Urban,0
2006,May,10000,56,BANK OF AMERICA NATL ASSOC,CA,LANCASTER,93535,0,1,No,N,Urban,1
2006,April,34200,62,BANK OF AMERICA NATL ASSOC,CA,NORTH HILLS,91343,0,1,No,Y,Urban,1
2006,April,162394,61,U.S. BANK NATIONAL ASSOCIATION,CA,SAN DIEGO,92109,0,15,No,Y,Urban,1
2006,March,547000,240,MORTGAGE CAP. DEVEL CORP,CA,ANTIOCH,94531,15,1,Yes,N,Urban,0
2006,November,150000,47,BANK OF AMERICA NATL ASSOC,CA,TEMECULA,92591,0,10,No,N,Urban,1
2006,April,100000,9,CAPITAL ONE NATL ASSOC,CA,SANTA CRUZ,95062,4,1,No,N,Urban,1
2006,March,48204,84,U.S. BANK NATIONAL ASSOCIATION,CA,SAN JOSE,95131,2,2,No,Y,Urban,0
2006,June,44581,70,U.S. BANK NATIONAL ASSOCIATION,CA,SAN DIEGO,92107,0,2,No,Y,Urban,1
2006,November,16000,84,BANK OF AMERICA NATL ASSOC,CA,SAN JOSE,95132,0,1,No,Y,Urban,0
2006,July,309056,72,SHINHAN BANK AMERICA,CA,Los Angeles,90010,5,8,No,Y,Urban,0
2006,November,43922,84,U.S. BANK NATIONAL ASSOCIATION,CA,ORANGE,92867,1,3,No,Y,Urban,0
2006,March,78180,84,U.S. BANK NATIONAL ASSOCIATION,CA,SAN JOSE,95110,0,3,No,Y,Urban,0
2006,January,33528,68,U.S. BANK NATIONAL ASSOCIATION,CA,FAIRFIELD,94533,2,4,No,Y,Urban,1
2006,September,15000,84,"CITIBANK, N.A.",CA,DOWNEY,90242,0,11,No,Y,Urban,0
2006,December,75000,66,CAPITAL ONE NATL ASSOC,CA,LONG BEACH,90808,2,3,No,N,Urban,1
2006,December,502530,259,CALIFORNIA BANK & TRUST,CA,MURRIETA,92562,2,2,Yes,N,Urban,1
2006,August,132480,44,U.S. BANK NATIONAL ASSOCIATION,CA,CARLSBAD,92009,0,1,No,Y,Urban,1
2006,March,15000,65,BBCN BANK,CA,STOCKTON,95204,0,1,No,N,Urban,1
2006,January,50000,55,CAPITAL ONE NATL ASSOC,CA,PLACENTIA,92870,2,5,No,N,Urban,1
1998,April,100000,84,BANK OF STOCKTON,CA,STOCKTON,95201,0,21,No,N,Rural,0
2006,June,121612,45,U.S. BANK NATIONAL ASSOCIATION,CA,MONROVIA,91016,0,6,No,Y,Urban,1
2006,May,150000,240,SBA - EDF ENFORCEMENT ACTION,CA,COSTA MESA,92626,1,2,Yes,N,Urban,0
2006,May,15000,84,CAPITAL ONE NATL ASSOC,CA,EXETER,93221,0,1,No,N,Urban,0
2006,September,785000,240,"CAPITAL ACCESS GROUP, INC.",CA,SARATOGA,95070,50,100,Yes,N,Urban,0
1998,November,27000,84,BANK OF AMERICA CALIFORNIA N.A,CA,LOS ANGELES,90066,0,6,No,N,Rural,0
1998,November,1000000,120,CITY NATIONAL BANK,CA,VAN NUYS,91405,0,20,No,N,Rural,0
2007,December,13000,84,BANK OF AMERICA NATL ASSOC,CA,SACRAMENTO,95816,0,1,No,Y,Urban,0
2007,June,25000,84,CAPITAL ONE NATL ASSOC,CA,NEVADA CITY,95959,0,1,No,N,Urban,0
2007,November,62758,84,U.S. BANK NATIONAL ASSOCIATION,CA,WOODLAND,95695,0,1,No,Y,Urban,0
2006,July,60000,99,SECURITY BANK OF CALIFORNIA,CA,RIVERSIDE,92505,1,1,No,N,Urban,1
2006,May,62933,35,JPMORGAN CHASE BANK NATL ASSOC,CA,WARNER SPRINGS,92086,0,3,No,Y,Undefined,1
2007,December,5000,69,BBCN BANK,CA,COSTA MESA,92627,6,2,No,N,Urban,1
2007,October,20000,56,CALIFORNIA BANK & TRUST,CA,RED BLUFFS,96080,2,1,No,N,Urban,1
2007,December,68571,84,U.S. BANK NATIONAL ASSOCIATION,CA,YORBA LINDA,92886,0,1,No,Y,Urban,0
2006,April,105000,120,HERITAGE BANK OF COMMERCE,CA,SAN JOSE,95132,2,2,No,N,Urban,0
2006,February,48948,57,BANCO POPULAR NORTH AMERICA,CA,CORONA,92882,2,1,No,Y,Urban,1
2006,March,11688,35,BANCO POPULAR NORTH AMERICA,CA,CORONA,92882,2,1,No,Y,Urban,1
2006,May,10000,84,"CITIBANK, N.A.",CA,MENTONE,92359,3,1,No,Y,Urban,0
2007,November,50192,52,U.S. BANK NATIONAL ASSOCIATION,CA,SANTA ANA,92701,2,2,No,Y,Urban,1
2006,November,475000,240,CDC SMALL BUS. FINAN CORP,CA,BRENTWOOD,94513,12,7,Yes,N,Urban,0
2007,December,15000,84,CAPITAL ONE NATL ASSOC,CA,TRACY,95377,0,1,No,N,Urban,0
2007,February,232760,84,U.S. BANK NATIONAL ASSOCIATION,CA,SAN JOSE,95131,0,3,No,Y,Urban,0
2007,May,70000,60,SHINHAN BANK AMERICA,CA,Granada Hills,91344,0,4,No,N,Urban,0
2007,March,25000,84,CAPITAL ONE NATL ASSOC,CA,UNION CITY,94587,2,3,No,N,Urban,0
1998,February,360000,120,MISSION BANK,CA,JUNELAKE,93529,0,7,No,N,Rural,0
2007,May,791000,220,BBCN BANK,CA,San Jose,95138,0,23,No,N,Urban,1
2006,June,58725,55,JPMORGAN CHASE BANK NATL ASSOC,CA,LOS ANGELES,90045,0,1,No,Y,Undefined,1
2007,April,35000,67,CAPITAL ONE NATL ASSOC,CA,PALM SPRINGS,92264,1,1,No,N,Urban,1
2007,November,50000,90,CAPITAL ONE NATL ASSOC,CA,SAN FRANCISCO,94123,4,2,No,N,Urban,0
2007,August,25000,84,CAPITAL ONE NATL ASSOC,CA,SAN JOSE,95131,0,1,No,N,Urban,0
1998,September,60000,84,"UNION BANK, N.A.",CA,SAN FRANCISCO,94110,0,5,No,N,Rural,0
2007,February,62500,33,BANK OF AMERICA NATL ASSOC,CA,SAN DIEGO,92127,0,1,No,N,Urban,1
2007,January,25000,84,U.S. BANK NATIONAL ASSOCIATION,CA,SUNNYVALE,94087,0,1,No,Y,Urban,0
2007,February,35000,58,CAPITAL ONE NATL ASSOC,CA,SAN DIEGO,92116,0,2,No,N,Urban,1
2006,July,590600,275,AURORA BANK FSB,CA,CHULA VISTA,91914,0,2,Yes,N,Urban,1
2007,September,264888,84,U.S. BANK NATIONAL ASSOCIATION,CA,LIVERMORE,94550,0,5,No,Y,Urban,0
2007,August,40212,52,U.S. BANK NATIONAL ASSOCIATION,CA,SAN DIEGO,92101,1,1,No,Y,Urban,1
2006,October,531700,259,WELLS FARGO BANK NATL ASSOC,CA,ELK GROVE,95624,0,2,Yes,N,Urban,1
2007,October,52000,39,BANK OF AMERICA NATL ASSOC,CA,SANTA BARBARA,93101,0,4,No,Y,Urban,1
2007,December,45818,42,U.S. BANK NATIONAL ASSOCIATION,CA,BYRON,94514,0,4,No,Y,Urban,1
2006,July,67146,58,JPMORGAN CHASE BANK NATL ASSOC,CA,PETALUMA,94954,0,2,No,Y,Undefined,1
2007,April,74900,57,MUFG UNION BANK NATL ASSOC,CA,Camarillo,93010,0,6,No,Y,Urban,1
2007,March,102653,84,U.S. BANK NATIONAL ASSOCIATION,CA,SAN MATEO,94404,2,1,No,Y,Urban,0
1998,October,50000,120,WILSHIRE BANK,CA,BELLFLOWER,90706,0,1,No,N,Rural,0
2006,August,109300,84,"CITIBANK, N.A.",CA,LOS ANGELES,90094,1,1,No,Y,Urban,0
2007,July,11850,49,BANK OF AMERICA NATL ASSOC,CA,PICO RIVERA,90660,0,1,No,Y,Urban,1
2007,April,19500,57,BANK OF AMERICA NATL ASSOC,CA,NORWALK,90651,0,2,No,N,Urban,1
2007,August,88080,30,U.S. BANK NATIONAL ASSOCIATION,CA,EL SEGUNDO,90245,0,2,No,Y,Urban,1
2007,November,36379,84,U.S. BANK NATIONAL ASSOCIATION,CA,CORONA,92879,0,1,No,Y,Urban,0
1998,November,60000,84,MONTEREY COUNTY BANK,CA,MARINA,93933,0,5,No,N,Rural,0
2007,September,250000,12,BANK OF THE SIERRA,CA,FRESNO,93711,1,1,No,Y,Urban,0
1998,July,100000,98,WILSHIRE BANK,CA,LOMITA,90717,0,20,No,N,Rural,0
2007,October,32100,60,U.S. BANK NATIONAL ASSOCIATION,CA,WEST SACRAMENTO,95691,1,1,No,N,Urban,0
2007,April,159432,52,BANK OF AMERICA NATL ASSOC,CA,LOS ANGELES,90010,0,8,No,Y,Urban,1
2006,April,150000,57,WELLS FARGO BANK NATL ASSOC,CA,ORANGE,92867,5,10,No,N,Urban,1
2006,April,63864,58,JPMORGAN CHASE BANK NATL ASSOC,CA,ANTIOCH,94531,0,4,No,Y,Undefined,1
2007,February,85682,22,U.S. BANK NATIONAL ASSOCIATION,CA,SACRAMENTO,95831,0,1,No,Y,Urban,1
1998,June,29000,60,BANK OF AMERICA CALIFORNIA N.A,CA,HANFORD,93232,0,4,No,N,Rural,0
2006,November,97836,26,WELLS FARGO BANK NATL ASSOC,CA,SUNLAND,91040,1,1,No,Y,Urban,1
1998,December,881800,276,CALIFORNIA BANK & TRUST,CA,HANFORD,93230,0,23,Yes,N,Rural,0
2007,March,339070,48,U.S. BANK NATIONAL ASSOCIATION,CA,SAN MATEO,94401,0,1,No,Y,Urban,1
1998,October,105000,120,COMMUNITY W. BANK NATL ASSOC,CA,VENTURA (CORPORATE NAME SAN BU,93003,0,6,No,N,Rural,0
2006,November,20646,1,BANCO POPULAR NORTH AMERICA,CA,ANAHEIM,92804,0,3,No,Y,Urban,1
2006,September,640700,277,CALIFORNIA UNITED BANK,CA,CHULA VISTA,91910,0,4,Yes,N,Urban,1
2007,July,12550,84,BANK OF AMERICA NATL ASSOC,CA,ANAHEIM,92807,0,5,No,Y,Urban,0
2007,November,110000,65,CALIFORNIA BANK & TRUST,CA,San Diego,92104,1,1,No,Y,Urban,1
1998,November,188000,300,FIRST NATL BK OF NORTHERN CALI,CA,SAN FRANCSICO,94134,0,7,Yes,N,Rural,0
2006,April,230500,300,FIRST-CITIZENS BK & TR CO,CA,CHINO,91710,0,4,Yes,N,Urban,0
2006,May,389000,240,CDC SMALL BUS. FINAN CORP,CA,REDDING,96001,37,13,Yes,N,Undefined,0
2007,July,40808,59,U.S. BANK NATIONAL ASSOCIATION,CA,SAN DIEGO,92109,3,5,No,Y,Urban,1
2007,December,50000,84,U.S. BANK NATIONAL ASSOCIATION,CA,LA JOLLA,92037,0,1,No,Y,Urban,0
2006,June,115984,29,MUFG UNION BANK NATL ASSOC,CA,SAN DIEGO,92116,0,2,No,Y,Urban,1
2006,April,18770,84,MUFG UNION BANK NATL ASSOC,CA,VISTA,92083,0,1,No,Y,Urban,0
2007,September,25000,97,UMPQUA BANK,CA,La Mesa,91941,0,1,No,N,Urban,1
2007,May,127962,54,CAPITAL ONE NATL ASSOC,CA,TEMECULA,92592,0,4,No,Y,Urban,1
2007,January,100000,65,CAPITAL ONE NATL ASSOC,CA,ORANGE,92865,2,7,No,N,Urban,1
2007,December,38876,48,U.S. BANK NATIONAL ASSOCIATION,CA,OAKLAND,94607,0,3,No,Y,Urban,1
1998,September,180000,300,U.S. BANK NATIONAL ASSOCIATION,CA,RESEDA,91335,0,5,Yes,N,Rural,0
2007,April,25000,84,CAPITAL ONE NATL ASSOC,CA,CUPERTINO,95014,0,2,No,N,Urban,0
2006,September,50000,84,JPMORGAN CHASE BANK NATL ASSOC,CA,LA JOLLA,92037,1,3,No,Y,Undefined,0
2006,February,54913,75,JPMORGAN CHASE BANK NATL ASSOC,CA,SANTA MONICA,90404,0,5,No,Y,Undefined,1
2007,June,22500,84,BANK OF AMERICA NATL ASSOC,CA,LOS ANGELES,90040,0,4,No,Y,Urban,0
1998,March,50000,84,BANK OF AMERICA CALIFORNIA N.A,CA,SANTA MONICA,90401,0,10,No,Y,Rural,0
2007,December,35000,65,BANK OF AMERICA NATL ASSOC,CA,LANCASTER,93534,2,3,No,Y,Urban,1
1998,October,688500,300,U.S. BANK NATIONAL ASSOCIATION,CA,SAN FERNANDO,91340,2,4,Yes,N,Rural,0
2006,July,610000,27,ONEWEST BANK NATL ASSOC,CA,SAN MARCOS,92069,0,100,No,N,Urban,1
2007,September,100000,67,CAPITAL ONE NATL ASSOC,CA,MILL VALLEY,94941,1,2,No,N,Urban,1
2006,September,77538,32,WELLS FARGO BANK NATL ASSOC,CA,SAN DIEGO,92108,1,4,No,Y,Urban,1
2007,July,15000,70,CAPITAL ONE NATL ASSOC,CA,SAN CARLOS,94070,1,1,No,N,Urban,1
2007,January,20000,54,BBCN BANK,CA,LOS ANGELES,90020,1,1,No,N,Urban,1
2006,July,29961,46,WELLS FARGO BANK NATL ASSOC,CA,SAN CARLOS,94070,0,2,No,Y,Urban,1
2007,September,39274,50,U.S. BANK NATIONAL ASSOCIATION,CA,YUBA CITY,95991,0,2,No,Y,Urban,1
2007,January,109424,51,U.S. BANK NATIONAL ASSOCIATION,CA,FOLSOM,95630,0,2,No,Y,Urban,1
2007,September,23489,20,BANK OF AMERICA NATL ASSOC,CA,FRESNO,93704,0,4,No,Y,Urban,1
2006,July,101056,0,BANCO POPULAR NORTH AMERICA,CA,CERRITOS (DAIRY VALLEY),90703,4,4,No,Y,Urban,1
2006,August,14649,36,BANCO POPULAR NORTH AMERICA,CA,CERRITOS (DAIRY VALLEY),90703,4,4,No,Y,Urban,1
2006,March,497000,240,CERTIFIED DEVEL CORP OF TULARE,CA,TULARE,93274,15,1,Yes,N,Urban,0
2007,May,15000,47,BBCN BANK,CA,LOS ANGELES,90020,1,1,No,N,Urban,1
2007,October,94049,84,U.S. BANK NATIONAL ASSOCIATION,CA,MILL VALLEY,94941,0,2,No,Y,Urban,0
2007,September,35266,59,U.S. BANK NATIONAL ASSOCIATION,CA,EL DORADO HILLS,95762,0,1,No,Y,Urban,1
2006,March,14950,61,"CITIBANK, N.A.",CA,MORENO,92553,0,2,No,Y,Urban,1
2007,May,19000,58,BANK OF AMERICA NATL ASSOC,CA,LINDSAY,93247,0,1,No,N,Urban,1
2007,October,15000,34,BBCN BANK,CA,WINNETKA,91306,2,2,No,N,Urban,1
2007,February,67500,99,BANK OF THE SIERRA,CA,PORTERVILLE,93257,2,2,No,N,Urban,1
2007,April,10000,50,BANK OF THE SIERRA,CA,PORTERVILLE,93257,2,2,No,Y,Urban,1
2007,August,89000,57,BANK OF AMERICA NATL ASSOC,CA,COMPTON,90222,0,2,No,N,Urban,1
2007,November,96367,84,U.S. BANK NATIONAL ASSOCIATION,CA,SAN RAFAEL,94903,0,2,No,Y,Urban,0
2007,September,87550,84,BANK OF AMERICA NATL ASSOC,CA,GLENDALE,91204,0,9,No,Y,Urban,0
2007,September,526000,300,U.S. BANK NATIONAL ASSOCIATION,CA,Los Angeles,91352,3,7,Yes,N,Urban,0
2007,February,193200,93,TELESIS COMMUNITY CU,CA,MOORPARK,93021,1,0,No,N,Urban,1
2006,July,52508,4,WELLS FARGO BANK NATL ASSOC,CA,SAN FRANCISCO,94107,0,3,No,Y,Urban,1
2007,May,163743,53,U.S. BANK NATIONAL ASSOCIATION,CA,DOWNEY,90240,3,4,No,Y,Urban,1
2007,January,81750,43,BANK OF AMERICA NATL ASSOC,CA,NEWPORT BEACH,92660,0,6,No,Y,Urban,1
2007,February,100000,60,CAPITAL ONE NATL ASSOC,CA,CORONA DL MAR,92625,0,2,No,N,Urban,1
2007,July,19300,60,U.S. BANK NATIONAL ASSOCIATION,CA,SAN JOSE,95138,0,2,No,N,Urban,0
2007,March,65000,64,CALIFORNIA BANK & TRUST,CA,La Mesa,91941,0,5,No,Y,Urban,1
2007,February,50000,84,CAPITAL ONE NATL ASSOC,CA,MONTEREY,93940,0,1,No,N,Urban,0
2007,April,10000,69,BBCN BANK,CA,THOUSAND OAKS,91360,3,1,No,N,Urban,1
2007,October,82500,44,BBCN BANK,CA,TORRANCE,90504,0,2,No,N,Urban,1
2006,September,20000,73,"CITIBANK, N.A.",CA,BUENA PARK,90620,0,25,No,Y,Urban,1
2007,February,101173,65,CAPITAL ONE NATL ASSOC,CA,LA MESA,91941,0,1,No,Y,Urban,1
2006,October,100000,60,BBCN BANK,CA,SAN BERNARDINO,92404,2,2,No,N,Urban,0
2007,February,55000,62,BANK OF AMERICA NATL ASSOC,CA,NORCO,92860,0,6,No,N,Urban,1
2007,March,22543,63,U.S. BANK NATIONAL ASSOCIATION,CA,CAMPBELL,95008,0,2,No,Y,Urban,1
2007,October,83323,59,BANK OF AMERICA NATL ASSOC,CA,LONG BEACH,90807,0,4,No,Y,Urban,1
2006,August,70460,84,JPMORGAN CHASE BANK NATL ASSOC,CA,CUPERTINO,95014,0,2,No,Y,Undefined,0
2007,January,69000,57,BANK OF AMERICA NATL ASSOC,CA,RIVERSIDE,92505,0,1,No,N,Urban,1
2007,July,100000,49,CAPITAL ONE NATL ASSOC,CA,LONG BEACH,90808,0,1,No,N,Urban,1
2007,October,37500,84,MUFG UNION BANK NATL ASSOC,CA,Ventura,93003,0,16,No,Y,Urban,0
2006,November,240000,275,COAST NATIONAL BANK,CA,MADERA,93638,5,16,Yes,N,Undefined,1
2006,September,160000,88,COAST NATIONAL BANK,CA,MADERA,93638,5,16,No,N,Undefined,1
2006,February,341000,240,MORTGAGE CAP. DEVEL CORP,CA,SAN FRANCISCO,94107,15,50,Yes,N,Urban,0
2006,December,120000,273,COAST NATIONAL BANK,CA,MADERA,93638,5,16,Yes,N,Undefined,1
2007,July,100000,69,CAPITAL ONE NATL ASSOC,CA,PETALUMA,94954,0,2,No,Y,Urban,1
2006,November,104000,60,BBCN BANK,CA,NORTHRIDGE,91324,0,2,No,N,Urban,0
2007,March,55000,26,WELLS FARGO BANK NATL ASSOC,CA,PALO ALTO,94301,5,1,No,N,Urban,1
2007,May,10000,84,BBCN BANK,CA,SAN FRANCISCO,94116,1,1,No,N,Urban,0
2007,November,17924,35,BANK OF AMERICA NATL ASSOC,CA,ELK GROVE,95757,0,1,No,Y,Urban,1
2007,June,77149,45,CAPITAL ONE NATL ASSOC,CA,ENCINITAS,92024,2,1,No,Y,Urban,1
2006,August,580000,240,"CAPITAL ACCESS GROUP, INC.",CA,SACRAMENTO,95816,15,16,Yes,N,Urban,0
2007,July,78000,60,CALIFORNIA BANK & TRUST,CA,Danville,94506,1,2,No,Y,Urban,1
2007,October,5000,84,BANK OF AMERICA NATL ASSOC,CA,SAN JOSE,95111,0,3,No,Y,Urban,0
2007,May,35331,111,BANK OF AMERICA NATL ASSOC,CA,PASADENA,91101,0,6,No,N,Urban,0
1998,December,30000,84,CALIFORNIA BANK & TRUST,CA,CLOVIS,93612,0,7,No,N,Rural,0
2007,January,59764,62,U.S. BANK NATIONAL ASSOCIATION,CA,DIXON,95620,0,2,No,Y,Urban,1
2007,July,481500,268,HANMI BANK,CA,Bellflower,90706,0,14,Yes,N,Urban,1
2007,June,50000,68,CAPITAL ONE NATL ASSOC,CA,GRANADA HILLS,91344,0,1,No,N,Urban,1
2007,July,47000,84,BANK OF AMERICA NATL ASSOC,CA,WEST HOLLYWOOD,90069,0,12,No,Y,Urban,0
