Date,BTC,DOGE,ETH,LTC,XRP,XLM
2018-03-31,6848.01,0.003798,394.46,118.45,0.628737,0.24212
2018-03-30,7079.99,0.003396,383.29,114.53,0.539506,0.212337
2018-03-29,7942.72,0.003043,445.47,131.7,0.491931,0.199344
2018-03-28,7793.61,0.002763,449,134.64,0.491855,0.197333
2018-03-27,8145,0.002843,486.75,148.24,0.500398,0.206377
2018-03-26,8453,0.002802,522.55,160.18,0.487867,0.201859
2018-03-25,8531.34,0.00267,519.57,159,0.476431,0.193317
2018-03-24,8927.1,0.002714,543.04,168.64,0.495801,0.19794
2018-03-23,8715.09,0.00277,539.89,163.83,0.501631,0.204108
2018-03-22,8891.81,0.00298,559.98,168.69,0.558044,0.235691
2018-03-21,8900,0.002797,558,169.17,0.500688,0.224878
2018-03-20,8589.01,0.002719,555.55,161.33,0.485081,0.206582
2018-03-19,8192,0.002819,538,154,0.512353,0.206778
2018-03-18,7857.6,0.002763,549.79,152.66,0.509565,0.188733
2018-03-17,8275,0.002827,600.52,165.32,0.511511,0.190819
2018-03-16,8259.99,0.003141,610.99,164.21,0.578002,0.219251
2018-03-15,8207.02,0.003145,614.63,160.69,0.577917,0.216033
2018-03-14,9145.41,0.003289,690.39,175.5,0.599463,0.228861
2018-03-13,9120,0.003505,696.51,177.89,0.641875,0.239952
2018-03-12,9533.88,0.00359,719.79,188.33,0.641265,0.235422
2018-03-11,8795.44,0.00356,683.6,177.67,0.643174,0.236147
2018-03-10,9255,0.003528,728.46,186.33,0.662743,0.243212
2018-03-09,9304.89,0.003659,698.83,175.79,0.693664,0.254636
2018-03-08,9925,0.003651,751.38,186.42,0.709808,0.267968
2018-03-07,10700,0.00344,815.43,196.63,0.74908,0.250226
2018-03-06,11377.54,0.00319,848.83,210.71,0.658777,0.220473
2018-03-05,11469.9,0.003299,861.74,212.97,0.637856,0.206731
2018-03-04,11432.5,0.00351,854.34,210.4,0.68926,0.229991
2018-03-03,11000,0.003536,854.31,212,0.697269,0.240655
2018-03-02,10895.92,0.003524,868.74,209.2,0.701902,0.248689
2018-03-01,10307.27,0.00396,849.99,202.12,0.789711,0.290193
2018-02-28,10566.57,0.004032,870.98,215.15,0.801048,0.291765
2018-02-27,10300,0.00421,867.09,218.74,0.831122,0.304217
2018-02-26,9597.99,0.003973,841.96,218.77,0.796627,0.292661
2018-02-25,9688.62,0.004146,833.2,206.15,0.849761,0.311859
2018-02-24,10144.99,0.004025,854.01,206.52,0.825857,0.311938
2018-02-23,9830,0.004024,806,192.99,0.87121,0.329103
2018-02-22,10454.27,0.00461,840.34,210.23,0.922887,0.337911
2018-02-21,11235.57,0.005218,884.76,229.5,0.959368,0.352031
2018-02-20,11140,0.005502,939.01,222.1,1.01,0.36193
2018-02-19,10380.04,0.005301,912.41,214.5,0.907804,0.350168
2018-02-18,11121.5,0.005482,975,229.9,0.910144,0.320107
2018-02-17,10167.49,0.006215,936.02,228.24,0.928347,0.339314
2018-02-16,10031.23,0.006018,929.3,221.18,0.904583,0.333916
2018-02-15,9472.98,0.006291,920.27,211.86,0.947305,0.362051
2018-02-14,8520.01,0.006339,840.49,158.91,0.956859,0.364579
2018-02-13,8872.28,0.006142,864.4,161.5,0.943487,0.357302
2018-02-12,8072.99,0.006324,811.35,149.26,0.954402,0.355163
2018-02-11,8547.49,0.006648,849.47,155.08,0.998855,0.381985
2018-02-10,8671.01,0.006259,875.99,164.1,0.941788,0.366447
2018-02-09,8218.1,0.006581,812,149.1,1.02,0.396765
2018-02-08,7575.75,0.007094,750.04,137.8,1.09,0.402289
2018-02-07,7688.46,0.006697,783.83,141.5,1.14,0.452932
2018-02-06,6905.19,0.006424,693.54,124.98,1.12,0.450399
2018-02-05,8167.9,0.007049,826,147.5,1.2,0.479075
2018-02-04,9240,0.007034,969.4,160.97,1.14,0.455446
2018-02-03,8787.52,0.007347,911.99,130.69,1.15,0.453556
2018-02-02,9010.61,0.00673,1017.48,140.6,1.14,0.453888
2018-02-01,10099.99,0.005638,1105,161.9,1.03,0.410614
2018-01-31,9995,0.005472,1054.39,164.25,1.08,0.395649
2018-01-30,11123.01,0.004956,1162.27,179.57,1,0.370005
2018-01-29,11536,0.004989,1215.01,191.12,1.07,0.406856
2018-01-28,11319,0.005,1100,179.65,0.954428,0.401068
2018-01-27,11086.89,0.004566,1045.57,175.71,0.805263,0.363565
2018-01-26,11118,0.004297,1040,178.86,0.723895,0.342125
2018-01-25,11356.79,0.004361,1056.99,180.6,0.776393,0.370811
2018-01-24,10824.94,0.003533,984.03,178.27,0.691799,0.331192
2018-01-23,10766.7,0.004399,999.68,179.42,0.815703,0.377231
2018-01-22,11518.16,0.005164,1047.13,191.25,0.924043,0.430056
2018-01-21,12762.8,0.004475,1150.02,210.91,0.884784,0.405075
2018-01-20,11498.99,0.005029,1037.45,192.5,0.96253,0.456455
2018-01-19,11305.53,0.00601,1025.78,192.6,1.16,0.539797
2018-01-18,11200.01,0.006024,1028.06,189,1.14,0.489648
2018-01-17,11570.01,0.006967,1080,193.26,1.32,0.589283
2018-01-16,13590,0.007465,1278.63,232.51,1.4,0.634421
2018-01-15,13656.23,0.007373,1365.46,237.89,1.22,0.613061
2018-01-14,14187.95,0.007237,1386.02,258,1.22,0.633916
2018-01-13,13820,0.007667,1260,235.52,1.31,0.608253
2018-01-12,13308.06,0.007083,1137.01,226.91,1.36,0.567014
2018-01-11,14875.18,0.006673,1246.95,248.8,1.34,0.486185
2018-01-10,14480.99,0.006734,1290.01,246.89,1.36,0.486338
2018-01-09,14993.74,0.007131,1137.01,255.21,1.38,0.464117
2018-01-08,16174.22,0.008448,1118.3,272.06,1.58,0.534677
2018-01-07,17099,0.007871,1006.68,279.42,1.55,0.506232
2018-01-06,16960.01,0.007969,969.27,246.23,1.6,0.509523
2018-01-05,15144.99,0.007648,949,238.91,1.31,0.477187
2018-01-04,15098.14,0.006822,938.31,244.99,1.18,0.441197
2018-01-03,14781.51,0.009857,865,253.31,1.68,0.599271
2018-01-02,13480.01,0.011684,759.03,225.22,1.86,0.630856
2018-01-01,13863.13,0.013023,741.27,227.17,2.02,0.671564
2017-12-31,12839.99,0.013056,710.58,216.03,2.04,0.67796
2017-12-30,14565.05,0.011469,748.89,245.79,1.95,0.558126
2017-12-29,14450.01,0.013102,719.5,251.18,1.97,0.56693
2017-12-28,15367.08,0.01342,739.99,264.4,2.1,0.585653
2017-12-27,15790.88,0.015045,755.07,280.1,2.46,0.629323
2017-12-26,14171.98,0.017088,740.5,273.52,3.38,0.699645
2017-12-25,14221.94,0.014863,697.04,278.81,3.09,0.709945
2017-12-24,15065.51,0.012167,732.8,293.03,3.05,0.662712
2017-12-23,14210.57,0.009644,682.11,267.79,3.2,0.72405
2017-12-22,15758.8,0.00932,796.98,311,3.11,0.896227
2017-12-21,16496.9,0.009145,802.86,305.59,2.48,0.564766
2017-12-20,17838.73,0.008909,826.65,350.79,2.39,0.480008
2017-12-19,19039,0.008972,785.65,359.4,2.3,0.360756
2017-12-18,19378.99,0.00786,732.18,324.74,2.16,0.323202
2017-12-17,19650,0.009391,704.27,306.86,2.21,0.322941
2017-12-16,17738.67,0.008486,693.5,303.79,1.43,0.223544
2017-12-15,16749.79,0.008872,705.01,283.8,1.4,0.229224
2017-12-14,16689.61,0.009411,711.94,312.89,1.19,0.226018
2017-12-13,17730.12,0.008931,686.82,352.08,1.12,0.228511
2017-12-12,16885.75,0.008582,518,218.6,1.04,0.22445
2017-12-11,15290.01,0.007259,447.71,150.99,1.17,0.234179
2017-12-10,15309.98,0.006054,485.04,160.95,1.14,0.216717
2017-12-09,16367.03,0.007425,463.45,128.97,1.19,0.2572
2017-12-08,17390.01,0.006661,433.28,97.96,0.775964,0.252386
2017-12-07,14090,0.005666,432.49,100.01,0.791257,0.26431
2017-12-06,11718.35,0.006433,457.3,101.01,0.778407,0.276283
2017-12-05,11643.98,0.005984,468.22,104.28,0.728366,0.266621
2017-12-04,11290,0.005933,464.76,101.2,0.758642,0.232125
2017-12-03,10930.23,0.003762,460.34,99.65,0.756181,0.195862
2017-12-02,10869.84,0.003709,463.82,100.16,0.864263,0.188907
2017-12-01,9903,0.003461,434.03,85.82,0.471063,0.149342
2017-11-30,9935.98,0.003304,434.01,86.7,0.373541,0.156444
2017-11-29,9949,0.002798,468.52,94.49,0.251691,0.144956
2017-11-28,9768.71,0.002547,477.53,91.38,0.237333,0.119263
2017-11-27,9401.11,0.002617,473.99,86.62,0.244708,0.135122
2017-11-26,8795.5,0.002779,466.77,89.13,0.252125,0.13726
2017-11-25,8215.01,0.00272,470.98,77.54,0.222823,0.133046
2017-11-24,8031.16,0.002663,406.61,73.3,0.232544,0.151622
2017-11-23,8250,0.002479,381.73,72.31,0.246101,0.123523
2017-11-22,8109,0.002463,361.51,70,0.253571,0.09761
2017-11-21,8256.01,0.002223,368.24,72.62,0.252558,0.089035
2017-11-20,8031.82,0.002149,354.59,71.7,0.255492,0.093816
2017-11-19,7777.01,0.002148,346.6,69.35,0.255699,0.089883
2017-11-18,7714.71,0.002079,332.31,67.5,0.250878,0.072871
2017-11-17,7838.53,0.00208,330.21,70.56,0.243064,0.064424
2017-11-16,7294,0.002363,331.81,63.3,0.299152,0.081415
2017-11-15,6605,0.001988,335.04,62.33,0.253927,0.059843
2017-11-14,6535.87,0.002026,315.56,61.24,0.248818,0.048896
2017-11-13,5886.35,0.002072,307.1,58.81,0.252393,0.043639
2017-11-12,6346.7,0.001908,315.69,62.49,0.244642,0.040193
2017-11-11,6577.63,0.001891,298.04,59.32,0.242402,0.040535
2017-11-10,7156,0.001823,320.72,64.4,0.238859,0.042299
2017-11-09,7467.96,0.001389,307.91,62.46,0.233271,0.037668
2017-11-08,7126.63,0.001394,292.42,60.61,0.238759,0.038121
2017-11-07,6969.76,0.001376,297.32,54.6,0.231016,0.036566
2017-11-06,7392,0.001373,296.57,54.67,0.228627,0.036583
2017-11-05,7412.55,0.001313,301.66,55.09,0.226581,0.035572
2017-11-04,7170.01,0.00139,306,56.19,0.227107,0.037234
2017-11-03,7039.99,0.001339,285.4,54.35,0.212956,0.037053
2017-11-02,6783.69,0.001184,290.82,53,0.209825,0.036374
2017-11-01,6445.01,0.001211,303.51,55.41,0.203442,0.030656
2017-10-31,6124.16,0.001038,306.87,56.4,0.197339,0.028182
2017-10-30,6140.01,0.001201,303.38,56.59,0.21043,0.033053
2017-10-29,5752.01,0.001163,295.11,54.52,0.206483,0.033073
2017-10-28,5780,0.001415,297.59,55.24,0.217488,0.039946
2017-10-27,5891.61,0.001222,295.98,55.56,0.217437,0.033763
2017-10-26,5739.97,0.001177,296.76,56.36,0.210354,0.030699
2017-10-25,5525.43,0.001154,296.99,55.61,0.20599,0.02888
2017-10-24,5905.99,0.001182,285.83,54.76,0.202055,0.026765
2017-10-23,6005.05,0.001189,295.14,56.75,0.20375,0.027294
2017-10-22,6024.86,0.001121,300,58.14,0.208133,0.027779
2017-10-21,5989.1,0.001151,303.15,60.12,0.205861,0.027607
2017-10-20,5704.01,0.001138,308.02,59.84,0.194124,0.027353
2017-10-19,5574.44,0.001124,313.59,60.67,0.200558,0.029182
2017-10-18,5594,0.001151,316.37,59.19,0.202711,0.031804
2017-10-17,5754.9,0.001173,334.36,64.72,0.202785,0.030331
2017-10-16,5693.7,0.001037,336.89,65.51,0.201835,0.031038
2017-10-15,5819.13,0.001052,338.37,63.94,0.202785,0.034236
2017-10-14,5624.8,0.001051,335.89,58.9,0.203628,0.034546
2017-10-13,5440,0.001056,302.12,59.58,0.204604,0.035004
2017-10-12,4814.99,0.001092,302,50.81,0.206644,0.036649
2017-10-11,4750,0.001016,297.99,50.4,0.196928,0.033832
2017-10-10,4769.55,0.001023,297,50.04,0.204177,0.031269
2017-10-09,4603.49,0.001007,309.2,53.27,0.211016,0.036429
2017-10-08,4425,0.00105,311.12,52.57,0.210549,0.026757
2017-10-07,4362.99,0.001064,307.73,52.12,0.21515,0.031195
2017-10-06,4320.04,0.001047,294.89,51.67,0.21852,0.035133
2017-10-05,4214.84,0.001067,292,51.16,0.232064,0.045842
2017-10-04,4307.99,0.001164,292.36,52.15,0.256232,0.036865
2017-10-03,4392.71,0.001106,296.72,53.37,0.263983,0.018925
2017-10-02,4394.81,0.00111,303.25,54.69,0.25732,0.017522
2017-10-01,4339,0.001066,301.57,55.26,0.260489,0.01796
2017-09-30,4156.99,0.001062,291.88,52.62,0.248414,0.017784
2017-09-29,4189.42,0.001046,302.33,54.87,0.264439,0.01945
2017-09-28,4200,0.001036,309.85,56.88,0.260733,0.018953
2017-09-27,3885.09,0.000991,288.77,52.34,0.251825,0.017601
2017-09-26,3919.78,0.001056,294.41,52.22,0.279944,0.018598
2017-09-25,3669.01,0.001066,283.21,47.7,0.23861,0.020959
2017-09-24,3787.33,0.001056,286.03,49.41,0.234039,0.018403
2017-09-23,3619.01,0.001001,263.88,47.81,0.237016,0.014576
2017-09-22,3617.47,0.001024,258.11,46.61,0.214774,0.011851
2017-09-21,3867.05,0.001108,283.55,51.57,0.203318,0.012404
2017-09-20,3910.11,0.001085,282.8,52.95,0.202676,0.012962
2017-09-19,4100,0.001084,298,56.3,0.206532,0.013688
2017-09-18,3719.97,0.001145,259.66,51.37,0.197529,0.013858
2017-09-17,3726.51,0.001082,255.84,52.47,0.193606,0.013204
2017-09-16,3740.02,0.00108,260.88,52.29,0.196131,0.013863
2017-09-15,3250.4,0.001173,223.85,45.42,0.203299,0.014378
2017-09-14,3855.32,0.001151,275.71,61.8,0.186119,0.012388
2017-09-13,4164.52,0.001141,294.5,66,0.181487,0.012073
2017-09-12,4210.72,0.000892,298.47,68.28,0.175787,0.011563
2017-09-11,4251.36,0.000954,300.33,67.44,0.177882,0.011896
2017-09-10,4334.36,0.000772,304.99,71.27,0.17351,0.010776
2017-09-09,4350,0.000755,307.96,73.7,0.171754,0.0106
2017-09-08,4624.18,0.000862,335.56,80.23,0.182078,0.012236
2017-09-07,4616.18,0.00089,339.38,81.47,0.184041,0.011795
2017-09-06,4432.51,0.000947,320.08,74.19,0.189768,0.013455
2017-09-05,4498.25,0.000853,316.86,71.25,0.178393,0.011211
2017-09-04,4626.05,0.000867,353.06,79.44,0.179082,0.011699
2017-09-03,4649.99,0.000865,354.87,79.84,0.181358,0.012097
2017-09-02,4947.99,0.000854,392.87,89.23,0.164167,0.011038
2017-09-01,4743.94,0.001398,389.2,73.23,0.200778,0.015328
2017-08-31,4581.98,0.00144,384.1,66.12,0.209303,0.016324
2017-08-30,4599,0.001463,372.48,63.75,0.214441,0.016993
2017-08-29,4384.99,0.001395,347.54,62.38,0.213031,0.016269
2017-08-28,4340.11,0.001568,348.2,61.56,0.209995,0.017095
2017-08-27,4344.32,0.001596,332.99,51.55,0.211518,0.017447
2017-08-26,4360,0.001928,330.14,51.11,0.22364,0.020096
2017-08-25,4312.03,0.002019,324.56,51.09,0.226186,0.020346
2017-08-24,4143.49,0.001908,317.5,53.31,0.215189,0.018567
2017-08-23,4092,0.001786,314.19,46.43,0.204968,0.017625
2017-08-22,4002,0.002153,322,47.99,0.228811,0.021296
2017-08-21,4050.99,0.002226,297.79,45.57,0.226669,0.020837
2017-08-20,4157.41,0.002543,293.58,45.18,0.248479,0.023954
2017-08-19,4101.72,0.002064,292.87,46.69,0.25563,0.022405
2017-08-18,4280.01,0.002105,300.67,43.88,0.228006,0.021224
2017-08-17,4370.01,0.001867,300.45,43.8,0.218564,0.020104
2017-08-16,4159.93,0.001825,286.71,43.1,0.224508,0.020525
2017-08-15,4320.6,0.00176,299.16,45.59,0.202995,0.019785
2017-08-14,4060.47,0.001778,296.66,45.22,0.212577,0.021208
2017-08-13,3874,0.00179,308.35,46.33,0.217828,0.020497
2017-08-12,3656.15,0.001816,309.65,47.08,0.218958,0.019024
2017-08-11,3444.98,0.001732,300.51,47.2,0.246827,0.020222
2017-08-10,3342.8,0.001716,295.26,47.69,0.239286,0.021624
2017-08-09,3422.43,0.001712,295.95,49.06,0.191918,0.019753
2017-08-08,3398.23,0.001707,269.9,45.99,0.158735,0.017631
2017-08-07,3222.22,0.001678,263.96,45.33,0.155057,0.016513
2017-08-06,3243.49,0.001678,251.85,45.85,0.158883,0.016842
2017-08-05,2857.34,0.00171,220.72,43.07,0.157498,0.017327
2017-08-04,2787.02,0.001774,224,42.49,0.160431,0.017702
2017-08-03,2699.9,0.001738,217.92,41.82,0.161221,0.017433
2017-08-02,2732.59,0.001762,225.73,43.18,0.169991,0.017622
2017-08-01,2856.88,0.001807,200.82,42.27,0.168092,0.01825
2017-07-31,2723.99,0.001856,196.95,40.82,0.173853,0.020218
2017-07-30,2700.21,0.00188,205.9,41.01,0.179307,0.02148
2017-07-29,2786.07,0.001896,190.72,40.35,0.180399,0.022007
2017-07-28,2664.99,0.001937,202.94,41.87,0.182947,0.022996
2017-07-27,2525.99,0.001961,203.23,41.99,0.192586,0.023737
2017-07-26,2564,0.001949,203.78,42.21,0.179021,0.022195
2017-07-25,2762.26,0.001909,225.96,45.01,0.180444,0.022701
2017-07-24,2754.28,0.002087,228.31,45.23,0.184737,0.023984
2017-07-23,2825.27,0.00182,230.69,46.7,0.173743,0.022241
2017-07-22,2657.45,0.001795,216.6,45.4,0.174612,0.01886
2017-07-21,2873.48,0.001788,226.06,44.72,0.173113,0.018413
2017-07-20,2258.99,0.001792,194.73,40.19,0.177053,0.017933
2017-07-19,2308.15,0.001718,227.01,43.5,0.167386,0.016095
2017-07-18,2235.19,0.001719,190.87,42.36,0.165082,0.015984
2017-07-17,1910.86,0.001768,155.68,40.69,0.169871,0.017447
2017-07-16,1964.31,0.001782,167.72,38.14,0.165937,0.016961
2017-07-15,2217.24,0.001856,197.23,42.78,0.173457,0.018322
2017-07-14,2340,0.00181,205,45.48,0.173822,0.018878
2017-07-13,2383.42,0.001773,224.04,47,0.178104,0.018551
2017-07-12,2310.01,0.00198,190.57,43.92,0.192002,0.022605
2017-07-11,2331.05,0.001972,202.86,44.74,0.195058,0.021769
2017-07-10,2508.99,0.002095,238.81,48.76,0.19332,0.022877
2017-07-09,2561.11,0.001936,246.64,51.27,0.182608,0.019201
2017-07-08,2501.15,0.001935,241.28,46.21,0.188295,0.018859
2017-07-07,2604.84,0.001689,266.01,51.2,0.168388,0.017256
2017-07-06,2616.96,0.001864,266.27,53.4,0.188718,0.018666
2017-07-05,2602,0.00152,269.2,54.89,0.177889,0.018614
2017-07-04,2542.41,0.001307,276.37,45.51,0.148056,0.015654
2017-07-03,2516.66,0.001484,285,41.59,0.170589,0.017618
2017-07-02,2423.63,0.001681,263.12,38.37,0.190769,0.016321
2017-07-01,2455.19,0.001823,280.04,39.49,0.200809,0.017351
2017-06-30,2530,0.001938,292.95,40.2,0.205354,0.017907
2017-06-29,2553.25,0.001779,315.32,42,0.185019,0.014518
2017-06-28,2575.75,0.001952,287.23,40.5,0.203165,0.015137
2017-06-27,2407.91,0.00233,252.01,38.15,0.233416,0.019499
2017-06-26,2505.61,0.00244,278.49,40.8,0.236134,0.021597
2017-06-25,2574.84,0.002397,304.5,43.05,0.23948,0.020415
2017-06-24,2690.76,0.002636,326.99,46.03,0.254641,0.025418
2017-06-23,2679.99,0.002714,320.02,45.98,0.256523,0.025441
2017-06-22,2643.35,0.002518,325.41,44,0.254709,0.02575
2017-06-21,2725.08,0.002533,350.94,45.63,0.259959,0.026266
2017-06-20,2596.98,0.002481,358.71,47.63,0.259449,0.025706
2017-06-19,2515.25,0.002645,351.85,43.66,0.254744,0.024466
2017-06-18,2634.94,0.002602,368.98,46.01,0.26293,0.026988
2017-06-17,2480.43,0.002656,354.26,33.89,0.265421,0.029039
2017-06-16,2409.98,0.002793,343.71,28.97,0.280455,0.031998
2017-06-15,2432.21,0.002623,341.7,28.81,0.276306,0.029113
2017-06-14,2709.01,0.00275,388,30.32,0.277288,0.030218
2017-06-13,2655.71,0.002961,397.37,29.06,0.298423,0.033373
2017-06-12,2998.98,0.003135,343.01,34.04,0.31111,0.03821
2017-06-11,2932.44,0.003143,340.2,30.13,0.319978,0.041397
2017-06-10,2811.39,0.003104,279.38,29.56,0.297848,0.03872
2017-06-09,2799.73,0.003125,258.64,30.08,0.296366,0.038124
2017-06-08,2685.64,0.003218,255.68,28.6,0.324427,0.039366
2017-06-07,2871.29,0.003141,264.58,30.1,0.296068,0.040252
2017-06-06,2698,0.00323,248,30.7,0.2846,0.038332
2017-06-05,2521.36,0.003322,245.5,27.79,0.268351,0.039251
2017-06-04,2548.05,0.003163,224.95,27.4,0.262068,0.037536
2017-06-03,2478.99,0.003043,222.04,27.9,0.259266,0.037439
2017-06-02,2419.99,0.003092,221.91,27.74,0.278447,0.039828
2017-06-01,2303.29,0.003313,229.14,25.88,0.266153,0.04186
2017-05-31,2191.58,0.003253,228.69,24.11,0.253964,0.039988
2017-05-30,2279.48,0.003601,194.82,25.77,0.272759,0.045915
2017-05-29,2232.78,0.003313,175.48,24.73,0.260874,0.042866
2017-05-28,2099.99,0.003453,159.91,23.5,0.286019,0.047356
2017-05-27,2272.7,0.003575,163.8,25.93,0.289678,0.05042
2017-05-26,2355,0.003302,181.51,29.64,0.279783,0.047098
2017-05-25,2432.97,0.003741,196.06,34.31,0.284548,0.045407
2017-05-24,2272.75,0.003873,169.95,31.06,0.294003,0.041507
2017-05-23,2123.29,0.003179,160.1,24.71,0.299413,0.039989
2017-05-22,2057,0.003251,148.78,25.92,0.29458,0.039294
2017-05-21,2058.91,0.003026,123.63,27.34,0.303448,0.040226
2017-05-20,1976.23,0.002867,125.14,27.55,0.333657,0.043069
2017-05-19,1899.16,0.002657,96.2,28.58,0.24659,0.034273
2017-05-18,1813.23,0.002623,86.88,25.3,0.205324,0.031009
2017-05-17,1777.48,0.002732,87.98,23.6,0.23207,0.037044
2017-05-16,1747.81,0.002579,91,25.61,0.229554,0.035364
2017-05-15,1799.99,0.002541,89.39,28.9,0.212549,0.033024
2017-05-14,1792.73,0.002424,88.42,29.09,0.271808,0.041065
2017-05-13,1695.61,0.002994,85.17,27.21,0.246065,0.040021
2017-05-12,1837.93,0.003659,88.3,30.69,0.29589,0.051364
2017-05-11,1794.99,0.003562,88.36,32.85,0.323368,0.0555
2017-05-10,1720.43,0.003405,86.58,33.2,0.317954,0.051003
2017-05-09,1713,0.003062,89.25,28.86,0.336201,0.060843
2017-05-08,1609.57,0.0019,93.82,30.62,0.351634,0.053888
2017-05-07,1585.39,0.001518,95.84,28.43,0.327801,0.049576
2017-05-06,1551.3,0.001508,91.93,26.33,0.364869,0.04627
2017-05-05,1563.39,0.001318,95.97,24.16,0.394132,0.048568
2017-05-04,1533,0.001059,81.29,22.01,0.349861,0.049368
2017-05-03,1471.99,0.001128,77.55,16.24,0.27072,0.043552
2017-05-02,1436.5,0.001274,79.35,16.47,0.220223,0.038648
2017-05-01,1384.55,0.001184,80.87,16.2,0.214878,0.037586
2017-04-30,1365.43,0.001183,70.4,16.34,0.206068,0.040706
2017-04-29,1353.34,0.001212,73.14,14.75,0.183135,0.036203
2017-04-28,1349.26,0.001239,63.67,14.98,0.186066,0.031376
2017-04-27,1298.44,0.001239,53.42,15.09,0.160074,0.027647
2017-04-26,1281.16,0.001521,50.31,15.53,0.198212,0.03988
2017-04-25,1257.29,0.001305,50.12,15.07,0.141763,0.043984
2017-04-24,1251.98,0.001169,48.96,15.38,0.101791,0.021343
2017-04-23,1247,0.00084,48.61,14.35,0.093551,0.010877
2017-04-22,1249.99,0.000744,48.37,12.12,0.078914,0.006628
2017-04-21,1236.15,0.000678,49.38,10.99,0.06049,0.005197
2017-04-20,1214.21,0.00061,47.78,10.21,0.053908,0.004834
2017-04-19,1201.94,0.000686,49.79,10.95,0.055115,0.005138
2017-04-18,1189.91,0.000746,47.94,11.15,0.051607,0.00484
2017-04-17,1177.99,0.000734,48.13,11.7,0.052868,0.004971
2017-04-16,1178.85,0.000678,48.94,11.69,0.044475,0.004551
2017-04-15,1173.74,0.000632,47.2,11.61,0.034816,0.00397
2017-04-14,1177.05,0.000544,49.77,11.05,0.032797,0.003835
2017-04-13,1214.17,0.000527,46.48,11.69,0.032346,0.003808
2017-04-12,1223.99,0.000515,43.83,9.71,0.031384,0.00384
2017-04-11,1210,0.000522,43.92,9.87,0.031278,0.003506
2017-04-10,1210.97,0.000464,43.92,9.26,0.03177,0.003506
2017-04-09,1184.5,0.000451,44.45,10.79,0.032779,0.003466
2017-04-08,1194,0.000443,42.32,9.89,0.029984,0.003368
2017-04-07,1192.3,0.000448,43.3,10.87,0.030173,0.003574
2017-04-06,1132.99,0.000459,44.78,13,0.033184,0.003706
2017-04-05,1143.99,0.000459,44.47,9.15,0.033655,0.003555
2017-04-04,1152.6,0.000454,44.25,8.61,0.033462,0.003737
2017-04-03,1113.99,0.000418,48.74,8.34,0.033955,0.003385
2017-04-02,1092,0.000426,50.71,7.61,0.033779,0.003128
2017-04-01,1088.99,0.000425,50.18,7.25,0.034383,0.00306
2017-03-31,1042.08,0.000414,51.87,7.89,0.034336,0.003036
2017-03-30,1043.27,0.00039,53.1,4.3,0.032952,0.002782
2017-03-29,1045.4,0.0004,50.3,4.2,0.033598,0.002788
2017-03-28,1042.08,0.000381,48.97,4.08,0.03402,0.002745
2017-03-27,973.08,0.000432,50.73,4.1,0.035849,0.00292
2017-03-26,963.72,0.000398,50.5,4.09,0.03632,0.002767
2017-03-25,934.87,0.00045,52.93,4.11,0.032665,0.002824
2017-03-24,1025.14,0.000442,42.99,3.96,0.035544,0.003131
2017-03-23,1034.57,0.000432,41.37,3.94,0.037455,0.003046
2017-03-22,1114.42,0.000427,42.36,4.04,0.033023,0.003124
2017-03-21,1044.96,0.000489,42.31,4.18,0.061159,0.004183
2017-03-20,1019.49,0.000335,43.21,3.93,0.021892,0.002631
2017-03-19,970,0.000328,34.03,4.02,0.020889,0.002356
2017-03-18,1069.57,0.000304,44.62,4.12,0.013276,0.002302
2017-03-17,1175.11,0.000272,45.96,4.31,0.010101,0.001973
2017-03-16,1263,0.000273,35.65,4.33,0.009514,0.002043
2017-03-15,1247.42,0.000254,28.69,4.19,0.009597,0.001892
2017-03-14,1245.5,0.000272,28.63,4.4,0.009545,0.002018
2017-03-13,1235.58,0.000298,23.39,3.94,0.009116,0.002016
2017-03-12,1188.11,0.000264,21.64,3.82,0.010518,0.002108
2017-03-11,1109.01,0.000242,19.2,3.8,0.010582,0.002251
2017-03-10,1197.3,0.000243,17.82,3.92,0.007301,0.001983
2017-03-09,1150.22,0.000246,16.68,3.86,0.006909,0.002187
2017-03-08,1237.36,0.000236,18.96,3.99,0.006975,0.001995
2017-03-07,1284.99,0.000235,19.68,4.1,0.006912,0.001916
2017-03-06,1278.98,0.000219,19.37,4.02,0.00671,0.001877
2017-03-05,1273.97,0.000223,18.65,4.04,0.006116,0.001957
2017-03-04,1292.86,0.000235,19.68,4.07,0.006394,0.00197
2017-03-03,1269.17,0.000243,19.27,4.04,0.006314,0.001953
2017-03-02,1230,0.000238,17.37,3.86,0.006381,0.001918
2017-03-01,1195.08,0.000247,16.4,3.85,0.006385,0.001965
2017-02-28,1195.81,0.000229,15.66,3.87,0.006255,0.001847
2017-02-27,1184.91,0.000211,14.74,3.89,0.006238,0.001788
2017-02-26,1158,0.000204,13.65,3.9,0.006227,0.001733
2017-02-25,1186.91,0.000211,13.2,3.95,0.006498,0.00179
2017-02-24,1186.9,0.000208,13.21,3.9,0.006509,0.001835
2017-02-23,1128.71,0.000209,12.75,3.89,0.006534,0.002011
2017-02-22,1128.29,0.00021,12.83,3.85,0.006057,0.001876
2017-02-21,1089.86,0.000206,12.61,3.81,0.006129,0.001738
2017-02-20,1059.88,0.000205,12.9,3.81,0.006299,0.001753
2017-02-19,1062.15,0.000211,12.89,3.84,0.006339,0.001763
