Date,BTC,BTT,DOGE,ETH,LTC,XRP,SOLVE,XLM,TRON,ZIL
2018-06-06,7655,,0.003027,607.6,121.87,0.537495,,,0.045096,
2018-06-05,7612.51,,0.002873,591.5,119.87,0.528216,,,0.042648,
2018-06-04,7487.37,,0.002895,618.63,125,0.534784,,,0.043215,
2018-06-03,7706.37,,0.002901,590.46,123.66,0.537707,,,0.04287,
2018-06-02,7636.42,,0.002944,578.89,119.88,0.561306,,,0.045417,
2018-06-01,7514.32,,0.002817,577.1,118.36,0.534663,,,0.041533,
2018-05-31,7485,,0.003089,557.22,117.18,0.562933,,,0.043982,
2018-05-30,7380.01,,0.003234,566.66,119.52,0.604066,,,0.048829,
2018-05-29,7460,,0.003182,511.33,111.24,0.588126,,,0.048003,
2018-05-28,7107.94,,0.003593,570.75,117.83,0.659755,,,0.057157,
2018-05-27,7346.64,,0.003659,584.99,118.33,0.674343,,,0.057577,
2018-05-26,7337.95,,0.003732,584.02,119.05,0.678128,,,0.058819,
2018-05-25,7459.11,,0.003787,603,122.99,0.674797,,,0.059408,
2018-05-24,7584.15,,0.003654,577.2,118.85,0.677015,,,0.060577,
2018-05-23,7505,,0.003532,640.5,128.11,0.661425,,,0.059179,
2018-05-22,7987.7,,0.00369,696.77,134.26,0.671205,,,0.061978,
2018-05-21,8393.44,,0.003558,714,139.38,0.643451,,,0.061184,
2018-05-20,8516.86,,0.003423,695.96,135,0.623364,,,0.058707,
2018-05-19,8235.6,,0.003398,694.5,136.3,0.612622,,,0.060541,
2018-05-18,8238.51,,0.003354,668.56,132.65,0.605817,,,0.062402,
2018-05-17,8059,,0.003437,707.45,139.36,0.601241,,,0.065009,
2018-05-16,8344,,0.003226,706.08,139.78,0.552299,,,0.060654,
2018-05-15,8477.46,,0.003424,726.9,147.32,0.607881,,,0.070601,
2018-05-14,8670,,0.003463,729.29,144.43,0.612708,,,0.073162,
2018-05-13,8686.1,,0.003514,684.66,142,0.611001,,,0.071279,
2018-05-12,8475,,0.003499,678.05,136.51,0.631997,,,0.073095,
2018-05-11,8403.33,,0.003591,723.51,148.18,0.599594,,,0.069848,
2018-05-10,9010.51,,0.003851,750,156.83,0.645567,,,0.074829,
2018-05-09,9300.08,,0.004271,746.99,158.98,0.681587,,,0.082378,
2018-05-08,9177.81,,0.004423,752.42,164.09,0.700244,,,0.077269,
2018-05-07,9353,,0.004286,784.28,171.07,0.676713,,,0.069144,
2018-05-06,9600,,0.004017,812,177.73,0.680294,,,0.069387,
2018-05-05,9800,,0.004188,783.01,168.2,0.66731,,,0.067437,
2018-05-04,9685,,0.004385,775.51,161,0.714081,,,0.071954,
2018-05-03,9725.74,,0.004515,685.02,150.8,0.698588,,,0.068566,
2018-05-02,9190.48,,0.00446,670.75,147.99,0.740898,,,0.072812,
2018-05-01,9072.29,,0.004329,669.81,148.32,0.745748,,,0.075613,
2018-04-30,9243.83,,0.004473,687.51,153.24,0.696735,,,0.068731,
2018-04-29,9389.01,,0.004362,682,151.82,0.684948,,,0.065933,
2018-04-28,9329.99,,0.00487,642.77,145.9,0.758237,,,0.073574,
2018-04-27,8922.55,,0.005093,661.13,153.1,0.802043,,,0.081006,
2018-04-26,9272.11,,0.005303,617.49,145,0.81397,,,0.083071,
2018-04-25,8865.98,,0.004817,703.38,164.72,0.832641,,,0.083086,
2018-04-24,9648,,0.00497,642.85,152.59,0.871424,,,0.084778,
2018-04-23,8931.3,,0.00518,621,146.59,0.905103,,,0.087102,
2018-04-22,8795.01,,0.005269,605.16,148.3,0.895442,,,0.08681,
2018-04-21,8915.42,,0.005641,617.17,155.71,0.884466,,,0.08734,
2018-04-20,8866.27,,0.005273,567.29,146.34,0.859094,,,0.091397,
2018-04-19,8274,,0.005144,525.89,140.49,0.841407,,,0.09336,
2018-04-18,8152.05,,0.00521,502.42,132.21,0.837938,,,0.093777,
2018-04-17,7892.1,,0.005459,511.28,128.63,0.872778,,,0.089145,
2018-04-16,8048.93,,0.005357,533.74,132.52,0.863804,,,0.081662,
2018-04-15,8355.25,,0.005422,502.4,126.42,0.813885,,,0.074037,
2018-04-14,8003.11,,0.005627,495.22,125.46,0.852414,,,0.074566,
2018-04-13,7893.19,,0.005093,493.41,129.53,0.800607,,,0.070015,
2018-04-12,7916,,0.0058,430.81,117.95,0.934781,,,0.07336,
2018-04-11,6942.99,,0.005482,415.45,114.16,0.876657,,,0.058546,
2018-04-10,6824.99,,0.005539,398.8,114.91,0.869995,,,0.05242,
2018-04-09,6771.13,,0.005413,399.9,117.67,0.873103,,,0.053677,
2018-04-08,7020.01,,0.005893,384.61,116.06,0.924465,,,0.053673,
2018-04-07,6894.01,,0.005824,370.32,112.93,0.791976,,,0.049392,
2018-04-06,6619.01,,0.005412,381.55,118.78,0.708932,,,0.047521,
2018-04-05,6785.85,,0.004744,378.43,118.24,0.656933,,,0.042116,
2018-04-04,6791.68,,0.004585,416.38,134.12,0.663297,,,0.041256,
2018-04-03,7424.9,,0.004571,384,119.1,0.682534,,,0.042971,
2018-04-02,7045.01,,0.00415,378.18,114.96,0.632184,,,0.040011,
2018-04-01,6816.01,,0.003995,394.54,116.28,0.638087,,,0.039006,
2018-03-31,6928.5,,0.003798,394.46,118.45,0.628737,,,0.039564,
2018-03-30,6848.01,,0.003396,383.29,114.53,0.539506,,,0.036271,
2018-03-29,7079.99,,0.003043,445.47,131.7,0.491931,,,0.036928,
2018-03-28,7942.72,,0.002763,449,134.64,0.491855,,,0.035756,
2018-03-27,7793.61,,0.002843,486.75,148.24,0.500398,,,0.037632,
2018-03-26,8145,,0.002802,522.55,160.18,0.487867,,,0.037064,
2018-03-25,8453,,0.00267,519.57,159,0.476431,,,0.036918,
2018-03-24,8531.34,,0.002714,543.04,168.64,0.495801,,,0.040014,
2018-03-23,8927.1,,0.00277,539.89,163.83,0.501631,,,0.030136,
2018-03-22,8715.09,,0.00298,559.98,168.69,0.558044,,,0.034801,
2018-03-21,8891.81,,0.002797,558,169.17,0.500688,,,0.035755,
2018-03-20,8900,,0.002719,555.55,161.33,0.485081,,,0.032152,
2018-03-19,8589.01,,0.002819,538,154,0.512353,,,0.033972,
2018-03-18,8192,,0.002763,549.79,152.66,0.509565,,,0.041277,
2018-03-17,7857.6,,0.002827,600.52,165.32,0.511511,,,0.043002,
2018-03-16,8275,,0.003141,610.99,164.21,0.578002,,,0.048817,
2018-03-15,8259.99,,0.003145,614.63,160.69,0.577917,,,0.043075,
2018-03-14,8207.02,,0.003289,690.39,175.5,0.599463,,,0.044378,
2018-03-13,9145.41,,0.003505,696.51,177.89,0.641875,,,0.045311,
2018-03-12,9120,,0.00359,719.79,188.33,0.641265,,,0.04978,
2018-03-11,9533.88,,0.00356,683.6,177.67,0.643174,,,0.041137,
2018-03-10,8795.44,,0.003528,728.46,186.33,0.662743,,,0.037924,
2018-03-09,9255,,0.003659,698.83,175.79,0.693664,,,0.037106,
2018-03-08,9304.89,,0.003651,751.38,186.42,0.709808,,,0.038112,
2018-03-07,9925,,0.00344,815.43,196.63,0.74908,,,0.032364,
2018-03-06,10700,,0.00319,848.83,210.71,0.658777,,,0.028621,
2018-03-05,11377.54,,0.003299,861.74,212.97,0.637856,,,0.028358,
2018-03-04,11469.9,,0.00351,854.34,210.4,0.68926,,,0.030119,
2018-03-03,11432.5,,0.003536,854.31,212,0.697269,,,0.030119,
2018-03-02,11000,,0.003524,868.74,209.2,0.701902,,,0.031056,
2018-03-01,10895.92,,0.00396,849.99,202.12,0.789711,,,0.035726,
2018-02-28,10307.27,,0.004032,870.98,215.15,0.801048,,,0.036132,
2018-02-27,10566.57,,0.00421,867.09,218.74,0.831122,,,0.038716,
2018-02-26,10300,,0.003973,841.96,218.77,0.796627,,,0.034928,
2018-02-25,9597.99,,0.004146,833.2,206.15,0.849761,,,0.036981,
2018-02-24,9688.62,,0.004025,854.01,206.52,0.825857,,,0.036425,
2018-02-23,10144.99,,0.004024,806,192.99,0.87121,,,0.038601,
2018-02-22,9830,,0.00461,840.34,210.23,0.922887,,,0.043958,
2018-02-21,10454.27,,0.005218,884.76,229.5,0.959368,,,0.046776,
2018-02-20,11235.57,,0.005502,939.01,222.1,1.01,,,0.047801,
2018-02-19,11140,,0.005301,912.41,214.5,0.907804,,,0.048918,
2018-02-18,10380.04,,0.005482,975,229.9,0.910144,,,0.052947,
2018-02-17,11121.5,,0.006215,936.02,228.24,0.928347,,,0.048847,
2018-02-16,10167.49,,0.006018,929.3,221.18,0.904583,,,0.04335,
2018-02-15,10031.23,,0.006291,920.27,211.86,0.947305,,,0.042731,
2018-02-14,9472.98,,0.006339,840.49,158.91,0.956859,,,0.041769,
2018-02-13,8520.01,,0.006142,864.4,161.5,0.943487,,,0.039883,
2018-02-12,8872.28,,0.006324,811.35,149.26,0.954402,,,0.040929,
2018-02-11,8072.99,,0.006648,849.47,155.08,0.998855,,,0.042875,
2018-02-10,8547.49,,0.006259,875.99,164.1,0.941788,,,0.040674,
2018-02-09,8671.01,,0.006581,812,149.1,1.02,,,0.04458,
2018-02-08,8218.1,,0.007094,750.04,137.8,1.09,,,0.046861,
2018-02-07,7575.75,,0.006697,783.83,141.5,1.14,,,0.051542,
2018-02-06,7688.46,,0.006424,693.54,124.98,1.12,,,0.049606,
2018-02-05,6905.19,,0.007049,826,147.5,1.2,,,0.054914,
2018-02-04,8167.9,,0.007034,969.4,160.97,1.14,,,0.052449,
2018-02-03,9240,,0.007347,911.99,130.69,1.15,,,0.046496,
2018-02-02,8787.52,,0.00673,1017.48,140.6,1.14,,,0.045936,
2018-02-01,9010.61,,0.005638,1105,161.9,1.03,,,0.043356,
2018-01-31,10099.99,,0.005472,1054.39,164.25,1.08,,,0.046116,
2018-01-30,9995,,0.004956,1162.27,179.57,1,,,0.042401,
2018-01-29,11123.01,,0.004989,1215.01,191.12,1.07,,,0.048699,
2018-01-28,11536,,0.005,1100,179.65,0.954428,,,0.047968,
2018-01-27,11319,,0.004566,1045.57,175.71,0.805263,,,0.036725,
2018-01-26,11086.89,,0.004297,1040,178.86,0.723895,,,0.032746,
2018-01-25,11118,,0.004361,1056.99,180.6,0.776393,,,0.036478,
2018-01-24,11356.79,,0.003533,984.03,178.27,0.691799,,,0.030161,
2018-01-23,10824.94,,0.004399,999.68,179.42,0.815703,,,0.037933,
2018-01-22,10766.7,,0.005164,1047.13,191.25,0.924043,,,0.044472,
2018-01-21,11518.16,,0.004475,1150.02,210.91,0.884784,,,0.040799,
2018-01-20,12762.8,,0.005029,1037.45,192.5,0.96253,,,0.046227,
2018-01-19,11498.99,,0.00601,1025.78,192.6,1.16,,,0.054454,
2018-01-18,11305.53,,0.006024,1028.06,189,1.14,,,0.053761,
2018-01-17,11200.01,,0.006967,1080,193.26,1.32,,,0.064001,
2018-01-16,11570.01,,0.007465,1278.63,232.51,1.4,,,0.065495,
2018-01-15,13590,,0.007373,1365.46,237.89,1.22,,,0.068422,
2018-01-14,13656.23,,0.007237,1386.02,258,1.22,,,0.06663,
2018-01-13,14187.95,,0.007667,1260,235.52,1.31,,,0.068766,
2018-01-12,13820,,0.007083,1137.01,226.91,1.36,,,0.070421,
2018-01-11,13308.06,,0.006673,1246.95,248.8,1.34,,,0.068572,
2018-01-10,14875.18,,0.006734,1290.01,246.89,1.36,,,0.071412,
2018-01-09,14480.99,,0.007131,1137.01,255.21,1.38,,,0.071186,
2018-01-08,14993.74,,0.008448,1118.3,272.06,1.58,,,0.085201,
2018-01-07,16174.22,,0.007871,1006.68,279.42,1.55,,,0.080499,
2018-01-06,17099,,0.007969,969.27,246.23,1.6,,,0.083179,
2018-01-05,16960.01,,0.007648,949,238.91,1.31,,,0.075623,
2018-01-04,15144.99,,0.006822,938.31,244.99,1.18,,,0.054488,
2018-01-03,15098.14,,0.009857,865,253.31,1.68,,,0.075694,
2018-01-02,14781.51,,0.011684,759.03,225.22,1.86,,,0.084782,
2018-01-01,13480.01,,0.013023,741.27,227.17,2.02,,,0.103035,
2017-12-31,13863.13,,0.013056,710.58,216.03,2.04,,,0.108858,
2017-12-30,12839.99,,0.011469,748.89,245.79,1.95,,,0.10908,
2017-12-29,14565.05,,0.013102,719.5,251.18,1.97,,,0.129553,
2017-12-28,14450.01,,0.01342,739.99,264.4,2.1,,,0.124782,
2017-12-27,15367.08,,0.015045,755.07,280.1,2.46,,,0.151993,
2017-12-26,15790.88,,0.017088,740.5,273.52,3.38,,,0.199655,
2017-12-25,14171.98,,0.014863,697.04,278.81,3.09,,,0.174797,
2017-12-24,14221.94,,0.012167,732.8,293.03,3.05,,,0.220555,
2017-12-23,15065.51,,0.009644,682.11,267.79,3.2,,,0.207974,
2017-12-22,14210.57,,0.00932,796.98,311,3.11,,,0.094703,
2017-12-21,15758.8,,0.009145,802.86,305.59,2.48,,,0.078682,
2017-12-20,16496.9,,0.008909,826.65,350.79,2.39,,,0.051695,
2017-12-19,17838.73,,0.008972,785.65,359.4,2.3,,,0.044752,
2017-12-18,19039,,0.00786,732.18,324.74,2.16,,,0.036413,
2017-12-17,19378.99,,0.009391,704.27,306.86,2.21,,,0.036348,
2017-12-16,19650,,0.008486,693.5,303.79,1.43,,,0.041974,
2017-12-15,17738.67,,0.008872,705.01,283.8,1.4,,,0.036831,
2017-12-14,16749.79,,0.009411,711.94,312.89,1.19,,,0.037832,
2017-12-13,16689.61,,0.008931,686.82,352.08,1.12,,,0.035177,
2017-12-12,17730.12,,0.008582,518,218.6,1.04,,,0.036209,
2017-12-11,16885.75,,0.007259,447.71,150.99,1.17,,,0.051791,
2017-12-10,15290.01,,0.006054,485.04,160.95,1.14,,,0.039074,
2017-12-09,15309.98,,0.007425,463.45,128.97,1.19,,,0.045969,
2017-12-08,16367.03,,0.006661,433.28,97.96,0.775964,,,0.048883,
2017-12-07,17390.01,,0.005666,432.49,100.01,0.791257,,,0.046848,
2017-12-06,14090,,0.006433,457.3,101.01,0.778407,,,0.044589,
2017-12-05,11718.35,,0.005984,468.22,104.28,0.728366,,,0.03619,
2017-12-04,11643.98,,0.005933,464.76,101.2,0.758642,,,0.036271,
2017-12-03,11290,,0.003762,460.34,99.65,0.756181,,,0.018434,
2017-12-02,10930.23,,0.003709,463.82,100.16,0.864263,,,0.01769,
2017-12-01,10869.84,,0.003461,434.03,85.82,0.471063,,,0.01646,
2017-11-30,9903,,0.003304,434.01,86.7,0.373541,,,0.007613,
2017-11-29,9935.98,,0.002798,468.52,94.49,0.251691,,,0.005282,
2017-11-28,9949,,0.002547,477.53,91.38,0.237333,,,0.004408,
2017-11-27,9768.71,,0.002617,473.99,86.62,0.244708,,,0.004473,
2017-11-26,9401.11,,0.002779,466.77,89.13,0.252125,,,0.004394,
2017-11-25,8795.5,,0.00272,470.98,77.54,0.222823,,,0.004275,
2017-11-24,8215.01,,0.002663,406.61,73.3,0.232544,,,0.003055,
2017-11-23,8031.16,,0.002479,381.73,72.31,0.246101,,,0.002085,
2017-11-22,8250,,0.002463,361.51,70,0.253571,,,0.002144,
2017-11-21,8109,,0.002223,368.24,72.62,0.252558,,,0.002116,
2017-11-20,8256.01,,0.002149,354.59,71.7,0.255492,,,0.002073,
2017-11-19,8031.82,,0.002148,346.6,69.35,0.255699,,,0.002118,
2017-11-18,7777.01,,0.002079,332.31,67.5,0.250878,,,0.002244,
2017-11-17,7714.71,,0.00208,330.21,70.56,0.243064,,,0.002068,
2017-11-16,7838.53,,0.002363,331.81,63.3,0.299152,,,0.002308,
2017-11-15,7294,,0.001988,335.04,62.33,0.253927,,,0.002062,
2017-11-14,6605,,0.002026,315.56,61.24,0.248818,,,0.002138,
2017-11-13,6535.87,,0.002072,307.1,58.81,0.252393,,,0.002048,
2017-11-12,5886.35,,0.001908,315.69,62.49,0.244642,,,0.002025,
2017-11-11,6346.7,,0.001891,298.04,59.32,0.242402,,,0.002105,
2017-11-10,6577.63,,0.001823,320.72,64.4,0.238859,,,0.002302,
2017-11-09,7156,,0.001389,307.91,62.46,0.233271,,,0.002143,
2017-11-08,7467.96,,0.001394,292.42,60.61,0.238759,,,0.002134,
2017-11-07,7126.63,,0.001376,297.32,54.6,0.231016,,,0.002002,
2017-11-06,6969.76,,0.001373,296.57,54.67,0.228627,,,0.002028,
2017-11-05,7392,,0.001313,301.66,55.09,0.226581,,,0.001984,
2017-11-04,7412.55,,0.00139,306,56.19,0.227107,,,0.002209,
2017-11-03,7170.01,,0.001339,285.4,54.35,0.212956,,,0.002322,
2017-11-02,7039.99,,0.001184,290.82,53,0.209825,,,0.002485,
2017-11-01,6783.69,,0.001211,303.51,55.41,0.203442,,,0.002112,
2017-10-31,6445.01,,0.001038,306.87,56.4,0.197339,,,0.001783,
2017-10-30,6124.16,,0.001201,303.38,56.59,0.21043,,,0.002003,
2017-10-29,6140.01,,0.001163,295.11,54.52,0.206483,,,0.002013,
2017-10-28,5752.01,,0.001415,297.59,55.24,0.217488,,,0.002344,
2017-10-27,5780,,0.001222,295.98,55.56,0.217437,,,0.002338,
2017-10-26,5891.61,,0.001177,296.76,56.36,0.210354,,,0.002184,
2017-10-25,5739.97,,0.001154,296.99,55.61,0.20599,,,0.002125,
2017-10-24,5525.43,,0.001182,285.83,54.76,0.202055,,,0.002219,
2017-10-23,5905.99,,0.001189,295.14,56.75,0.20375,,,0.002128,
2017-10-22,6005.05,,0.001121,300,58.14,0.208133,,,0.002227,
2017-10-21,6024.86,,0.001151,303.15,60.12,0.205861,,,0.002312,
2017-10-20,5989.1,,0.001138,308.02,59.84,0.194124,,,0.00251,
2017-10-19,5704.01,,0.001124,313.59,60.67,0.200558,,,0.002814,
2017-10-18,5574.44,,0.001151,316.37,59.19,0.202711,,,0.002784,
2017-10-17,5594,,0.001173,334.36,64.72,0.202785,,,0.002956,
2017-10-16,5754.9,,0.001037,336.89,65.51,0.201835,,,0.002999,
2017-10-15,5693.7,,0.001052,338.37,63.94,0.202785,,,0.003051,
2017-10-14,5819.13,,0.001051,335.89,58.9,0.203628,,,0.002841,
2017-10-13,5624.8,,0.001056,302.12,59.58,0.204604,,,0.003033,
2017-10-12,5440,,0.001092,302,50.81,0.206644,,,0.002632,
2017-10-11,4814.99,,0.001016,297.99,50.4,0.196928,,,0.002428,
2017-10-10,4750,,0.001023,297,50.04,0.204177,,,0.002583,
2017-10-09,4769.55,,0.001007,309.2,53.27,0.211016,,,0.002298,
2017-10-08,4603.49,,0.00105,311.12,52.57,0.210549,,,0.001942,
2017-10-07,4425,,0.001064,307.73,52.12,0.21515,,,0.001915,
2017-10-06,4362.99,,0.001047,294.89,51.67,0.21852,,,0.002095,
2017-10-05,4320.04,,0.001067,292,51.16,0.232064,,,0.001944,
2017-10-04,4214.84,,0.001164,292.36,52.15,0.256232,,,0.002156,
2017-10-03,4307.99,,0.001106,296.72,53.37,0.263983,,,0.002286,
2017-10-02,4392.71,,0.00111,303.25,54.69,0.25732,,,0.002394,
2017-10-01,4394.81,,0.001066,301.57,55.26,0.260489,,,0.002113,
2017-09-30,4339,,0.001062,291.88,52.62,0.248414,,,0.002345,
2017-09-29,4156.99,,0.001046,302.33,54.87,0.264439,,,0.00247,
2017-09-28,4189.42,,0.001036,309.85,56.88,0.260733,,,0.002225,
2017-09-27,4200,,0.000991,288.77,52.34,0.251825,,,0.002181,
2017-09-26,3885.09,,0.001056,294.41,52.22,0.279944,,,0.00253,
2017-09-25,3919.78,,0.001066,283.21,47.7,0.23861,,,0.002459,
2017-09-24,3669.01,,0.001056,286.03,49.41,0.234039,,,0.002996,
2017-09-23,3787.33,,0.001001,263.88,47.81,0.237016,,,0.00332,
2017-09-22,3619.01,,0.001024,258.11,46.61,0.214774,,,0.00325,
2017-09-21,3617.47,,0.001108,283.55,51.57,0.203318,,,0.002447,
2017-09-20,3867.05,,0.001085,282.8,52.95,0.202676,,,0.002803,
2017-09-19,3910.11,,0.001084,298,56.3,0.206532,,,0.001848,
2017-09-18,4100,,0.001145,259.66,51.37,0.197529,,,0.002261,
2017-09-17,3719.97,,0.001082,255.84,52.47,0.193606,,,0.001983,
2017-09-16,3726.51,,0.00108,260.88,52.29,0.196131,,,0.002906,
2017-09-15,3740.02,,0.001173,223.85,45.42,0.203299,,,0.002561,
2017-09-14,3250.4,,0.001151,275.71,61.8,0.186119,,,0.001738,
2017-09-13,3855.32,,0.001141,294.5,66,0.181487,,,0.001777,
2017-09-12,4164.52,,0.000892,298.47,68.28,0.175787,,,0.002246,
2017-09-11,4210.72,,0.000954,300.33,67.44,0.177882,,,0.002346,
2017-09-10,4251.36,,0.000772,304.99,71.27,0.17351,,,0.001951,
2017-09-09,4334.36,,0.000755,307.96,73.7,0.171754,,,0.002079,
2017-09-08,4350,,0.000862,335.56,80.23,0.182078,,,0.002647,
2017-09-07,4624.18,,0.00089,339.38,81.47,0.184041,,,0.002291,
2017-09-06,4616.18,,0.000947,320.08,74.19,0.189768,,,0.003263,
2017-09-05,4432.51,,0.000853,316.86,71.25,0.178393,,,0.00332,
2017-09-04,4498.25,,0.000867,353.06,79.44,0.179082,,,0.001831,
2017-09-03,4626.05,,0.000865,354.87,79.84,0.181358,,,0.001801,
2017-09-02,4649.99,,0.000854,392.87,89.23,0.164167,,,0.001427,
2017-09-01,4947.99,,0.001398,389.2,73.23,0.200778,,,0.001988,
2017-08-31,4743.94,,0.00144,384.1,66.12,0.209303,,,,
2017-08-30,4581.98,,0.001463,372.48,63.75,0.214441,,,,
2017-08-29,4599,,0.001395,347.54,62.38,0.213031,,,,
2017-08-28,4384.99,,0.001568,348.2,61.56,0.209995,,,,
2017-08-27,4340.11,,0.001596,332.99,51.55,0.211518,,,,
2017-08-26,4344.32,,0.001928,330.14,51.11,0.22364,,,,
2017-08-25,4360,,0.002019,324.56,51.09,0.226186,,,,
2017-08-24,4312.03,,0.001908,317.5,53.31,0.215189,,,,
2017-08-23,4143.49,,0.001786,314.19,46.43,0.204968,,,,
2017-08-22,4092,,0.002153,322,47.99,0.228811,,,,
2017-08-21,4002,,0.002226,297.79,45.57,0.226669,,,,
2017-08-20,4050.99,,0.002543,293.58,45.18,0.248479,,,,
2017-08-19,4157.41,,0.002064,292.87,46.69,0.25563,,,,
2017-08-18,4101.72,,0.002105,300.67,43.88,0.228006,,,,
2017-08-17,4280.01,,0.001867,300.45,43.8,0.218564,,,,
2017-08-16,4370.01,,0.001825,286.71,43.1,0.224508,,,,
2017-08-15,4159.93,,0.00176,299.16,45.59,0.202995,,,,
2017-08-14,4320.6,,0.001778,296.66,45.22,0.212577,,,,
2017-08-13,4060.47,,0.00179,308.35,46.33,0.217828,,,,
2017-08-12,3874,,0.001816,309.65,47.08,0.218958,,,,
2017-08-11,3656.15,,0.001732,300.51,47.2,0.246827,,,,
2017-08-10,3444.98,,0.001716,295.26,47.69,0.239286,,,,
2017-08-09,3342.8,,0.001712,295.95,49.06,0.191918,,,,
2017-08-08,3422.43,,0.001707,269.9,45.99,0.158735,,,,
2017-08-07,3398.23,,0.001678,263.96,45.33,0.155057,,,,
2017-08-06,3222.22,,0.001678,251.85,45.85,0.158883,,,,
2017-08-05,3243.49,,0.00171,220.72,43.07,0.157498,,,,
2017-08-04,2857.34,,0.001774,224,42.49,0.160431,,,,
2017-08-03,2787.02,,0.001738,217.92,41.82,0.161221,,,,
2017-08-02,2699.9,,0.001762,225.73,43.18,0.169991,,,,
2017-08-01,2732.59,,0.001807,200.82,42.27,0.168092,,,,
2017-07-31,2856.88,,0.001856,196.95,40.82,0.173853,,,,
2017-07-30,2723.99,,0.00188,205.9,41.01,0.179307,,,,
2017-07-29,2700.21,,0.001896,190.72,40.35,0.180399,,,,
2017-07-28,2786.07,,0.001937,202.94,41.87,0.182947,,,,
2017-07-27,2664.99,,0.001961,203.23,41.99,0.192586,,,,
2017-07-26,2525.99,,0.001949,203.78,42.21,0.179021,,,,
2017-07-25,2564,,0.001909,225.96,45.01,0.180444,,,,
2017-07-24,2762.26,,0.002087,228.31,45.23,0.184737,,,,
2017-07-23,2754.28,,0.00182,230.69,46.7,0.173743,,,,
2017-07-22,2825.27,,0.001795,216.6,45.4,0.174612,,,,
2017-07-21,2657.45,,0.001788,226.06,44.72,0.173113,,,,
2017-07-20,2873.48,,0.001792,194.73,40.19,0.177053,,,,
2017-07-19,2258.99,,0.001718,227.01,43.5,0.167386,,,,
2017-07-18,2308.15,,0.001719,190.87,42.36,0.165082,,,,
2017-07-17,2235.19,,0.001768,155.68,40.69,0.169871,,,,
2017-07-16,1910.86,,0.001782,167.72,38.14,0.165937,,,,
2017-07-15,1964.31,,0.001856,197.23,42.78,0.173457,,,,
2017-07-14,2217.24,,0.00181,205,45.48,0.173822,,,,
2017-07-13,2340,,0.001773,224.04,47,0.178104,,,,
2017-07-12,2383.42,,0.00198,190.57,43.92,0.192002,,,,
2017-07-11,2310.01,,0.001972,202.86,44.74,0.195058,,,,
2017-07-10,2331.05,,0.002095,238.81,48.76,0.19332,,,,
2017-07-09,2508.99,,0.001936,246.64,51.27,0.182608,,,,
2017-07-08,2561.11,,0.001935,241.28,46.21,0.188295,,,,
2017-07-07,2501.15,,0.001689,266.01,51.2,0.168388,,,,
2017-07-06,2604.84,,0.001864,266.27,53.4,0.188718,,,,
2017-07-05,2616.96,,0.00152,269.2,54.89,0.177889,,,,
2017-07-04,2602,,0.001307,276.37,45.51,0.148056,,,,
2017-07-03,2542.41,,0.001484,285,41.59,0.170589,,,,
2017-07-02,2516.66,,0.001681,263.12,38.37,0.190769,,,,
2017-07-01,2423.63,,0.001823,280.04,39.49,0.200809,,,,
2017-06-30,2455.19,,0.001938,292.95,40.2,0.205354,,,,
2017-06-29,2530,,0.001779,315.32,42,0.185019,,,,
2017-06-28,2553.25,,0.001952,287.23,40.5,0.203165,,,,
2017-06-27,2575.75,,0.00233,252.01,38.15,0.233416,,,,
2017-06-26,2407.91,,0.00244,278.49,40.8,0.236134,,,,
2017-06-25,2505.61,,0.002397,304.5,43.05,0.23948,,,,
2017-06-24,2574.84,,0.002636,326.99,46.03,0.254641,,,,
2017-06-23,2690.76,,0.002714,320.02,45.98,0.256523,,,,
2017-06-22,2679.99,,0.002518,325.41,44,0.254709,,,,
2017-06-21,2643.35,,0.002533,350.94,45.63,0.259959,,,,
2017-06-20,2725.08,,0.002481,358.71,47.63,0.259449,,,,
2017-06-19,2596.98,,0.002645,351.85,43.66,0.254744,,,,
2017-06-18,2515.25,,0.002602,368.98,46.01,0.26293,,,,
2017-06-17,2634.94,,0.002656,354.26,33.89,0.265421,,,,
2017-06-16,2480.43,,0.002793,343.71,28.97,0.280455,,,,
2017-06-15,2409.98,,0.002623,341.7,28.81,0.276306,,,,
2017-06-14,2432.21,,0.00275,388,30.32,0.277288,,,,
2017-06-13,2709.01,,0.002961,397.37,29.06,0.298423,,,,
2017-06-12,2655.71,,0.003135,343.01,34.04,0.31111,,,,
2017-06-11,2998.98,,0.003143,340.2,30.13,0.319978,,,,
2017-06-10,2932.44,,0.003104,279.38,29.56,0.297848,,,,
2017-06-09,2811.39,,0.003125,258.64,30.08,0.296366,,,,
2017-06-08,2799.73,,0.003218,255.68,28.6,0.324427,,,,
2017-06-07,2685.64,,0.003141,264.58,30.1,0.296068,,,,
2017-06-06,2871.29,,0.00323,248,30.7,0.2846,,,,
2017-06-05,2698,,0.003322,245.5,27.79,0.268351,,,,
2017-06-04,2521.36,,0.003163,224.95,27.4,0.262068,,,,
2017-06-03,2548.05,,0.003043,222.04,27.9,0.259266,,,,
2017-06-02,2478.99,,0.003092,221.91,27.74,0.278447,,,,
2017-06-01,2419.99,,0.003313,229.14,25.88,0.266153,,,,
2017-05-31,2303.29,,0.003253,228.69,24.11,0.253964,,,,
2017-05-30,2191.58,,0.003601,194.82,25.77,0.272759,,,,
2017-05-29,2279.48,,0.003313,175.48,24.73,0.260874,,,,
