id,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,fraud
200,17.51668524,12.49780714,10.32964459,9.990914963,-15.05797991,3.071019518,1.358261716,-19.5940602,-27.97740545,-1.712630069,0
201,-6.856211878,-4.051121196,-4.610419429,6.823462867,0.087048423,-5.234484582,6.190089443,8.417535587,-15.31764634,-0.831379934,0
202,13.65293028,5.358422886,0.952660396,-4.733691084,-9.433977002,-3.993833873,-11.83798083,20.49336779,-1.932690153,1.692225175,0
203,-4.184069842,5.628721083,-6.370935435,-15.13761261,15.78664779,3.905921047,10.5748104,2.726995699,-4.505802737,-9.096484891,0
204,3.296327488,-0.823421901,-6.573878663,-8.219234405,17.83728193,-7.070317687,-0.666173141,23.86120582,-7.241775535,1.150785458,0
205,4.876661229,-8.245888487,5.266847893,-6.404413422,7.426473297,-5.122562961,0.791620755,-4.805069488,-10.3420626,-7.127047804,0
206,-1.992209095,-4.908592756,-9.776890324,-8.203002609,-3.08410992,-3.586311174,2.337056762,1.694668986,-12.65419647,3.152520815,0
207,-5.387527192,6.070280818,-10.50718611,-0.32052581,-1.736296344,3.345635929,-3.402342545,7.658196628,12.83332824,-3.874851547,0
208,8.856235104,-3.538233995,-7.46828849,18.08669809,14.27259282,1.905196163,-1.774243425,-5.424891426,6.89776224,4.281727897,0
209,2.069127705,-2.669570902,-11.08596772,-9.938879124,11.79638585,-7.715337109,0.457699218,-1.881810754,-1.646886557,-5.901813446,0
210,-1.029896613,1.308619277,1.656725224,3.426744414,-12.58390019,-9.032187031,4.233086621,-15.5990609,-1.723645606,-7.733162026,0
211,-9.047331058,-3.71735111,4.623565938,9.275782202,-25.994723,1.52278971,2.565731205,-20.36754898,5.758098134,-17.36600117,0
212,6.355830668,8.18135058,2.259403209,1.687831015,-13.53279208,1.976163675,7.92554937,-11.99217382,1.40605929,2.243148062,0
213,-12.9505354,10.24239179,-9.494881456,-4.494744418,-12.10694688,-3.097028653,6.619549089,22.33265411,6.649907218,-3.778126508,0
214,-5.797258985,2.508963203,9.49237489,1.236790453,9.553481526,-6.986606087,3.940193276,6.174670367,-11.72965077,2.722513678,0
215,-2.96974588,11.65219365,4.168450876,-1.479131099,-22.49326918,-4.971846888,8.002427534,-15.12385038,-11.63954109,0.072043975,0
216,-5.639579587,1.434393011,8.567207172,-3.654820701,12.80961493,-5.996542781,-3.94836585,-0.979911795,1.432381181,0.508862527,0
217,1.09612621,-0.27933447,-4.488161937,-3.715562463,2.609745379,-0.999137669,5.726044727,-11.68440268,8.750462233,0.070594745,0
218,4.264290098,6.931389035,-3.352949966,15.71522951,-15.85161896,-2.220274736,-4.81270428,16.78025697,-8.354363025,11.43201468,0
219,-1.965944332,2.532374006,-5.68042,-5.197981834,-3.555404644,4.313401521,1.049305486,16.85482161,-0.461911488,-3.851643586,0
220,-12.30017699,15.5591751,1.875866668,-9.719672455,-7.974459702,-2.895033849,1.423841577,-3.550665309,12.04060392,-12.48325625,0
221,1.222688205,10.85964577,-19.40505422,-2.507394551,-9.637280881,-0.867060345,-1.431850282,-0.223844662,4.722591062,5.374858156,0
222,-2.909718026,8.362598891,3.700231685,-10.52099399,-8.103951835,-4.66680959,-5.553432548,-5.652351686,-4.692731654,1.080793188,0
223,9.673084743,-3.167217943,16.3362241,13.51257956,3.876088579,-1.753300835,3.646834244,-21.86932607,-4.682940919,2.483098036,0
224,-1.140799691,13.40275355,-6.587051985,8.515807389,-8.202963193,2.095257876,-10.02887598,-2.717838598,2.554713577,-2.327195112,0
225,6.761141272,-5.140365319,-13.12468088,7.845966167,-7.700436411,-0.576909796,7.158248944,-6.286757968,-2.261186696,6.959459683,0
226,13.17142986,-2.6177439,-5.750182326,-0.098431419,-4.657395547,-0.234876843,1.750725895,7.960644849,0.449557563,-9.891877668,0
227,0.202091288,7.317578679,-0.328368657,0.714818613,-13.42350555,3.19576012,-3.13590077,-4.237635362,3.947083974,7.982995816,0
228,-5.851229814,-1.535886655,-3.431976239,16.83648725,-6.491041254,4.757772559,4.696587523,0.365248615,-5.445771643,-13.60227418,0
229,3.644952099,-0.885915486,9.75038329,14.73731725,1.869537391,1.670507637,11.06322516,-9.884395929,-0.695563717,6.070885452,0
230,-5.729710059,-3.417693499,7.618319939,0.407378882,-12.75492175,-2.865639057,0.238356709,7.68746344,-6.5404171,7.953723276,0
231,-2.281451535,-4.441422408,8.796961153,-7.05316152,-6.896874919,5.411679443,-1.111360397,5.990967084,23.03463708,3.796155605,0
232,-6.83858544,5.959169903,2.757100551,4.080870074,4.101827099,-1.666559405,-1.146632665,3.472511198,-1.581209558,3.711130892,0
233,11.36527963,7.082622171,-2.493734941,4.145313785,14.21185447,-0.368116401,2.322735566,-0.30522055,-2.241703231,-5.792379663,0
234,-8.407733329,10.38913328,11.67097713,2.955502631,-0.01891039,4.047385215,10.94809295,-25.03375711,4.41567741,-1.350899522,0
235,8.914184021,4.218546753,1.786644988,-4.102488132,-8.380022927,1.61157062,-3.405093734,-25.75806738,9.584870912,5.821972656,0
236,-1.862607308,14.34230351,-0.706741004,-15.75577836,3.693110543,-2.392753224,6.688475837,-14.88529867,12.41272968,-11.68620543,0
237,0.617179649,-1.843278285,3.002115598,-3.958267702,-7.875079785,1.469243807,6.047252577,12.63795972,-13.78226946,6.856265609,0
238,-8.860467873,6.857020382,3.880863358,-12.78282271,23.67706064,2.947178706,-11.55881405,-1.169598722,11.00519079,2.480389883,0
239,-12.6885918,2.37250134,-2.911428777,-11.48973072,6.180791444,9.23940378,-2.963520266,2.247444529,14.72670009,-5.162644121,0
240,0.357603371,-10.83053015,2.287738802,-13.73565924,-10.55358794,-1.031001392,-0.512260263,-11.97191843,17.04416187,6.477985456,0
241,8.282181507,11.90257894,-1.193928906,-4.081873422,7.760554942,4.60563959,9.535346132,-4.36197272,8.440049621,-9.108728882,0
242,-4.934151702,5.499388692,-10.74411281,-9.677280402,-6.087482304,-0.78809364,-7.353914516,-17.27000347,15.01172896,-12.67765309,0
243,-12.86136268,-0.10584858,-2.544505748,8.783036377,6.37061021,-4.23404638,4.732110436,22.17669193,-22.78430595,5.229529691,0
244,2.921053697,-2.161806335,1.819776326,-0.080824871,-11.32258911,0.767551109,-5.749953729,11.32641455,11.09330558,-6.23512811,0
245,3.351109562,4.52414229,-10.36646,4.876860536,8.487331876,3.181630743,-2.657490987,11.38160569,2.083910794,-5.96736787,0
246,-10.64687428,8.79426384,9.916937941,3.189644391,15.30488852,4.631056233,5.381929535,-16.36889574,6.937761289,3.634861687,0
247,3.009247946,-4.128291478,-14.68121937,1.059896977,-2.624316825,-1.619732127,-0.262341788,-22.58666278,0.149663353,-11.57099037,0
248,4.646285338,9.483642433,-7.15653724,6.799549319,-15.05426485,3.876975781,-1.841873594,-8.696162075,9.631246859,-4.701915494,0
249,-7.644450584,3.669390803,-9.383474801,-1.730582983,21.40283058,-4.189239959,-10.17123703,1.327339396,11.14177771,-2.2133241,0
250,11.41195802,5.667818112,-2.181820542,4.362820028,-4.566520352,-6.166523949,-6.94149508,10.75831949,-3.307388099,9.404991084,0
251,-1.702538414,-14.63982604,-10.31341714,-4.949644552,-26.46355612,-0.558097193,-1.616623651,6.058698663,-12.3379154,3.247893531,0
252,-1.611438372,-5.666704884,7.93783795,4.745244661,-0.11927548,-0.846697249,-6.68751383,1.862207732,2.746560862,-7.780607033,0
253,-1.75473965,-6.368710563,-0.251937981,-13.64753113,10.01123138,2.87867388,8.796889198,12.09521027,-3.893994016,-3.429193692,0
254,-4.236469319,-6.396894798,-16.52230286,-8.422461296,3.186874993,8.543708567,-13.66794665,18.61157689,-2.448615474,-8.083853966,0
255,2.155531965,12.50023112,5.813477653,6.593184303,7.84633504,-3.793407582,-8.071162991,5.826713548,1.387529619,3.026745188,0
256,-2.86237195,3.704956802,-3.155508238,-9.472034893,-10.87376181,-1.711097997,1.700394299,-20.02771799,-7.892993781,4.590142686,0
257,-2.427504885,-4.019156373,-0.417794385,18.58484891,-0.974267306,4.790878005,1.904067466,13.09441495,-1.202740859,-15.60251984,0
258,9.963027413,-9.191406337,-0.765891964,-2.690962244,-4.368596077,-2.109161213,-0.71447105,-5.014171553,-4.113625065,-5.435841474,0
259,4.232382842,-3.138345052,-3.82457642,-1.454381987,5.438673838,-2.503525847,-2.753565136,10.18327378,-1.0175755,2.368394978,0
260,-5.46810735,-7.667820722,-10.07370689,-0.488965374,-8.775212565,0.587338359,5.903571518,-14.34547965,3.316395803,5.753264274,0
261,15.05854334,-3.049375464,-1.59732881,4.61389445,2.646070551,-3.785304746,8.768196328,-8.37238977,3.921268456,8.276070969,0
262,3.5656788,-5.535829163,7.136518672,6.474112415,10.19392637,5.853738796,1.818533371,5.957863483,16.97745614,-5.950553735,0
263,0.802813687,1.225948946,2.318431737,0.919246606,0.076591603,0.806548155,-9.369839561,9.542471381,7.221988073,4.871562146,0
264,-16.82776734,0.367555797,-0.190429574,-0.223567372,-6.124317369,0.75177476,-10.54257247,5.519327282,-1.251964928,-17.10290158,0
265,8.572005816,-5.518330015,-4.119702992,6.62019776,-20.80629367,-3.411318286,8.040382618,-13.40565144,0.620999221,3.509084472,0
266,2.238311651,-5.63985568,0.648689124,-18.46931648,1.233854886,-3.927710312,-6.164104764,9.113085601,-0.450235218,-3.839811374,0
267,0.236361959,-12.51487857,8.631174959,-0.502678547,-5.558199213,-8.480853723,-1.890212688,7.129866292,-4.678365755,-5.699524731,0
268,-11.39445194,6.657419812,4.841094345,-5.433732587,-0.978814096,-7.13580507,6.774563959,19.40323182,-5.617562223,-7.746725575,0
269,3.624856465,-6.948501149,-4.323329341,2.4069077,7.822886944,-0.262261964,7.153124018,-6.096933936,11.9745482,4.447333252,0
270,-10.81924969,-3.569072836,-0.727489601,7.187715569,-2.302437438,-5.327841285,-0.202291686,0.668881131,10.86618974,-7.743381553,0
271,-11.78853024,-1.557119956,-10.15692466,-9.077957446,5.934309362,0.600071542,-6.348780017,-10.71900359,-17.95344514,6.356482712,0
272,0.020138378,9.92245542,-5.460415341,-17.40386293,-4.232869759,-0.309808055,14.66475218,-1.417403342,11.92456655,-8.017734287,0
273,-4.042943022,3.125511221,-8.449210076,-15.80748869,21.67429747,4.580059504,-5.341413642,11.8371337,-17.28696826,6.861548654,0
274,-7.93057549,-4.961476943,-1.017768621,10.11425273,-7.200613559,-1.528901109,-6.904923505,-2.871931874,-16.41729816,-9.171555474,0
275,14.15927301,0.955943506,10.68250262,-4.397345926,-0.580790067,-0.451464473,-5.149666209,10.0559977,-4.113319254,12.62978693,0
276,-5.277379529,-3.080670171,-10.70086119,-6.888628746,15.50656437,0.015118666,-2.528447549,9.203989766,-8.585430405,-2.763869164,0
277,1.901804608,2.739399772,4.061747694,-8.301069335,-11.87639052,3.147361349,-10.98353383,9.380437345,-11.76302552,-0.605676168,0
278,1.142563675,-2.222152948,-0.207265314,-0.472501806,11.56895559,-2.852063914,-0.546974826,2.282468803,-8.869540878,-7.891593369,0
279,0.543910322,-7.514123791,-5.305974077,-5.641830649,-1.432617483,3.857671597,-7.408267131,4.600308835,-2.028270654,-2.159452559,0
280,-5.544873165,0.798849537,-4.194235464,9.965517866,-5.676449549,-4.366057798,1.543143664,-4.172318041,11.36193722,3.084179021,0
281,-2.464282885,-4.27551427,7.997766206,-4.930385518,-5.408850892,6.316240639,-11.40281463,8.225780464,6.223721501,2.84028484,0
282,-1.993219425,9.684716841,3.694853772,1.195636879,-10.60851901,-4.225221157,0.076099935,-0.321452877,-8.394691959,-0.454204898,0
283,10.45077739,-5.947758235,-8.511654067,0.603307932,-3.229792353,1.243519257,-8.017471997,16.97801763,-6.126563868,-12.09482006,0
284,-9.560363596,4.691066457,-4.966063241,11.10911994,1.736264755,2.046695111,0.997303448,17.12682103,7.541719427,10.43597371,0
285,13.80715739,0.248263794,3.331576292,-13.53624223,12.16236291,1.750258551,3.404177121,-8.416549,7.122790433,-9.026902253,0
286,1.465835254,13.29694319,-9.168775592,-7.719420089,6.833899216,0.403552893,3.857049415,-14.8249276,-19.10420938,-0.736219512,0
287,5.809134537,2.25818396,9.449184741,1.54942684,-7.552645881,1.623615419,-1.772765557,11.21752797,-0.424226879,-1.175156181,0
288,5.498060201,-2.21614717,2.876093221,-5.859625698,-5.231498578,-4.562218956,1.666954206,5.423330791,17.66318648,-7.357890613,0
289,3.509317338,-3.451794045,1.104928051,-1.237911022,14.86231731,1.766289572,13.75809149,-8.920606638,0.7962092,-1.511930077,0
290,-10.87364287,8.305905057,6.222400508,-5.950044935,-11.39052955,4.277915112,3.451764012,10.34145161,12.10009287,3.78273827,0
291,-9.954566576,6.054922288,10.11965443,-8.851406194,-21.12457205,-1.846243223,4.59480925,2.340320226,1.359336298,-8.777137571,0
292,22.51219294,5.943017447,-2.124849412,-2.499919244,-27.24347423,-2.003566484,1.930093038,-16.87007485,-13.55254112,-1.668940135,0
293,2.513076203,0.845988654,3.883853524,1.876169302,-8.544595402,1.542377336,-5.538274347,-8.194501067,-12.62618181,-3.220085263,0
294,-4.272849299,-2.290952672,0.388654041,0.087392742,-13.04274618,1.903277884,-5.372238715,16.0116546,5.882551823,3.130137936,0
295,10.99214727,1.467084551,2.275766106,16.70358955,-2.737359539,1.266473349,3.812603481,3.387372923,5.411029856,-0.944223416,0
296,-13.6325565,-3.673668699,-2.775988343,-0.447569474,8.814533743,0.016145487,-6.846444853,-2.852865054,-7.753809566,6.106227948,0
297,6.750098168,-7.36427894,0.95121372,-2.59830921,5.319034687,-4.719164328,6.542364979,-3.504755329,-3.752238477,-7.100596145,0
298,13.72437133,13.63152633,-6.667679083,18.8335552,-0.553405128,-5.860783699,-1.031624576,2.435441447,-8.418298899,-6.840172825,0
299,-15.97493392,-5.859020122,7.026944573,-2.39605967,4.136520676,-3.549288859,2.904244462,-3.287364952,-6.430225688,0.741908244,0
300,-8.564394229,9.973578363,-0.447003544,1.601621015,6.522164249,-1.361737883,5.717217621,11.76025347,13.15008916,-2.801893554,0
301,3.43790753,-10.8218145,0.145323602,5.612960753,-3.316768877,-3.362523508,0.384167619,4.339046496,2.634326091,7.473864179,0
302,8.363977047,-0.524692891,8.457356877,-3.890811251,0.533421023,-2.999103608,-5.668740534,-2.092870607,-12.03346158,-8.998319691,0
303,-4.801396889,-4.609307253,2.526774911,5.689830142,3.82023472,-3.422912045,5.439898574,-6.540834023,-3.49699225,3.410092983,0
304,1.860424745,10.98232323,-6.430222633,-18.51331108,-1.170794965,-5.776119084,-4.896672866,-5.280572757,0.659456839,8.241820941,0
305,10.44969939,7.25134402,-3.427623685,-2.228845192,7.417333351,-6.342129449,-3.379125698,13.17109879,8.954802771,12.27335472,0
306,7.672067538,-2.008242419,-15.33077509,-1.217133137,-2.398213875,2.287406103,-1.465626421,5.096346559,5.151601722,6.558647736,0
307,4.267791007,-3.492095967,7.138988173,-7.659092202,14.24109657,-2.393411559,3.419660282,6.772095252,-7.18482128,16.51453405,0
308,-6.5250913,3.820972505,6.16979805,-1.808131155,-21.56012614,4.704990664,-3.817878474,1.922271109,16.75622203,-0.508626387,0
309,-3.955101316,5.906244684,6.967396235,-0.564805229,9.423667955,2.05273371,-2.045173409,-10.4378023,9.673720292,0.387038412,0
310,-8.973888422,6.858535786,7.197670599,5.171890267,-19.13349775,-4.34114854,-4.702434392,3.631467975,4.338114908,-0.890407337,0
311,-3.552443836,9.583104237,-10.63670617,7.185820832,14.61538725,0.085731481,12.20474267,-3.920721005,8.314508353,-4.988968986,0
312,-9.0798554,-12.18326644,13.51934984,13.63802627,8.146889421,0.463411501,6.28077918,-8.144629499,-10.22585276,-5.339029277,0
313,0.35775973,11.45136403,5.859988328,-2.728831651,6.013970427,-1.192061227,-8.791449876,4.561544571,-17.12440758,-7.445085993,0
314,14.0440054,-9.62451548,-0.05867645,14.37532036,-6.127214809,-8.461426221,-5.842094509,-0.342366974,4.108242101,-1.315564208,0
315,6.097797758,23.58358323,-1.144303983,-0.351977812,-17.33240353,-3.61095625,0.491707717,-7.882768319,2.959816279,-12.76133119,0
316,7.332389868,10.39834917,2.228996187,-4.317612369,-7.175317531,-5.048756176,-16.14798894,15.62417458,9.867336104,-3.740981975,0
317,-2.910539157,-6.578918186,3.421280526,10.76285512,5.360281366,0.416682875,-7.744269411,-3.649353954,-7.320160377,5.6532764,0
318,9.760386223,-2.671419987,4.286099979,12.47212897,-5.674565801,5.945806445,-3.040233062,10.36197499,-12.55955816,0.720722455,0
319,-16.66410284,1.306637902,-1.378044486,15.44778152,-1.236756203,-1.116092924,-10.75893261,-6.507076862,6.200501874,0.394760323,0
320,2.130693805,-16.66856867,2.293563703,5.976106145,17.79353242,-0.066363948,6.102113917,-4.695224132,-0.096087963,-2.085813094,0
321,1.928166656,-4.713882976,-0.874389824,-9.932374199,-0.142866491,0.306956326,5.63175161,-0.600101494,-22.22019278,11.77151418,1
322,8.357210806,-5.85029153,10.43760043,-3.654007597,-4.679478483,-0.321672622,-2.379910701,-4.120188875,9.688105537,11.602467,0
323,6.827413253,7.890227845,-5.239087905,3.162787753,10.09621851,7.472704785,3.029092519,-8.04868794,-23.1569254,5.630214774,0
324,-0.731386044,2.587785736,2.226056198,-0.930768837,-12.27147948,0.656602974,-1.710812961,-0.556720099,9.392725026,6.074291065,0
325,-1.821732585,-11.85551964,-7.575223431,2.61826038,-2.292943387,-5.143778668,0.81123074,0.831919994,4.066372625,3.373680711,0
326,-8.361694442,-3.443542578,3.483415515,1.566210609,21.0692979,-1.176674778,-7.7050306,1.108747388,4.283120992,-8.81860532,0
327,10.15955497,-3.937180115,6.280031389,3.712718121,-3.520019439,2.3454126,6.186745527,-8.487161743,5.276314535,10.19995888,0
328,-2.765418351,-0.443118937,-3.590347158,-0.322241066,13.50290449,-9.850020082,2.001685139,-6.518006235,4.49975284,-8.444952262,0
329,1.097419754,6.084910999,4.509446131,-3.38897098,5.005016357,-1.990150567,2.511671717,11.51600155,9.654587044,6.793070468,0
330,-16.64827564,-4.769280941,-4.484317606,5.569261165,12.46957337,-0.230027436,6.864903399,-0.529227342,7.664621726,-6.970450938,0
331,-6.483118261,3.842550973,-5.010482679,-1.458574453,0.861343737,2.826841177,-0.536171528,-18.4874831,1.161309258,-1.184755151,0
332,-10.61541321,0.187203141,-20.39339167,6.324772938,-3.686132957,-0.902304916,4.504634331,-10.4168522,22.48624613,-7.726801157,0
333,-1.329219305,1.409351249,-0.728764211,-8.477522829,0.189201798,1.370678399,-1.962619707,-11.36324901,-8.805926487,-6.160809155,0
334,-7.648292229,-1.442134432,5.827892668,-11.96057856,4.096016937,4.642398894,0.056197797,5.471047617,7.984488854,-2.420012104,0
335,-4.163214509,-1.438304453,-3.383128657,-8.604897539,-4.402909788,-0.165440185,-4.839372482,21.18078574,-1.852446085,0.169886403,0
336,-3.833730862,7.171720688,9.549183002,13.30059802,3.279043283,7.304383373,18.48869014,22.13002785,-3.023328715,2.834485478,1
337,-2.337569953,-14.03809715,-9.771768201,-5.606858372,-10.73311901,0.643429251,0.601558455,29.94334833,-9.233359863,-6.259865825,0
338,-2.24800102,5.116181017,-2.041248176,-4.727633436,-3.371674,-0.685755704,5.353290418,8.074771259,17.03333581,-2.843538286,0
339,-2.01105132,9.144640519,-0.222637311,1.882637136,-0.840874046,6.192006582,6.047028153,-2.70587846,11.42801229,-2.196478646,0
340,-2.066775533,-1.351480409,-1.624826138,10.32755296,-5.458867396,-6.220278433,-4.340696783,-16.29614762,-5.219490324,-6.127911659,0
341,-5.258284875,1.912040889,-10.78735124,-12.67316543,-6.127563466,2.330783995,7.580126516,6.601726695,-15.92706806,4.520262715,0
342,10.1054915,1.613519179,1.879062035,9.758198438,3.236220941,-4.354656256,-0.764156768,-13.60044036,-7.253635734,-9.312995335,0
343,3.435611454,0.908901339,-0.026930495,-14.26478899,7.882406363,-4.059953883,3.014272594,-2.844319458,3.137505273,-4.648006483,0
344,1.627795472,4.833007993,-0.070351453,-4.721920483,6.127612318,-5.212943089,0.828556525,5.516474013,-1.120314419,-9.298994765,0
345,3.536745069,-10.15791907,9.958587989,-7.884816582,7.025731243,-0.805675676,-2.339634211,18.14638083,7.931311706,-10.22315546,0
346,-2.461417069,6.697245989,-7.641485605,1.704714183,10.00216629,-2.809580619,-6.611490686,-0.771277369,-0.698957598,6.126587587,0
347,5.894100733,-0.782324295,-0.233205274,7.581178612,-5.562301568,2.587818255,-11.48861898,-0.018878346,15.48250681,-6.213520546,0
348,-6.24565179,-0.508383061,-2.666308545,-1.898442156,-3.955352038,-2.796995373,5.416872704,8.500378897,-6.773927701,-3.309308226,0
349,8.12669183,3.383819358,-0.133390004,-10.90352183,-3.772105363,2.015002459,-0.060532123,-6.654580247,-5.314602134,-5.543366531,0
350,4.26852012,16.54947678,-6.163719006,7.658599111,3.162383432,-10.77337643,-5.051854973,-4.024369028,-14.7385663,-9.778835712,0
351,3.310316354,3.710091335,3.472982789,5.938835734,-2.267057886,0.998656246,1.140467916,13.97145351,-6.761199414,7.94963321,0
352,1.821875129,-2.265417718,7.361672821,12.36872339,19.08171415,0.543361784,-3.400870421,19.0519621,0.567148245,-1.670408185,0
353,-11.9990595,-2.416626119,-7.617321979,-12.85149969,8.988918642,-0.999903206,-5.005902264,2.534729098,-2.588786996,-4.772788994,0
354,9.315861074,-3.440566681,1.229404578,4.229356258,4.022770894,-0.904657944,4.596086134,-6.275327026,-15.23172962,-11.8482423,0
355,-7.914562569,9.751054938,13.08403774,20.93663914,9.935236676,2.781917822,0.040010298,9.539711334,-2.63849091,-10.11684737,0
356,-13.75119228,3.189652559,-0.309595077,1.990769769,-6.181883134,-2.647360102,6.047128011,-6.791827812,-7.159300881,1.198809936,0
357,7.761038875,0.108924763,8.729179519,12.53985051,2.069669074,-5.975927392,-6.182626492,-11.2518339,10.73592476,-0.86356686,0
358,4.039908934,-4.228686881,-7.615410259,11.64001853,-0.170444624,0.027816899,-0.922317006,1.914073431,-9.566892054,1.65241114,0
359,8.179168971,5.904338591,3.882819488,-16.22684481,17.41056665,-0.770027626,-10.47171159,5.056534147,2.44511526,17.23561422,0
360,2.791827377,8.578434033,2.055770793,6.364006342,-7.66008327,2.017209172,-10.4431529,-8.352134945,-0.122803541,-6.336081598,0
361,4.892266981,2.409246641,13.60584218,7.174641088,-2.779130851,2.634361271,-13.72963996,-8.15167599,-11.91735891,-7.801895221,0
362,-3.498371029,6.135110153,2.560366314,5.846460314,-9.876547684,-3.853247911,-0.710456691,-12.49781727,12.63003696,-1.727355515,0
363,3.417584625,15.9882548,-15.78832178,5.281201693,-4.027029027,-0.086868609,-9.558073836,-1.141435785,2.659381332,12.90395796,0
364,9.612553396,6.158297337,22.34524521,6.887642657,-6.463862143,8.572578017,-10.64107658,-0.528402114,-17.22741084,3.745460233,0
365,-17.38841887,-3.590053501,7.60096522,-6.442395683,5.481957875,9.417291656,0.116533232,8.657916825,4.996595103,-13.11704131,0
366,-8.404360484,-0.551639171,-1.309403606,-0.42229562,1.369233535,1.440959003,1.870347618,-10.15200373,17.30335859,-1.958806454,0
367,13.24875771,6.601518225,-1.395067888,-2.937278226,-2.725856125,-2.300435834,1.549256116,20.29805142,-7.300736271,5.986376916,0
368,-1.047637476,-3.620966593,-5.749368585,-0.620289962,14.60955138,0.933691631,-0.009361855,1.39708646,-6.890853244,1.352277135,0
369,-5.751465616,3.517371302,11.51060576,-1.041031202,0.136131075,2.831313403,5.709302371,-1.027288669,-7.421928126,2.691565359,0
370,-9.9896579,1.679159827,-5.521669207,6.031098637,-6.136499033,-1.111354144,-2.681231957,2.61952188,-3.008449334,-0.113779775,0
371,-10.77593303,-0.630539528,1.828888892,0.89954496,9.045941696,0.830368335,-0.661829424,4.638646728,-4.762335804,-1.934660214,0
372,-16.52245507,1.553707662,-2.771571128,11.82571274,12.5161172,1.88910465,-8.806630718,6.034655114,-9.874963385,-5.451910221,0
373,-11.97872654,5.125363065,-10.99118884,-7.638555034,-0.860195062,5.294610029,-2.686196829,4.581199325,-4.706362352,1.768776113,0
374,1.370306335,1.731138044,-11.70677895,16.32198859,-26.29926954,-6.992089049,4.435800165,20.88285982,-15.86444595,-6.655265664,0
375,3.45813249,4.588117349,11.5659079,5.15294873,-16.16910919,-3.668545957,0.829299002,5.671845984,-2.330881524,5.51683924,0
376,1.154708312,-7.148912012,-8.303140444,6.085735318,-16.82676548,-0.098607983,-5.45616547,7.383908841,-4.592513791,0.49991158,0
377,-2.796555729,9.958991002,-5.355084296,-4.347994322,10.16238207,-4.890919713,-1.040441864,23.59782718,-8.123694392,-8.303034981,0
378,7.984270658,8.096515887,-8.21747844,-12.61979976,-10.61133135,-2.019584186,2.522446053,6.604431215,-3.029457804,7.787576491,0
379,-3.407301081,-5.594759337,0.398464639,-3.871942802,0.82994951,-7.343948467,-0.603011441,-11.65543734,2.479767415,-3.942521728,0
380,-6.439500057,-11.46812355,3.115110487,7.473495787,2.33555433,2.789189614,7.772904382,14.36333667,4.694568865,0.837955172,0
381,0.981729058,-13.29515422,0.961522794,-7.972176086,-11.63852992,4.084367129,3.887666942,11.08850206,-11.41052828,11.66627036,0
382,0.371346311,-3.408564963,2.800402936,5.025435863,-8.879322228,-3.306582262,-7.008259735,-2.122625573,1.070916535,-0.800962472,0
383,4.459806103,4.885817054,-8.446839091,-0.726929488,12.62028305,-8.964765641,-12.64251146,-18.39074894,7.424889181,-5.755827066,0
384,4.756148583,7.747682264,2.965076043,-6.885159962,1.794059123,-4.351458947,2.847432933,-5.976781877,-3.290621251,6.756256189,0
385,-11.86500413,5.687956771,-2.235331387,-1.019677025,5.967301938,-2.284995133,0.157855541,-2.02110524,0.231892621,-12.92467232,0
386,4.273715018,-10.54985102,5.778145086,8.77807449,-5.851062378,1.522117768,-3.97052431,10.97888332,-4.751471991,-9.045832643,0
387,-12.37689879,5.215548919,5.661288226,3.343652737,-8.295188199,-2.323609087,-6.572272134,-17.25792049,2.271521168,-7.405543467,0
388,4.722979738,12.43435784,-10.45061655,-5.688412143,0.236737269,3.339857125,4.723573217,19.77060607,-2.79637523,3.045205646,0
389,-3.214923459,4.290555191,-2.393527491,-1.885990694,-12.3995512,-3.194873487,1.935943257,-20.71324481,-16.03885931,-4.438171194,0
390,-2.966473848,-3.144398099,2.517616112,-2.092365227,-3.030359033,4.850769698,-5.430207104,4.331984025,6.876969589,1.483309066,0
391,-0.573178381,2.473991784,1.969748458,-4.700630244,-0.878467247,-4.734449981,9.198901249,-5.845169456,0.544448244,0.449493783,0
392,0.284433122,-12.12399544,-13.85586873,-5.528340576,4.664265582,-1.208072102,-1.668691597,-18.85306258,3.492607358,9.593441155,0
393,-4.502658501,0.37535785,6.253418447,-10.39012357,12.78019572,0.381934874,7.598027925,10.26809791,-14.43599179,-9.925518535,0
394,4.925920569,1.953758022,-16.64272814,-0.201747669,-13.40794631,-1.951285833,4.312635904,11.56724171,10.83723745,5.255273991,0
395,-15.08513038,5.884465898,3.214315829,-2.708762553,7.464627042,-2.810285591,10.73746535,11.90543267,-17.16206483,0.450934638,0
396,-3.351624688,3.036969635,-10.15049978,4.060681895,-19.39655273,-2.482987874,4.787035187,-3.41442459,-9.228188658,1.80180044,0
397,4.814256853,-2.232384655,3.539385893,-3.555190666,-3.41415032,-0.660161295,-3.839012279,5.961092411,-12.13614237,2.724219236,0
398,-14.2658637,-5.685043175,-1.746809589,2.93204111,-18.28693918,10.83179692,-8.936149004,-21.03234233,11.88743998,-4.110587948,0
399,3.92484376,-2.646731341,-5.346749199,-6.697576643,1.133465677,-1.996854775,-1.684842883,7.4380735,0.94345452,-21.56414628,0
400,1.688073045,-6.106120093,0.846260577,1.736812049,-16.73523071,-0.026701401,1.137392498,-5.938848744,-5.206617294,-2.355346665,0
