interest_differential,next_month_currency_return,IMF Country Code
0.0045056,-0.028823057,NLD
0.0167432,-0.029547188,NOR
0.0081657,-0.143704284,SWE
0.00264,-0.040626105,CHE
0.0038808,-0.031495452,CAN
-0.0003617,-0.009403211,JPN
0.0013633,-0.016371113,AUS
0.0015318,-0.022687772,NZL
-0.0006111,-0.010873551,SGP
0.0031123,0.002718087,GBR
0.019012,-0.001919356,DNK
0.0077878,-0.011054544,FRA
0.0048226,-0.008738793,DEU
0.0083184,-0.043633241,ITA
0.0043551,-0.004530407,NLD
0.0086518,-0.040550311,NOR
0.0070622,-0.023954622,SWE
0.0027454,-0.009415791,CHE
0.0029912,0.017658602,CAN
0.0003605,-0.003365424,JPN
0.0027473,0.00962866,AUS
0.0035929,0.007815684,NZL
-0.0015256,-0.002439021,SGP
0.0026271,-0.01412657,GBR
0.0088248,0.026913807,DNK
0.0079718,0.008276462,FRA
0.0042845,0.008898559,DEU
0.0066731,-0.015710975,ITA
0.0040744,0.002979329,NLD
0.0053236,0.018572666,NOR
0.0058812,-0.025377244,SWE
0.0018837,-0.017508415,CHE
0.0025951,0.001811038,CAN
0.0002805,0.00076149,JPN
0.0016296,-0.009241631,AUS
0.0033002,0.008109102,NZL
0,-0.004559275,SGP
0.0026778,-0.041548675,GBR
0.0126085,-0.007137208,DNK
0.0075978,-0.005563069,FRA
0.0046742,-0.01801034,DEU
0.0071487,-0.044304566,ITA
0.0043754,-0.014779101,NLD
0.0054162,-0.017507531,NOR
0.0058016,-0.062276266,SWE
0.0020955,-0.024713203,CHE
0.002238,0.018884499,CAN
0.0001696,0.058217406,JPN
0.0020145,0.024963498,AUS
0.0035535,0.01690927,NZL
-0.0009131,0.000912716,SGP
0.0023925,0.063011587,GBR
0.007247,0.032002614,DNK
0.0061294,0.021373306,FRA
0.0043989,0.025271648,DEU
0.0072814,-0.00037473,ITA
0.0039624,0.023049323,NLD
0.004799,0.025510154,NOR
0.0059859,0.015558391,SWE
0.0020083,0.02439183,CHE
0.0015096,-0.004134529,CAN
0.0001303,0.024674191,JPN
0.0014779,0.014860231,AUS
0.0030779,0.018867891,NZL
-0.0010992,0.002136078,SGP
0.0026166,0.043981637,GBR
0.0064598,0.022477394,DNK
0.0044222,0.034371194,FRA
0.0042689,0.017678548,DEU
0.0037501,0.081985955,ITA
0.0038055,0.020857847,NLD
0.0037959,0.02803879,NOR
0.0051856,0.06601447,SWE
0.0018787,0.041440343,CHE
0.0016506,-0.00912521,CAN
8.98E-05,0.034044488,JPN
0.0019059,0.00473397,AUS
0.0029821,0.024815401,NZL
0.0006192,0.013750379,SGP
0.0022447,-0.002492189,GBR
0.0052476,0.008632043,DNK
0.0040953,0.001902608,FRA
0.0040247,0.005860104,DEU
0.0063981,0.021577294,ITA
0.0033091,0.005786477,NLD
0.0035044,-0.00303658,NOR
0.0046171,0.024114872,SWE
0.0016905,0.014099372,CHE
0.0013364,0.001651963,CAN
4.66E-05,0.038040187,JPN
0.001304,-0.026165785,AUS
0.0024878,0.000216624,NZL
0.0001245,0.005915327,SGP
0.0024125,-0.04077048,GBR
0.0045002,-0.06520909,DNK
0.0037184,-0.062929725,FRA
0.0038714,-0.063532162,DEU
0.0059847,-0.043543147,ITA
0.0031422,-0.063257268,NLD
0.0027343,-0.058415609,NOR
0.0047782,-0.06702913,SWE
0.0016565,-0.057758625,CHE
0.0011688,-0.007562757,CAN
-0.0042283,0.005719595,JPN
0.0017302,-0.028906381,AUS
0.002094,-0.004944933,NZL
0.0006156,-0.01096059,SGP
0.0022953,-0.004965133,GBR
0.0190982,-0.032970232,DNK
0.0095798,-0.034753529,FRA
0.0032059,-0.020584878,DEU
0.005547,-0.041872672,ITA
0.0030126,-0.021989233,NLD
0.0024747,-0.033723931,NOR
0.0044667,-0.060859046,SWE
0.0014411,-0.009832838,CHE
0.0007785,7.79E-05,CAN
4.76E-05,0.010947187,JPN
0.0013774,0.03652648,AUS
0.001716,0.032908594,NZL
0,0.004636817,SGP
0.0024239,0.005001365,GBR
0.007463,0.007272719,DNK
0.0040397,0.030059739,FRA
0.0022013,0.042048826,DEU
0.0056298,0.014971974,ITA
0.0031243,0.04025461,NLD
0.0027728,0.028865974,NOR
0.0043961,0.016032259,SWE
0.0014857,0.032439037,CHE
0.0012869,-0.026662606,CAN
-0.000239,0.004349934,JPN
0.0014076,-0.025420906,AUS
0.0017107,-0.001380746,NZL
0.0001246,0.008102247,SGP
0.0024738,0.00950519,GBR
0.006157,0.05106223,DNK
0.0035005,0.035894288,FRA
0.0031764,0.029489141,DEU
0.0048188,0.017901139,ITA
0.0028951,0.03468269,NLD
0.0031096,0.023456783,NOR
0.0042043,0.01697649,SWE
0.001473,0.040221842,CHE
0.001125,-0.008029391,CAN
-0.0005192,-0.012977852,JPN
0.0014185,-0.036649917,AUS
0.0016502,-0.001541411,NZL
0.0003159,0.014028387,SGP
0.0009421,-0.004685986,GBR
0.0045128,-0.016698016,DNK
0.0032495,-0.029548547,FRA
0.0028607,-0.021366727,DEU
0.0046884,-0.0224222,ITA
0.0025995,-0.026135498,NLD
0.0020766,-0.022154796,NOR
-0.0045024,-0.002584654,SWE
0.0012823,-0.036534309,CHE
0.0010596,0.010222597,CAN
