EPS,forecasted_eps,noOfEsts,after_total_returns,before_total_returns
1.69,1.51,3.0,0.0080148027835702,0.0548633754525542
0.54,0.51,6.0,0.1032697925858583,-0.0906488487898544
0.39,0.37,8.0,0.0343320388511934,-0.0031113758859608
0.32,0.26,10.0,0.1069019220168481,-0.0500941132321177
0.33,0.29,10.0,0.0417895107364285,-0.0238548477747524
5.57,3.46,3.0,-0.0247156801289514,-0.0046349942062572
0.61,0.52,11.0,0.0591413989792855,-0.1079465869829116
0.6,0.54,8.0,0.0273972602739724,-0.028324012267725
0.34,0.36,5.0,-0.0407973738222141,-0.0067819684111422
0.03,0.1,5.0,-0.0358351022092953,0.0185620454436385
0.64,0.53,6.0,0.2089268755935422,-0.1649484536082474
2.39,1.82,4.0,0.1601907956946897,-0.1166082759582859
0.01,0.0,5.0,0.1534090909090908,-0.0303030303030302
0.34,0.25,9.0,0.3458904117906272,-0.0479233221108658
0.36,0.35,5.0,0.0491573033707866,-0.00697350069735
0.41,0.36,6.0,0.0631776480400334,-0.0218589996061441
1.18,1.14,9.0,0.0613818775899384,0.0670631354105173
0.34,0.34,6.0,-0.0004773268219795,-0.0836725665072505
0.48,0.44,4.0,-0.0066411519195453,-0.0030299652019768
-0.22,-0.33,6.0,0.0058365758754863,-0.1077844311377245
2.33,1.8,8.0,0.0740983606557377,-0.0580847723704867
0.32,0.3,3.0,-0.0289062327250443,0.0483553808032062
0.22,0.21,2.0,-0.0373702384849813,0.0103980069201128
-1.29,-1.06,4.0,0.0846308387744851,-0.0821712573470092
0.32,0.32,6.0,-0.0063694201388329,0.0304431465324526
0.31,0.16,4.0,-0.0147679435573472,0.0072972895304999
0.37,0.16,6.0,-0.028095238095238,-0.0196078431372549
-0.63,-0.23,5.0,0.1219739292364989,0.0848484848484849
0.3,0.64,3.0,-0.0453773355981557,-0.0119512755688346
-0.12,-0.14,4.0,0.0138644795938294,-0.0648148148148147
0.98,0.88,6.0,0.0528504036504129,-0.0982193695421919
0.77,0.37,9.0,0.0507389919590379,0.0418748871111187
0.39,0.44,3.0,0.0329902348904724,-0.0279630579784504
0.46,0.45,2.0,-0.0503030562071276,-0.034369900714106
1.95,1.62,1.0,0.0384380193613382,-0.0412508343858406
1.16,0.96,1.0,0.0247872780084739,-0.0358759428350825
0.25,0.19,3.0,0.0180360721442884,-0.0479115479115479
0.05,0.48,11.0,0.1309809818816156,-0.0439773934682984
-0.1,-0.16,7.0,0.0317028985507246,0.003003003003003
0.36,0.32,11.0,0.0719354924273596,-0.0027480864453168
-0.2,-0.19,4.0,-0.0424710424710423,-0.007662835249042
0.43,0.42,3.0,0.196015665499748,-0.0133380196387533
0.04,-0.01,1.0,0.5640243902439024,0.0512820512820513
0.68,0.52,2.0,-0.070471297744025,0.0059543871475116
1.1,1.35,9.0,0.0203163072954797,-0.0155086763281173
0.23,0.22,6.0,0.1094484473971031,-0.0376745793022539
0.41,0.37,5.0,-0.0611257695690412,0.0142497904442582
0.63,0.6,6.0,0.0079247817327066,0.0143051771117166
0.01,0.01,5.0,-0.0730895651633022,-0.0436242214813783
0.68,0.7,1.0,0.0084775614604848,0.0667327216761204
0.51,0.38,1.0,0.1093040847201209,-0.063407722281261
0.41,0.37,4.0,0.0736509458705032,-0.1055643153457094
0.82,0.81,9.0,-0.0508218457849997,-0.0032719126839289
0.94,0.6,3.0,0.2816027088036119,-0.0125383115073837
0.65,0.6,1.0,0.0759637199169258,-0.0451281985506374
0.27,0.28,2.0,0.0273477872118832,0.0155412541035833
0.85,0.83,4.0,0.016381772161091,0.0039499639047524
0.99,0.99,3.0,-0.0490155734141011,0.0365439528321327
2.83,2.48,5.0,-0.0393374749003374,0.0276203963380847
1.52,1.39,3.0,0.0719191522762952,-0.0771459616081129
0.12,0.11,4.0,0.1528384279475982,-0.2392026578073091
-0.86,-0.8,6.0,0.1138178913738019,0.0601185436071125
-0.02,-0.1,1.0,0.0695187437321485,0.0352303671122411
-1.42,-1.07,1.0,0.0199654179482398,0.0039578300383871
0.84,0.9,1.0,0.0121598142201437,-0.0007686398301657
0.7,0.73,8.0,0.0662338925419139,-0.1037253332761146
-0.47,-0.42,3.0,0.1438933873144399,-0.0620253164556962
0.04,0.07,1.0,-0.0397653440828241,-0.0923567874453721
0.2,0.19,15.0,0.0278824415975886,-0.033168666196189
0.51,0.48,4.0,-0.0928546824195368,-0.0563517904821296
0.79,0.61,4.0,0.0479382747280545,-0.0549571603427173
-1.27,-1.35,7.0,-0.0186074438472979,0.0453621041994034
1.16,1.1,5.0,-0.016934508289862,-0.1219791104615357
0.74,0.67,6.0,0.0126382306477093,-0.0580046403712297
-0.08,-0.06,5.0,0.409237379162191,-0.1245791245791245
0.45,0.42,5.0,0.06274509949362,-0.0551273520618076
0.34,0.26,5.0,-0.0333716915995397,-0.066595059076262
0.85,0.97,2.0,0.0875130227009248,-0.0690773046338678
0.33,0.32,2.0,-0.0058708579126141,-0.002859874495079
0.41,0.35,2.0,-0.0044444444444444,-0.066390041493776
-0.09,0.27,6.0,0.0,-0.0310559289590856
2.76,2.55,3.0,0.0452364644449312,-0.0840707950706453
0.77,0.75,6.0,-0.0089485478496003,0.0044943830255794
0.52,0.55,2.0,-0.0679578914606036,0.0123013271425946
0.59,0.6,1.0,-0.081366020863414,-0.0366526798440387
-0.07,0.11,1.0,-0.023864673264547,-0.0774460920805543
0.23,0.23,4.0,-0.0183174948491632,0.0210526490291549
0.38,0.41,3.0,0.0137968425016026,0.0083892544584904
0.11,0.11,2.0,0.2345744803684892,-0.0471566457771778
0.44,0.62,2.0,0.0051803781693007,0.016911758502119
0.22,0.22,2.0,-0.2098092643051772,0.0699708454810497
0.29,0.17,4.0,0.2693315858453473,-0.0350932658868162
0.09,0.06,2.0,0.0827114427860697,0.0116388801509907
0.17,0.2,3.0,0.0647481772174021,-0.1059602631159098
-0.01,-0.02,5.0,0.0527502254283138,-0.0071620411817368
0.51,0.55,1.0,0.0233372399828077,-0.0133779211683565
0.0,-0.01,2.0,0.0050352467270897,-0.0767085076708509
0.09,0.13,2.0,0.1352112676056338,-0.100126742712294
0.23,0.3,1.0,-0.0237405906195715,0.0092140921409213
0.54,0.37,1.0,0.0805756264718986,-0.0245786588395898
1.23,1.11,2.0,-0.0205088486250264,-0.0468418679200278
0.87,0.7,5.0,0.3025962399283797,-0.0241700640652302
-0.55,-0.58,11.0,0.263392857142857,-0.0772442588726514
0.13,0.03,2.0,-0.0570512820512819,-0.0070019096117123
-0.08,-0.08,3.0,0.142857142857143,-0.119496855345912
0.22,0.2,1.0,0.0400890868596883,-0.0957683741648106
1.11,1.07,2.0,-0.0586588396383191,0.0749291260817248
0.13,0.1,2.0,-0.0111016225448334,0.0176834659593279
3.42,3.17,3.0,0.0441628196818009,-0.0102433064061435
0.3,0.29,1.0,0.0771928699206583,-0.0848539750489839
0.53,0.52,2.0,-0.0042714464642977,0.0
-0.13,-0.14,2.0,0.0408163265306122,-0.0024213075060531
-0.07,-0.19,1.0,0.1,0.0055865921787709
0.24,0.25,8.0,0.0857461024498886,0.0897308075772682
0.55,0.52,2.0,0.0157982243824656,-0.0074277684860764
0.06,0.02,4.0,-0.0557299843014129,0.0546357615894039
0.31,0.3,4.0,0.0273337634815507,-0.0095237912788938
0.82,0.71,1.0,0.0302533085740568,-0.0755164943266661
0.28,0.24,3.0,0.0821917002408665,-0.0101009443807085
0.01,-0.02,8.0,0.0723589001447178,-0.0032653061224489
0.06,-0.14,3.0,0.2120141342756183,-0.0721311475409836
0.01,-0.02,5.0,0.2675814751286449,0.0038743004735255
-0.01,0.08,5.0,-0.0596658711217183,-0.0770925110132159
0.02,-0.05,2.0,0.0767634854771783,-0.0442105263157894
0.36,0.17,2.0,-0.0800744878957169,-0.0768765133171912
-0.12,0.01,4.0,0.0497925311203319,-0.0314465408805031
0.44,0.38,2.0,0.0674915197901189,-0.0171364854023033
-2.31,-1.99,9.0,0.011051289317087,0.009728183118741
-0.03,-0.06,1.0,-0.0958286358511837,0.0
0.07,-0.01,1.0,0.3279352226720649,-0.0475578406169666
0.39,0.38,2.0,0.0013908205841446,-0.0204359673024523
0.5,0.48,2.0,0.1696296296296295,-0.1024240355069989
0.13,0.09,9.0,0.0669456066945606,-0.0090090090090091
0.45,0.28,1.0,0.2035105604581686,-0.056182457788645
-0.04,0.02,2.0,0.0714285714285714,-0.131782945736434
0.82,0.95,6.0,-0.0036036037999025,0.000537821785455
0.11,0.25,2.0,-0.1174905785856793,-0.0174253975168807
0.34,0.33,2.0,0.0503596516132576,-0.0041220725898355
0.04,0.05,1.0,0.0327552986512524,0.0484848484848485
0.19,0.13,1.0,0.2288401253918495,0.069609507640068
-0.34,-0.3,1.0,0.0502283105022831,-0.0975274725274725
0.0,0.03,2.0,0.063257463789536,-0.0262119503945884
0.19,0.17,3.0,-0.0171232534290592,-0.1249261850794591
-0.01,0.01,1.0,0.0,-0.014151343870162
0.21,0.21,2.0,0.0412371378159264,0.0081112723193679
0.21,0.18,1.0,-0.0401459854014597,0.0223880597014924
-0.2,-0.23,2.0,-0.0059288537549405,0.0099800399201597
0.16,0.26,1.0,-0.1740262103403032,0.0145359440947858
0.02,-0.33,1.0,0.0109890109890109,0.0122549019607842
-1.73,-1.56,6.0,-0.4104964539007092,-0.0594983991462112
0.88,0.56,2.0,0.0245438191327227,-0.0545226566405347
0.15,0.19,2.0,-0.0176565145810468,-0.0219779948437839
-0.18,-0.15,1.0,0.0751650584052818,0.0128600823045268
0.44,0.34,4.0,0.0029674176417784,-0.0047709798769446
0.01,0.01,1.0,-0.1894273127753304,-0.0299145299145299
-0.03,-0.07,2.0,-0.052995391705069,0.0116550116550115
-0.11,-0.08,2.0,-0.0105263157894736,0.0106382978723404
-0.05,-0.06,2.0,-0.0579710144927535,-0.1619433198380567
-0.01,-0.01,1.0,0.0370370370370369,-0.0486512524084777
-0.03,-0.16,1.0,0.0970793917459134,-0.0435524819965591
-0.09,-0.08,4.0,0.1045751633986926,-0.0588235294117646
0.07,0.06,1.0,0.0163933443666188,-0.1044776882960882
0.27,-0.08,3.0,0.2180451127819549,-0.0362318840579708
-0.22,-0.26,6.0,0.0634920634920634,-0.2317073170731707
0.0,0.01,2.0,-0.0390625,0.008
-0.16,-0.15,8.0,-0.0062111879050325,-0.0062893161538843
0.18,0.16,1.0,-0.0336967294350842,-0.0354817708333333
1.24,1.66,4.0,0.0617437079114855,-0.0727848019369826
-0.51,-0.66,3.0,0.1650412603150788,-0.0382395382395381
-1.34,-1.04,1.0,0.0161870503597121,-0.0085763293310463
-0.18,0.33,6.0,0.0426439232409381,-0.0188284518828453
-0.02,-0.03,1.0,0.1113353115727004,-0.1976190476190475
-0.2,-0.17,4.0,-0.0948616600790515,0.0326530612244897
0.38,0.05,10.0,-0.0165210367868419,0.0580683811887543
-0.03,-0.12,9.0,-0.0049443757725587,0.0893253088375038
0.69,0.66,8.0,0.0089050601669193,-0.0431765617813325
0.85,0.83,5.0,0.0023487910620465,-0.0597609562730452
1.55,1.52,11.0,-0.0322896257350293,-0.025097231636584
0.65,0.58,5.0,-0.0463388019716122,-0.052956735892807
1.45,1.25,9.0,0.0573570082969256,0.0986181818181819
1.07,1.01,12.0,-0.0253607358980739,-0.035935115369499
0.64,0.62,4.0,-0.0216123500734513,-0.0509286970518944
0.8,0.78,6.0,-0.0408898047755912,-0.0273724666760305
0.69,0.41,2.0,-0.0566846091030309,-0.064285718108232
-0.35,0.1,4.0,-0.0265957225106368,-0.1629629536438473
1.43,1.41,10.0,-0.0159986088166246,-0.013871487381421
0.49,0.49,3.0,-0.0241574674447078,-0.0728657579028543
0.21,0.17,2.0,-0.0700133860588024,0.0066726649365036
0.27,0.27,2.0,-0.046793349168646,-0.013194620654656
0.51,0.49,5.0,-0.0118050982576369,0.0030235983353548
1.27,0.77,3.0,0.0534157377772872,-0.0316518298714143
0.02,-0.52,19.0,-0.034174125305126,-0.0167280026764804
1.55,1.54,4.0,-0.0491615835853167,0.08649428734418
0.38,0.38,11.0,-0.0026315795907958,-0.0716146409867978
0.3,0.25,6.0,-0.0488613928182449,-0.0800316876501546
0.54,0.48,5.0,0.0462935802305748,-0.0401691480273921
0.41,0.41,9.0,0.0344299786336219,-0.0319583686207319
-0.07,-0.03,8.0,-0.0544771361973847,-0.0224902882540123
0.3,0.26,3.0,0.0155672309787895,0.0254256024762327
1.22,1.0,7.0,-0.0100454734606814,0.0160568873395936
0.39,0.47,7.0,-0.0708726004691339,-0.039530338352844
0.76,0.22,9.0,-0.0460513785662257,-0.0896338687611668
0.44,0.43,6.0,-0.0408105656023668,-0.0740442379615796
3.11,2.92,4.0,-0.0176021935589996,-0.0002898904638548
0.42,0.42,9.0,-0.0597070785679026,-0.0531365566294563
0.33,0.36,2.0,0.0250152532031726,-0.061639549436796
0.31,0.22,6.0,0.0319415448851774,0.0299795593913241
0.72,0.73,6.0,-0.0418584007811372,-0.0502615851120907
-0.02,-0.09,3.0,0.1221823770491803,0.0087296809151113
0.63,0.63,4.0,-0.01858407079646,-0.0164233576642335
-0.07,0.16,2.0,0.0465686219677414,-0.0361653322704272
0.5,0.52,10.0,-0.0646991943706037,-0.0745777432870341
0.06,0.03,5.0,-0.0448715372266604,-0.0028819791574296
0.52,0.5,6.0,0.0250406406248673,-0.0529524990505392
0.62,0.75,3.0,-0.0106720527668787,-0.0276360557562019
-0.75,-0.71,4.0,-0.0404984423676012,-0.0109890109890109
0.1,0.05,7.0,0.0105180120957137,-0.0768514205868653
0.04,0.02,3.0,-0.0703516344471144,0.0523560404242724
0.6,0.62,1.0,-0.004201680672269,-0.0299077314667515
1.14,1.08,2.0,-0.0175619807688737,-0.0508060556031412
1.2,1.17,3.0,0.0274924082188066,-0.0202400942062103
1.02,0.93,7.0,-0.0128004179728318,-0.0854773548798639
0.44,0.43,4.0,-0.0174269605330599,-0.0223786773950214
0.44,0.44,7.0,-0.0443609107671534,-0.0750804533275383
0.14,0.13,10.0,-0.0007230657989877,-0.0321500334896182
0.04,0.01,1.0,0.0084033613445377,-0.0210843373493976
0.24,0.2,2.0,-0.0377358175341989,-0.0028011490201728
-0.28,-0.19,4.0,0.1869918699186992,-0.4352580927384076
0.76,0.76,2.0,0.0171248331289932,-0.0218605827725272
-0.14,-0.19,4.0,-0.0397135416666666,0.0364806866952789
0.22,0.21,4.0,-0.0153845836977977,-0.0286298194255225
0.87,0.73,4.0,-0.0878122563931995,0.0093970206979572
0.24,0.26,3.0,0.0382806810232716,-0.0303430106013512
0.51,0.38,3.0,0.0099922732664399,-0.0485338835039713
0.22,0.17,1.0,-0.046228710462287,0.0105820105820106
0.33,0.2,7.0,-0.0115141047783534,-0.0016172506738545
0.26,0.19,3.0,-0.0090090379035211,-0.0673469501059905
-0.04,0.21,14.0,-0.0155074049340093,-0.0638561665789264
0.34,0.36,2.0,-0.0290475981367446,-0.0746011196955674
0.54,0.53,2.0,-0.015643302482695,-0.0675477322238036
0.0,0.02,2.0,-0.031055900621118,-0.0154440154440154
-0.08,0.01,2.0,-0.0343053173241852,-0.0352941176470588
0.19,0.4,3.0,0.0386934420490285,-0.0896882416393265
0.73,0.64,2.0,-0.0589269973479098,-0.0203883394409944
-0.19,-0.31,2.0,-0.0497925311203321,-0.0289256198347107
0.5,0.59,4.0,-0.0248791770662559,-0.0265700346212625
0.7,0.34,1.0,0.0765299020667229,-0.067573386486882
-0.01,0.03,9.0,-0.0137477585176329,-0.0609756097560973
-0.06,-0.08,7.0,-0.0909090909090909,-0.0756756756756755
0.31,0.14,2.0,-0.0424929329103893,-0.0105708636052079
-0.12,-0.11,3.0,0.0353489792898702,-0.0487062589444742
0.66,0.55,2.0,-0.0108107860895101,0.0741543403598503
-0.27,-0.33,2.0,0.0039761431411531,-0.2010309278350516
3.42,3.18,3.0,-0.0293146160198183,-0.0729956444587837
-0.04,-0.08,3.0,-0.0214669051878354,-0.0421455938697317
0.43,0.34,3.0,0.0164835362989947,-0.0823529953914754
0.22,0.21,1.0,0.0165562916517703,-0.0236333571761598
-0.04,-0.05,3.0,-0.0221729490022172,-0.1206611570247933
0.06,0.02,2.0,-0.0671641791044777,-0.0051546391752576
0.16,0.18,5.0,-0.0507246633051435,-0.0377856250144407
-0.02,-0.02,1.0,-0.0030581127836604,0.0115942345505186
-0.5,-0.59,2.0,0.0516290726817043,0.0483619344773791
-0.37,-0.4,2.0,0.01,0.0544437271357864
0.45,0.88,7.0,-0.056201550387597,-0.0247619047619047
2.13,2.0,7.0,-0.0210954350514286,0.0842791109779415
2.05,1.92,10.0,-0.0149334946775917,0.0398016236819296
0.24,0.2,3.0,-0.0019020446980505,0.1176840780365009
0.12,0.1,7.0,0.0384087791495197,0.1011351909184727
0.43,0.39,9.0,-0.0196347609864867,0.0465408849685871
0.05,0.02,3.0,0.1355713363460298,0.1027342713034245
1.33,0.91,1.0,0.0780253408454445,0.0107393827190873
-0.05,-0.09,3.0,-0.1170483460559795,0.1205882352941176
0.86,0.83,2.0,-0.069207622868606,0.1035094906459102
-0.08,-0.12,9.0,0.015256588072122,0.0179310344827585
-0.02,0.0,1.0,-0.036144578313253,0.2215189873417722
-0.31,0.1,4.0,-0.0564042303172738,0.0812557710064636
-0.21,-0.17,3.0,0.0188679245283018,0.2356109409652549
-0.65,-0.64,1.0,-0.0688280750682702,-0.0116144018583042
-0.11,-0.09,2.0,-0.0465116279069768,-0.0236220472440945
-0.27,-0.25,2.0,-0.1399503655501913,0.1069892302449253
-0.24,-0.07,1.0,0.0156555772994129,0.0018796992481202
1.03,1.02,14.0,0.0419000143590937,-0.042903056124663
4.75,4.82,10.0,0.0689115635326489,-0.069348541747219
1.06,1.04,10.0,0.016516695433236,-0.1124584359663314
1.87,1.8,13.0,0.015469356355876,-0.0620437980329009
0.79,0.79,14.0,0.0237669286543391,-0.037367431100049
0.39,0.4,9.0,0.1117725114952383,-0.0233889372766505
0.21,0.19,16.0,0.0049504551559469,-0.1144068808723993
1.51,1.32,13.0,0.0690473423453934,0.0139723035825631
2.56,2.52,12.0,0.0058702811053308,-0.0151933077096994
0.56,0.57,4.0,0.1973751970162762,0.0933461909353905
1.96,1.87,13.0,0.0298958266929552,0.0191567208008662
0.67,0.64,10.0,0.0122950819672131,0.0145407052677406
1.97,1.96,13.0,0.0059209935457569,0.0029556193375359
1.31,1.32,3.0,0.0322143429047101,0.0099365674011633
0.89,0.88,19.0,0.0162971015414088,0.0187483672676858
0.28,0.15,11.0,0.0239447339148761,0.0301111949355463
-2.33,1.73,4.0,0.0746984197290481,-0.0401455425600648
3.88,3.9,8.0,0.1132423176502279,-0.0372409227286462
0.21,0.18,5.0,0.033778470344663,-0.0117944299860482
1.52,1.45,10.0,0.0172852242846173,0.0317689979323121
4.01,3.81,9.0,0.0761215638857701,0.0112288016240582
0.61,0.6,7.0,0.0025510208139312,0.0020095035616287
2.55,2.29,7.0,-0.0123439577008165,0.0092168174495299
1.81,1.14,8.0,0.0179772557998361,0.0096407823005426
1.7,1.59,8.0,-0.0091891891891893,-0.019070507818596
3.51,3.46,7.0,0.0414942340897614,0.0167770400355495
1.21,1.14,9.0,-0.0093926100905696,-0.0074868410235993
3.61,3.55,8.0,0.0139450494444521,-0.004609519905508
1.53,1.39,8.0,0.0407775115067139,-0.0229113462240059
2.03,1.95,6.0,0.013985502826328,0.0088359534773798
2.11,2.11,8.0,0.0566705996922565,-0.0274934463250446
0.78,0.74,6.0,0.0187745205302367,-0.0977616156113295
1.56,0.85,8.0,0.0842686371983465,-0.0894546578673031
1.42,0.79,4.0,0.0037117927560332,-0.0105879670815453
1.29,1.27,7.0,-0.0163849621447845,0.030409787703618
4.2,4.24,3.0,0.0476804884048922,-0.0188365318365708
0.46,0.44,6.0,0.0415312571402799,-0.0562858108833935
2.18,2.16,8.0,0.0194356981507948,-0.0043691663088056
0.55,0.61,5.0,0.0350513891112314,-0.1007838675737703
0.88,0.79,7.0,0.0744713019359684,-0.1148825064176949
1.68,1.63,8.0,0.0366572105063534,0.0407390520162871
5.6,5.32,5.0,0.1221217686113858,-0.0283426948156755
0.38,0.38,6.0,0.0307650557062566,0.0304409647274415
-0.6,-0.56,6.0,0.0035860607591406,-0.1135844788449214
3.45,3.42,11.0,0.0225867424820778,0.0184261799147877
0.93,0.94,3.0,-0.0073151950718687,-0.0037135894162702
0.61,0.61,9.0,-0.0300571639314032,0.0161860465116279
1.33,1.35,7.0,0.0656340394783527,-0.0106284657061461
1.73,1.68,5.0,0.027330830753421,-0.0208396522973624
1.11,1.08,5.0,0.0479437475038575,0.0079400206853617
1.72,1.46,4.0,-0.0005367206369084,0.0094222222222222
0.16,0.17,3.0,0.0409033859528611,0.0422814692439452
0.06,0.03,1.0,0.1294447910168434,0.042909090909091
1.32,1.3,5.0,-0.061625769207481,-0.0223580546181627
1.0,0.97,7.0,0.0207013089616536,-0.0170841177873467
0.43,0.37,6.0,0.0072012277093491,0.0148861642133941
1.71,1.71,5.0,0.0213812481739517,-0.0354767257466682
0.64,0.7,6.0,0.0714690605312748,-0.0016666775754323
0.57,0.66,2.0,0.0523949648520516,-0.0088445078459342
0.55,0.51,7.0,0.0354982736299183,-0.0476691973107882
0.47,0.3,4.0,0.0468660769500035,0.003908515201682
0.84,0.77,3.0,0.0816487669529053,0.0147292140539634
0.84,0.86,3.0,0.0257593839944816,-0.0277352069274297
-1.12,-1.24,5.0,-0.0145671294779842,-0.0100534382815503
0.33,0.36,2.0,0.0256668464244704,-0.0941228415098023
0.57,0.53,4.0,0.0275973753648375,0.0137664838740945
0.55,0.63,5.0,-0.0087081339712918,0.0091977516607051
1.1,1.16,9.0,-0.0208452648925449,-0.0253690580545412
1.17,1.17,5.0,0.0145885742139162,-0.0242411570065164
1.27,1.41,8.0,-0.003911104041926,-0.0476676064858101
1.44,1.23,6.0,0.0323806948233225,-0.0268716726695293
3.11,2.78,7.0,-0.0267790195308316,0.0063137445361824
0.2,0.2,9.0,0.0483210001052085,0.0077319502082791
2.72,2.14,1.0,0.0365423465493706,-0.0223493533057542
1.23,0.98,4.0,-0.0234169653524493,-0.0014381591562799
1.54,1.45,3.0,-0.0074605693800746,0.0152733134691267
0.62,0.62,3.0,-0.014281615763695,-0.0492110407236258
0.37,0.39,6.0,-0.0371002176674967,-0.045627365972486
0.05,0.02,3.0,-0.0209917742990507,0.0306240659492442
2.65,1.92,10.0,-0.0109051254089421,0.0621629718394247
0.9,0.89,5.0,-0.0137614678899082,-0.0217688356556929
0.22,0.2,1.0,0.0133425345730502,0.0356521280673751
0.24,0.14,3.0,-0.0249266694087866,0.0401029943666013
0.69,0.68,6.0,0.01301442138586,-0.0573633009057362
3.72,3.87,5.0,-0.0197372312910459,-0.029938074316154
0.13,0.26,2.0,-0.039093480207754,-0.069580505445737
0.18,0.17,3.0,0.1547939068100357,-0.025158608619558
1.26,1.24,3.0,-0.0272186587266497,0.009749135326889
0.81,0.8,4.0,0.0154520794129555,-0.0442740490506285
0.38,0.37,6.0,0.0198845560883784,0.0254940152355829
2.73,2.25,2.0,-0.0685695803347619,0.0150130548302871
0.56,0.5,2.0,0.0398830037042026,-0.0051020315234361
0.04,0.07,1.0,0.0376432078559736,-0.0522193211488251
0.73,0.68,2.0,-0.0092062842799062,-0.0151439913481135
1.01,0.97,8.0,-0.0137268164340599,0.0269699719871838
0.87,0.95,1.0,-0.1955953714072414,0.049045138888889
0.18,0.15,2.0,-0.0842450765864334,0.0407925407925406
1.38,1.32,2.0,0.0142100472911088,-0.0526575347321502
0.28,0.28,1.0,0.0106007067137809,-0.0279610192975208
0.38,0.38,6.0,-0.0629312609488003,-0.0912295500968773
0.47,0.46,4.0,-0.06187707641196,-0.0278330019880715
-0.07,-0.1,8.0,-0.1153846153846154,-0.0336842105263158
0.41,0.42,3.0,-0.0191976735123948,-0.0370370499673516
0.28,0.08,1.0,-0.0670647902524691,-0.0568047615653626
0.19,0.19,1.0,-0.0231108445424107,-0.0048192688584587
0.67,0.61,1.0,0.0079051262631657,-0.0134517155860993
0.5,0.49,1.0,0.0073996006310717,-0.0278260951458206
0.64,0.64,2.0,0.0556458307968756,-0.0354989890872756
0.35,0.32,2.0,0.0202020426660314,-0.0087554196473544
-0.02,0.03,1.0,0.1090910437356507,-0.0703518227283865
0.02,0.02,4.0,0.0269266480965646,0.1190965092402465
0.09,0.21,1.0,0.1123274631128032,0.0768927444794953
0.1,0.12,1.0,0.0339327866676806,0.033769789682446
0.92,0.87,1.0,0.0038574605311119,-0.0294117684378272
0.37,0.37,1.0,-0.0232822534599258,-0.0159691398723449
0.49,0.51,2.0,0.0250532713823685,0.0253448691545563
0.0,0.25,1.0,-0.0034977734992546,-0.0356454457779473
0.22,0.2,1.0,0.0968253968253969,-0.0608465608465608
0.68,0.6,7.0,-0.0304551553170953,0.0390906146743015
0.68,0.58,1.0,-0.0244189820509361,0.0339640808410421
0.13,0.14,9.0,-0.1238017390040422,-0.0026761967509766
0.37,0.35,9.0,0.055751581175504,-0.0375426842729257
-0.2,-0.28,3.0,0.0493827160493827,0.1437908496732025
2.21,2.2,3.0,0.0022163551860843,0.0435719304057498
0.61,0.69,1.0,0.0123502994011976,-0.0126441056154704
0.2,0.2,6.0,0.0226048969604881,-0.0448045329635943
0.19,0.16,11.0,0.0469483568075117,0.0288770053475935
0.55,0.48,3.0,0.0040887887996716,0.023182098131623
1.4,1.4,1.0,-0.0054076223083984,-0.0143822599472835
0.1,0.09,1.0,-0.0417494856577562,-0.023121377984581
1.21,1.11,7.0,0.0071157079839019,0.0376964164169952
3.63,4.05,3.0,-0.025771431365837,-0.0664919299213685
0.18,0.04,2.0,0.0272727471072018,0.0273159288852384
0.28,0.27,3.0,-0.026748333738472,0.0158195931704097
0.51,0.51,5.0,0.0541391076600452,0.0119297755522129
0.82,0.87,4.0,-0.0032797638570022,-0.0197232852516927
0.11,0.11,4.0,0.0811309157959434,0.0304985337243401
0.1,0.06,2.0,-0.0514705882352941,-0.1177707676130388
0.47,0.48,1.0,0.0431554424584452,-0.0115658557991801
-0.43,-0.33,2.0,0.1289198606271777,-0.1116279069767441
0.23,0.05,2.0,0.0097873776577792,-0.1071663379355687
2.0,2.22,10.0,-0.0117224775192972,-0.0627140959498034
0.28,0.26,5.0,-0.1013679410733076,-0.1019490254872564
-0.11,-0.14,4.0,0.038451679056652,-0.0555827619980412
0.43,0.38,3.0,-0.0186637814444143,-0.0478217325988982
0.56,0.38,8.0,0.0364741641337387,-0.0676638176638175
0.44,0.36,5.0,0.0363276089828268,-0.0669805264284184
0.77,0.86,3.0,-0.0291418124835781,-0.1079328821156979
0.75,0.92,2.0,0.023805064432782,-0.1946172922898946
-1.23,-0.15,2.0,0.0229937916762474,0.1384823848238483
-0.32,-0.23,8.0,-0.3214651639344262,0.0417075564278706
-0.07,-0.07,2.0,-0.0699708454810495,-0.0402144772117962
0.06,0.26,5.0,-0.0140803754766795,-0.0263866451265483
-0.03,-0.1,5.0,0.1141772151898734,-0.025947067981318
0.12,0.16,3.0,0.0534412955465586,-0.02275600505689
0.3,0.4,4.0,-0.1341176470588235,0.534395120298204
0.08,0.05,2.0,0.0280504908835903,-0.1054964539007091
0.24,0.61,3.0,0.1275720164609053,-0.129251700680272
1.36,1.35,9.0,0.0370170487156018,-0.017790946539125
-0.44,-0.52,3.0,-0.0884229717411121,-0.0831683168316832
-0.02,-0.03,2.0,0.1247327156094084,-0.0006868131868131
-0.51,-0.45,4.0,-0.1049999999999999,-0.0963566634707573
-0.5,-0.46,5.0,-0.1047070124879923,-0.2171787709497206
0.14,0.14,2.0,0.0645159659328649,-0.0207197041845244
-0.42,-0.48,5.0,-0.103641456582633,-0.2734660707029662
0.5,0.35,1.0,-0.0406593172481601,-0.0896147463611571
