Date,Open,High,Low,Close,Volume
12/11/08,35.200001,35.380001,30.34,19.368885,1955400
12/12/08,30.02,34.110001,29.82,21.394838,1917500
12/15/08,34.23,34.560001,31.49,20.64843,1425300
12/16/08,36.950001,36.98,32.84,23.176174,2348400
12/17/08,36,39.220001,35.290001,23.602699,4069200
12/18/08,38.09,38.220001,34.380001,21.639458,1897500
12/19/08,34.580002,36.919998,34.580002,23.157343,2274400
12/22/08,36.619999,36.630001,33.900002,22.285507,3688700
12/23/08,35.889999,36.25,34.970001,22.160065,1580400
12/24/08,34.610001,34.799999,34.029999,22.42099,615700
12/26/08,35.009998,35.299999,34.189999,22.743134,608500
12/29/08,35,35,32.639999,21.435242,1549800
12/30/08,33.68,34.860001,33.48,22.292137,1765300
12/31/08,34.810001,36.790001,34.610001,23.484058,1954200
1/2/09,36.630001,36.639999,35.27,22.736694,2181800
1/5/09,35.240002,35.619999,34.360001,22.317913,7318600
1/6/09,35.25,36.75,34.150002,23.432512,1913900
1/7/09,36.150002,36.220001,34.880001,22.646496,1439600
1/8/09,34.68,35.130001,34.18,22.478977,2063200
1/9/09,34.919998,34.950001,32.950001,21.325714,1491800
1/12/09,32.880001,32.950001,30.639999,20.075809,1760800
1/13/09,30.809999,32.279999,30.6,20.681433,1792700
1/14/09,31.48,31.48,30.1,19.599043,2330100
1/15/09,30.42,32.150002,28.889999,20.24332,3927500
1/16/09,32,32.709999,30.620001,21.010023,5540300
1/20/09,32.16,32.18,28.799999,18.658382,3918700
1/21/09,29.639999,32.009998,28.66,20.610569,3471500
1/22/09,30.82,31.860001,29.790001,19.48307,3904300
1/23/09,29.25,31.280001,29.049999,20.075809,3563500
1/26/09,31.219999,32.049999,30.370001,19.959837,3755700
1/27/09,31.200001,31.959999,30.83,20.24332,2490400
1/28/09,33.080002,34.27,32.040001,21.995764,2712800
1/29/09,33.419998,33.5,31.219999,20.198217,2714700
1/30/09,31.719999,32.189999,29.67,19.367104,2386500
2/2/09,29.370001,30.83,29.26,19.837431,2732600
2/3/09,30.950001,30.99,29.940001,19.637699,2159200
2/4/09,30.49,31.299999,29.74,19.160931,7818500
2/5/09,29.110001,30.17,28.23,18.755032,4770500
2/6/09,29.27,31.440001,29.209999,20.056482,4500200
2/9/09,31.48,31.639999,30.51,20.352852,2627000
2/10/09,31.540001,31.540001,28.52,18.542419,4686400
2/11/09,29.08,29.33,27.91,18.896774,3494300
2/12/09,28.290001,28.98,26.74,18.574635,3502600
2/13/09,28.559999,28.58,27,17.434258,3436000
2/17/09,26,26.25,24.889999,16.197235,2560700
2/18/09,25.49,25.68,24.4,16.429171,5537100
2/19/09,26,26.209999,24.18,15.720469,2946800
2/20/09,23.74,26.059999,23.18,16.71266,6286800
2/23/09,26.18,26.370001,23.85,15.456314,5058000
2/24/09,24.82,26.129999,23.92,16.764202,5187300
2/25/09,25.73,26.629999,24.51,16.442062,4889400
2/26/09,26.040001,26.309999,24.09,15.598054,3821000
2/27/09,23.549999,24.709999,23.5,15.391884,3676800
3/2/09,23.559999,23.559999,21.879999,14.431909,4773700
3/3/09,22.68,22.99,21.35,14.489893,5413900
3/4/09,22.93,23.41,22.18,14.721829,3058600
3/5/09,22.27,22.559999,21.129999,13.813393,3390700
3/6/09,21.58,21.809999,19.950001,13.626554,4933800
3/9/09,20.51,21.639999,20.51,13.929367,3882000
3/10/09,22.209999,24.719999,22,15.868649,3060900
3/11/09,24.73,25.09,23.889999,15.610941,2695800
3/12/09,24.26,26.379999,23.889999,16.886616,2791300
3/13/09,26.790001,26.940001,24.790001,16.525818,2757900
3/16/09,25.84,26.08,23.58,15.224369,2283000
3/17/09,23.68,25.49,23.139999,16.377636,2398400
3/18/09,25.01,26.83,24.370001,17.273182,3892800
3/19/09,27.23,27.27,25.059999,16.216564,2177800
3/20/09,25.08,25.08,23,14.818473,2783100
3/23/09,24.09,26.91,23.85,17.215199,2763900
3/24/09,26,26.860001,24.4,15.887979,4493200
3/25/09,24.74,25.190001,22.559999,16.149473,2340700
3/26/09,24.84,25.370001,23.610001,16.510834,3010400
3/27/09,24.559999,24.82,23.959999,15.774976,2526500
3/30/09,23.27,23.370001,22.5,14.914284,1412900
3/31/09,23.110001,24.629999,22.83,15.952363,2461700
4/1/09,23.85,24.51,23.59,15.866957,1859200
4/2/09,25.02,26.18,24.49,17.016735,2353800
4/3/09,25.82,28.25,25.32,18.481882,2793400
4/6/09,27.549999,28.469999,26.9,18.271633,3235200
4/7/09,27.15,27.299999,25.51,16.905043,2370000
4/8/09,25.85,26.32,25.34,17.154707,2579700
4/9/09,27.27,29.610001,26.780001,19.454268,2493800
4/13/09,28.879999,30.299999,28.58,19.513401,4314300
4/14/09,29.16,29.49,27.120001,17.857719,3382100
4/15/09,27.110001,29.700001,26.92,19.408278,4144900
4/16/09,29.559999,31.940001,28.379999,20.058723,5803700
4/17/09,30.73,32.18,29.92,20.42008,5805200
4/20/09,30.040001,30.309999,27.709999,18.317631,4124800
4/21/09,27.190001,30.42,27.02,19.940462,2776100
4/22/09,29.73,30.9,29.120001,19.244024,9377100
4/23/09,29.48,30.790001,29,20.111284,6132600
4/24/09,30.860001,33,30.24,21.063963,7819400
4/27/09,31.48,31.690001,29.27,19.802488,6108400
4/28/09,29.860001,31.299999,29.41,20.065296,6029900
4/29/09,30.92,32.299999,30.629999,20.939127,5113600
4/30/09,32.220001,32.970001,31.59,20.847139,5575000
5/1/09,31.76,31.780001,30.280001,20.163849,3926800
5/4/09,31.33,33.290001,31,21.826099,5437900
5/5/09,32.939999,32.939999,31.690001,21.0114,6108700
5/6/09,32.639999,33.369999,31.68,21.812956,8067300
5/7/09,33.610001,33.619999,30.469999,20.564629,7561500
5/8/09,31.76,33.599998,31.299999,21.937794,6114200
5/11/09,32.369999,32.959999,32.02,21.10338,3484000
5/12/09,32.450001,32.68,30.66,21.044252,3181700
5/13/09,30.959999,31.02,29.450001,19.664516,2867300
5/14/09,29.5,31.129999,29,20.130991,2592500
5/15/09,30.469999,30.75,29.030001,19.454268,2103600
5/18/09,29.93,32.200001,29.9,21.017971,2776800
5/19/09,32.130001,32.290001,30.98,20.617184,2909000
5/20/09,32.209999,32.700001,30.959999,20.452934,3417700
5/21/09,30.58,31.57,30.309999,20.512068,2684600
5/22/09,31.639999,31.639999,30.41,20.006163,1669600
5/26/09,30.280001,32.549999,30.15,21.195356,2517200
5/27/09,32.23,32.470001,30.91,20.426653,2539800
5/28/09,31.58,31.92,30.690001,20.709171,2397500
5/29/09,32,32.630001,31.379999,21.392466,1692900
6/1/09,33.34,34.990002,33,22.489691,3811800
6/2/09,33.75,34.029999,33.259998,22.023205,2796300
6/3/09,33.360001,33.540001,32.93,21.983784,2019100
6/4/09,33.720001,34.830002,33.48,22.686787,2006000
6/5/09,35.080002,35.099998,33.849998,22.627659,2798300
6/8/09,34.740002,34.740002,33.490002,22.213743,3558400
6/9/09,34.240002,34.27,33.619999,22.213743,2516800
6/10/09,34.220001,34.32,32.380001,21.826099,2373100
6/11/09,33.220001,33.459999,32.439999,21.379328,2714700
6/12/09,32.5,33.720001,32.299999,22.154604,1765400
6/15/09,33.240002,33.419998,31.58,21.10338,2129600
6/16/09,32.209999,32.369999,31.030001,20.715742,2248100
6/17/09,31.48,31.700001,30.58,20.321531,2144600
6/18/09,31.09,31.42,30.65,20.459503,1742400
6/19/09,31.5,31.610001,30.98,20.663181,1292300
6/22/09,30.879999,31.209999,29.74,19.585669,2041900
6/23/09,30.18,30.549999,29.65,19.730213,1855000
6/24/09,30.440001,30.450001,29.799999,20.160948,4424500
6/25/09,30,30.59,29.57,20.428068,1872300
6/26/09,30.51,31.09,30.219999,20.601696,2356600
6/29/09,30.91,31.110001,30.370001,20.588343,2342100
6/30/09,31.040001,31.33,30.790001,20.70854,1894200
7/1/09,31.23,31.75,31.16,21.06916,1682600
7/2/09,31.1,31.16,29.85,19.953926,2344000
7/6/09,29.700001,30.709999,29.42,20.454781,2654100
7/7/09,30.709999,30.719999,29.34,19.660091,2036100
7/8/09,29.6,29.709999,28.33,19.47311,2370500
7/9/09,29.360001,29.48,28.57,19.10582,1289300
7/10/09,28.35,28.74,27.82,19.079107,1123900
7/13/09,28.690001,29.84,28.370001,19.800337,3929500
7/14/09,29.75,30.280001,29.219999,20.040743,2822300
7/15/09,30.610001,31.559999,30.32,20.782001,1768200
7/16/09,30.99,31.74,30.51,21.022409,1606200
7/17/09,31.290001,31.360001,30.41,20.46146,1454700
7/20/09,31.030001,31.860001,30.940001,21.182686,1687800
7/21/09,32,32,30.959999,21.122583,2990100
7/22/09,31.17,32.119999,31.129999,21.149294,1949300
7/23/09,31.700001,33.310001,31.6,21.990728,2922400
7/24/09,32.709999,33.27,32.290001,22.144321,1272500
7/27/09,33.200001,33.73,32.900002,22.464861,2146100
7/28/09,33.43,33.75,33.110001,22.444834,1451100
7/29/09,33.380001,33.619999,32.93,22.164354,1187200
7/30/09,33.790001,34.91,33.709999,22.959042,1918200
7/31/09,34.369999,34.700001,34.009998,22.939003,2208800
8/3/09,35.09,35.139999,34.43,23.353045,2541900
8/4/09,34.790001,37.139999,34.52,24.628542,3454100
8/5/09,36.900002,38.490002,36.610001,25.570147,3965400
8/6/09,38.830002,39.810001,38,25.376488,5953400
8/7/09,38.919998,40.900002,38.34,26.792225,5471300
8/10/09,39.990002,40.080002,38.82,26.217909,4432000
8/11/09,38.869999,39.060001,37.650002,25.456615,4275200
8/12/09,38.049999,39.18,38.009998,25.643599,4619200
8/13/09,38.84,38.990002,38.099998,25.777163,5339500
8/14/09,38.439999,38.470001,37.330002,25.563469,3538500
8/17/09,36.779999,36.880001,36,24.201153,3385800
8/18/09,36.360001,37.009998,36.119999,24.441555,2379900
8/19/09,35.950001,36.48,35.740002,24.247898,2693600
8/20/09,36.310001,37.790001,36.259998,25.216209,5235500
8/21/09,38.279999,39.549999,38.09,25.877335,5953400
8/24/09,39.290001,39.310001,38.450001,25.790516,5958400
8/25/09,38.900002,39.349998,38.57,26.077679,3483900
8/26/09,38.970001,39.23,38.610001,26.157814,2680900
8/27/09,39.150002,39.650002,38.349998,26.411579,2465000
8/28/09,39.900002,40.040001,39.189999,26.645311,3074500
8/31/09,39.169998,39.57,38.860001,26.224588,2961300
9/1/09,38.970001,39.32,37.130001,24.822201,4356400
9/2/09,36.860001,37.139999,36.419998,24.321358,3443600
9/3/09,36.889999,37.189999,36.18,24.808846,1933100
9/4/09,37.139999,37.580002,36.48,25.096003,1587900
9/8/09,38.169998,38.889999,37.889999,25.970827,2051900
9/9/09,38.869999,39.779999,38.540001,26.478354,2825800
9/10/09,39.610001,40.330002,39.040001,26.872356,2117300
9/11/09,40.470001,40.66,39.669998,26.825609,2384000
9/14/09,39.580002,41.389999,39.57,27.620302,2229900
9/15/09,41.650002,42.619999,40.810001,28.061049,3555000
9/16/09,42.43,43.790001,42.23,29.20299,3659700
9/17/09,43.689999,45.240002,42.889999,29.076105,5152800
9/18/09,43.790001,44.169998,42.82,29.116171,2874100
9/21/09,42.990002,43.419998,42.599998,28.66206,2423600
9/22/09,43.459999,44.349998,43.23,29.570278,4488000
9/23/09,44.43,44.439999,42.610001,28.501797,3291700
9/24/09,42.52,42.700001,40.459999,27.461212,4804900
9/25/09,40.439999,41.310001,40.07,27.548882,4635600
9/28/09,41.169998,42.59,40.98,28.688606,2644700
9/29/09,42.639999,42.959999,41.700001,28.223272,3198100
9/30/09,42.220001,42.23,40.860001,27.953524,3905300
10/1/09,41.360001,41.419998,39.59,26.699148,9101300
10/2/09,38.66,40.439999,38.630001,26.510309,4742800
10/5/09,39.75,40.5,39.400002,27.238657,2928300
10/6/09,40.759998,41.27,39.740002,27.164478,3546900
10/7/09,40.139999,40.580002,39.68,27.144249,3338500
10/8/09,40.799999,41.400002,40.580002,27.663528,3031900
10/9/09,40.810001,41.400002,40.470001,27.899567,2673300
10/12/09,41.66,41.82,41.099998,27.8591,1933400
10/13/09,41.040001,41.220001,40.389999,27.467955,2546600
10/14/09,41.5,42.380001,41.25,28.472801,3152400
10/15/09,41.880001,42.029999,41.619999,28.230022,3492400
10/16/09,41.310001,41.43,40.66,27.48818,3071500
10/19/09,41.049999,41.75,40.830002,28.08165,2579400
10/20/09,41.540001,41.639999,40.68,27.562376,2128100
10/21/09,40.580002,41.509998,40.27,27.211681,2481700
10/22/09,40.330002,41.450001,39.75,27.926548,3386000
10/23/09,41.52,41.57,40.720001,27.596087,3243100
10/26/09,40.91,41.919998,40.73,27.528654,3607400
10/27/09,40.84,41.029999,40.049999,27.130762,3593700
10/28/09,39.98,40.57,38.470001,25.991045,4654200
10/29/09,39.150002,40.43,39.02,27.177971,3309800
10/30/09,40.009998,40.259998,38.59,26.705896,4424100
11/2/09,39.700001,40.48,38.439999,26.699148,4906100
11/3/09,39.02,40.25,38.990002,27.090284,4509500
11/4/09,40.720001,40.830002,39.279999,26.510309,4320800
11/5/09,39.84,40.290001,39.419998,27.110531,2379300
11/6/09,39.509998,40.189999,39.220001,26.665426,2442300
11/9/09,40.130001,41.5,39.939999,27.980497,2272300
11/10/09,41.189999,41.48,40.580002,27.771433,2548400
11/11/09,41.549999,42.25,41.419998,28.290718,3107300
11/12/09,41.900002,42.25,41.419998,28.000723,2920500
11/13/09,41.560001,42.200001,41.5,28.378382,2444100
11/16/09,42.369999,43.509998,42.369999,29.066265,3053700
11/17/09,42.82,43.310001,42.310001,28.560478,2486000
11/18/09,42.34,43.240002,42.290001,29.079748,2928900
11/19/09,42.66,42.740002,41.939999,28.412098,1960500
11/20/09,41.900002,42.049999,41.68,28.209782,1782300
11/23/09,42.580002,43.02,42.02,28.567223,2182700
11/24/09,42.32,42.369999,41.57,28.142347,2051800
11/25/09,41.959999,42.189999,41.759998,28.257006,1530100
11/27/09,40.669998,41.41,40.470001,27.434229,1315200
11/30/09,40.830002,42.360001,40.5,28.459309,2306800
12/1/09,42.630001,43.040001,42.18,28.877438,2229800
12/2/09,42.66,43.740002,42.66,29.349508,2292500
12/3/09,43.75,44.290001,42.889999,29.019062,3429700
12/4/09,44.130001,44.619999,43.470001,29.87553,3493900
12/7/09,44.189999,44.299999,43.060001,29.24835,2004000
12/8/09,43.009998,43.84,42.939999,29.079748,2069600
12/9/09,43.259998,43.490002,42.970001,29.019062,1942500
12/10/09,43.27,43.41,42.630001,28.904413,1546900
12/11/09,43.049999,43.59,42.91,29.369736,1555300
12/14/09,43.73,44.43,43.240002,29.902508,3169900
12/15/09,44.060001,44.240002,43.790001,29.605778,2450600
12/16/09,44.16,44.439999,44,29.821571,2626100
12/17/09,43.889999,44.220001,43.599998,29.639492,2526300
12/18/09,44.07,44.299999,43.52,29.835062,2061600
12/21/09,44.400002,44.900002,44.360001,30.239697,2957000
12/22/09,44.849998,45.349998,44.849998,30.556675,1703500
12/23/09,45.299999,46.349998,45.299999,30.920845,1531400
12/24/09,45.52,45.939999,45.470001,31.367579,560300
12/28/09,46.099998,46.639999,45.950001,31.517859,2909600
12/29/09,46.310001,46.439999,45.439999,31.046522,1939400
12/30/09,45.299999,45.57,45.040001,31.094339,1424300
12/31/09,45.740002,45.98,44.689999,30.561541,1259000
