id,stateId,countyId,cityId,country,datePostedString,is_bankOwned,is_forAuction,event,time,price,pricePerSquareFoot,city,state,yearBuilt,streetAddress,zipcode,longitude,latitude,hasBadGeocode,description,currency,livingArea,livingAreaValue,lotAreaUnits,bathrooms,bedrooms,buildingArea,parking,garageSpaces,hasGarage,levels,pool,spa,isNewConstruction,hasPetsAllowed,homeType,county
92110-250195019,9,34772,54296,USA,7/8/21,0,0,Listing removed,1593990000000.0,4800,0,San Diego,CA,2017,5846 Lauretta St,92110.0,-117.1881332,32.76849747,0,Gorgeous Multi Level home with VIEWS GALORE. 4 bedroom 2 bath modern living in the heart of the city. The rooftop terrace is a great gathering spot for viewing fireworks BBQs and enjoying the city views. Close to Beaches Bays Golf Major Shopping and easy freeway access. Owner has never occupied the home.,USD,1999,1999.0,sqft,2,4,0,1,2,1,Three Or More,0,1,0,0,CONDO,San Diego County
92108-16943097,9,34773,54296,USA,7/8/21,0,0,Listed for sale,1625700000000.0,429900,487,San Diego,CA,1979,6757 Friars Rd UNIT 35,92108.0,-117.1735153,32.76754379,0,Beautifully upgraded spacious condo with open floor plan and fireplace. Quartz  counters in remodeled Kitchen and Baths.  Quieter interior location with southern exposure balcony that overlooks pool area and no one above you! Large Master has lots of storage. One car garage and add. parking space. Complex has Pool Spa Saunas gym and ponds. HOA includes water and trash. Internet and Cable are approx. $40.00 per month.  Fantastic area close to Fashion Valley the trolley and future Riverwalk Development. Complex Features:  Equipment:  Dryer Range/Oven Sewer:  Public Sewer Topography: GSL,USD,882,882.0,sqft,2,1,0,1,1,1,One,0,1,0,0,CONDO,San Diego County
92110-295351091,9,34774,54296,USA,7/7/21,0,0,Listed for sale,1625620000000.0,1990000,0,San Diego,CA,1952,2282-84 Congress St,92110.0,-117.1912613,32.74952698,0,We are pleased to present the opportunity to acquire a unique four-plex consisting of four (4) cottage style one-bedroom one-bathroom units just steps to everything Old Town has to offer. This property is currently being operated as a short term rental and comes furnished with great operational history. Each unit has a private outdoor space and the property has the only laundry facility in the neighborhood.  This is the prime location in Old Town San Diego with nearby access to the world-famous San Diego Zoo Balboa Park Sea World Coronado and slightly more distant access to Legoland and Wild Animal Park. Known for its authentic Mexican cuisine Old Town’s dining is lively and vibrant. For traditional flavors and techniques in an upscale atmosphere head to El Agave. This second-floor hacienda-style hideaway boasts a mind-blowing tequila collection and a menu specializing in upscale dishes that celebrate indigenous Mexican ingredients. Café Coyote enchants with its festive decor massive margaritas strolling mariachis and open-air atmosphere. You’ll also find authentic fare at Old Town Mexican Cafe y Cantina or any of the other local cantinas. Sewer: Sewer Connected Unit # for Unit 1: 2282 Unit # for Unit 2: 2282 1/2 Unit # for Unit 3: 2284 Unit # for Unit 4: 2284 1/2 Number of Furnished Units: 4,USD,0,0.0,sqft,0,0,0,0,0,0,One,0,0,0,0,MULTI_FAMILY,San Diego County
92110-16940676,9,34775,54296,USA,7/7/21,0,0,Price change,1625620000000.0,899000,803,San Diego,CA,1953,1333 Nashville St,92110.0,-117.2046967,32.77458572,0,"""Location location location! Did I mention location?! Great house with huge upside potential in the coveted Bay Park neighborhood just minutes to Pacific Beach Mission Bay Old Town Sea World Universities Tecolote Park Balboa park Downtown Pacific Beach La Jolla Trolley (new stop within blocks) Bus Stops and near 5 and 8 freeways. You can see Sea World fireworks from the property! Home has fully paid solar! Yes fully paid off for great savings on energy costs. Newer roofs too! Garage converted into a 1 bed / 1 bath accessory space/granny flat/casita (permits unknown); perfect for your in-laws or as a guest house! Amazing potential for sweat equity in this home. Remodel and upgrade to your taste or keep it as-is as an income property.  Believed to be zoned for a second story! Check to verify that you can build upwards for even better views of those fireworks! Home has been a great rental but would also be perfect for owner-occupants. Lots of potential in this property. Nearby hiking jogging bicycle paths golf courses and more. Enjoy the mild temperatures. Three bedrooms PLUS additional bonus rooms that can be used in a variety of ways including as a solarium/sun room formal dining room office den family room or as optional additional bedrooms! Unique layout of this home allows for many different ways to use it. Tons of storage in this home. Large oversized laundry room. Back yard is located between the main house and accessory building for gardening sunbathing socializing and more! Dont miss this chance to own a home + 1 bed 1 bath accessory building on a large lot with alley access plus off-street parking! Dont miss this one! Equipment:  Shed(s) Sewer:  Sewer Connected Topography: LL Guest House Est. SQFT: 500""",USD,1119,1119.0,sqft,1,3,0,1,0,0,One,0,0,0,0,SINGLE_FAMILY,San Diego County
92106-16964780,9,34776,54296,USA,7/6/21,0,0,Listed for sale,1625530000000.0,1295000,939,San Diego,CA,1947,1830 Mendota St,92106.0,-117.2323074,32.73429871,0,"""The islands meet San Diego in this incredible oasis situated in the heart of Point Loma! This turnkey 3br/2ba home features open concept living w/hardwood floors remodeled kitchen w/SS appliances & leathered granite counters remodeled baths tankless water heater upgraded electrical whole house fan central heat & 2 large attached garages. La Cantina doors open wide to the front lanai overlooking the koi pond spa outdoor dining & firepit. Very private & tropical. This is an entertainers dream. Minutes to both the bay & the beach marinas airport & Downtown San Diego. Live every day like youre on vacation. You deserve it!!! Architectural Style:  Craftsman/Bungalow View:  Craftsman/Bungalow Equipment:  DryerGarage Door OpenerPool/Spa/Equipment Range/Oven Washer Sewer:  Sewer Connected Public Sewer Topography: LL""",USD,1379,1379.0,sqft,2,3,0,1,3,1,One,0,1,0,0,SINGLE_FAMILY,San Diego County
92101-2081513389,9,34777,54296,USA,7/6/21,0,0,Price change,1622680000000.0,3697900,1597,San Diego,CA,2021,Estate 01 Plan,92101.0,-117.1706924,32.71465683,0,This 2315 square foot condo home has 3 bedrooms and 3.0 bathrooms. This home is located at Estate 01 Plan San Diego CA 92101.,USD,2315,2315.0,sqft,3,3,0,1,0,0,0,0,0,1,0,CONDO,San Diego County
92107-16964282,9,34778,54296,USA,7/6/21,0,0,Listed for sale,1625620000000.0,1200000,991,San Diego,CA,1954,4037 Tennyson St,92107.0,-117.2344284,32.7408638,0,Charming move-in ready single-story home in a fantastic location!! This pristine Point Loma/Ocean Beach home\xa0is truly amazing! Approximately 1211 sq ft with three bedrooms one bathroom a detached 2-car garage and a 6500 sq ft lot with a fantastic space for an ADU in the backyard perfect for rental income you’ll fall in love with this Tennyson Street gem. Enjoy the large picture window in the front room incredible natural light new front yard landscaping spacious backyard and an updated interior all while living in this prime Point Loma location. Come see for yourself just how incredible 4037 Tennyson Street is!,USD,1211,1211.0,sqft,1,3,0,1,2,1,One,0,1,0,0,SINGLE_FAMILY,San Diego County
92111-16945054,9,34779,54296,USA,7/2/21,0,0,Listed for sale,1625180000000.0,725000,558,San Diego,CA,1979,6625 Canyon Rim Row UNIT 176,92111.0,-117.1762466,32.7690506,0,Wide open spacious end unit with the largest & best floor plan in the private and fabulous community of North Rim.  No neighbors above or below feels like a house with only one shared wall.  Two bedrooms + extra room off master 2.5 baths & 1300 sq. ft. with huge 2+ car garage.  Open floor plan ideal for entertaining with trapezoidal kitchen layout.  Immaculate grounds resort-style amenities and centrally located on the rim above Fashion Valley. Complex Features:  Equipment: Garage Door Opener Range/Oven Sewer:  Sewer Connected,USD,1300,1300.0,sqft,3,2,0,1,2,1,Three Or More,0,1,0,0,CONDO,San Diego County
92110-16942161,9,34781,54296,USA,7/2/21,0,0,Listed for sale,1625180000000.0,529000,476,San Diego,CA,1986,5845 Friars Rd APT 1207,92110.0,-117.1871796,32.76512527,0,"""Resort living at its finest!  Exciting times and a great opportunity to own a resort style home adjacent to the newly developing Riverwalk San Diego.  This unit features a bright and airy 2 bedroom 2 full baths large kitchen cozy dining area large living room with gas fireplace and balcony overlook.  The grounds are gated with resort style amenities swimming pools spas saunas racquetball court lighted tennis courts private grassy park water features and ponds throughout.  Centrally located to all in SD.  This unit is super clean lightly lived-in and move-in ready.  You must see this one! Equipment:  DryerFire Sprinklers Sewer:  Sewer Connected Topography: LL""",USD,1112,1112.0,sqft,2,2,0,1,1,1,One,0,1,0,0,CONDO,San Diego County
92111-16936617,9,34782,54296,USA,7/2/21,0,0,Listed for sale,1625180000000.0,689000,919,San Diego,CA,1942,6753 N Elman St,92111.0,-117.1738281,32.78007507,0,Move in Ready ! Very well cared for and upgraded home with huge backyard with plenty of room for RV or boat parking and a custom built storage shed...lots of room to add on or build a rental unit or an inlaws quarters ....Home features Dual Pane windowsRecessed lightingStainless steel appliancescentral a/c and heatroof is about 7 years oldgranite counters..Turf and nice palms in front yard...great location..Must see ! Equipment:  Dryer Range/Oven Shed(s) Washer Sewer:  Sewer Connected Topography: LL,USD,750,750.0,sqft,1,2,0,1,0,0,One,0,1,0,0,SINGLE_FAMILY,San Diego County
92103-16969483,9,34783,54296,USA,7/1/21,0,0,Listed for sale,1625100000000.0,740000,529,San Diego,CA,1974,3217 Columbia St APT 14,92103.0,-117.1745987,32.73719406,0,Beautifully remodeled top floor condo with unobstructed southerly city and water views in South Mission Hills. This turn-key condominium features 9 foot ceilings 2 oversized bedrooms 2 fully renovated full sized bathrooms an open kitchen with quartz countertops stainless steel appliances self-closing custom cabinets and pantry and engineered flooring throughout. There is also a full-sized in-unit washer/dryer ample storage space and upgraded dual paned windows and doors installed in 2019.,USD,1400,1400.0,sqft,2,2,0,1,1,1,One,0,1,0,0,CONDO,San Diego County
92101-89554343,9,34784,54296,USA,7/1/21,0,0,Listed for sale,1625100000000.0,1199900,750,San Diego,CA,2009,1325 Pacific Hwy UNIT 901,92101.0,-117.170517,32.71926117,0,"""Imagine waking up each morning to these views! End unit location helps you enjoy the San Diego weather all year long! Property offers ample space to play with open floor plan large balcony chefs kitchen with Viking appliances wood floors oversized laundry room that doubles as office space huge walk in closet 2 car assigned spaces 173 and 174 & storage space #1.  A few yards from Santa Fe train station Little Italy and Embarcadero. Amenities include pool spa sauna Wine room conference room movie theater billiard room library BBQ area and the friendliest staff in Downtown. Dont miss it! Complex Features:  Equipment: Garage Door Opener Topography: LL Frontage: Bay""",USD,1600,1600.0,sqft,3,2,0,1,2,1,One,0,1,0,0,CONDO,San Diego County
92106-60802045,9,34785,54296,USA,7/1/21,0,0,Listed for sale,1625100000000.0,1849000,652,San Diego,CA,2004,2920 W Bainbridge Rd,92106.0,-117.2212372,32.73249054,0,This luxury home with 2800+ sq. ft. of living space is located in the glorious community of Point Loma. Wood plank flooring spans the main living areas filled with abundant natural light. The perfect blend of crisp sleek and leisure. This sprawling 4 bedroom 3 bath home delivers superior indoor/outdoor living. A no expenses sparred kitchen outfitted with a Sub-Zero refrigerator Wolf gas range Wolf oven and microwave. All of which opens up to the family room with a fireplace and custom-built bar alcove hosted by two Viking wine fridges. From the kitchen and family room double-glass doors lead you to a private fully-fenced backyard/patio with a custom brand new Delta Grills built-in BBQ island and fridge for effortless entertaining outdoors. This posh home features a spacious bedroom and private bathroom downstairs for your convenience. Upstairs you will find an inviting living/game room for your enjoyment. Flanked with two generously-sized bedrooms at one end and an expansive sunlit master suite complete with his and her walk-in closets dual sinks with plentiful storage separate shower enclosure and an oversized serene tub. This home has been modernized with usb/usb-c outlets and aesthetic details for the comfort of living and luxury. Exclusive classy and accessible to the stylish bars restaurants and boutiques of Liberty Station. Equipment:  DryerGarage Door Opener Range/Oven Washer Sewer:  Sewer Connected Topography: LL,USD,2838,2838.0,sqft,3,4,0,1,2,1,Two,0,1,0,0,SINGLE_FAMILY,San Diego County
92107-16963126,9,34786,54296,USA,7/1/21,0,0,Listed for sale,1625100000000.0,1099900,1113,San Diego,CA,1948,2210 Soto St,92107.0,-117.2377853,32.74674988,0,"Welcome home to Soto Street. A “Crown Jewel” nestled in historic Ocean Beach/Point Loma Heights. San Diego is known for its miles of pristine beaches attractions and countless eateries.  This recently remodeled turn-key home equips you for a comfortable lifestyle.  Your new home features hardwood floors recessed lighting new windows doors and central AC.  The kitchen has all the ingredients for the chef in your home. Stainless steel appliances subway tile with mosaic accents granite countertops all compliment the shaker cabinetry. Natural light brightens the entire home from the many windows that surround the space. A crackling wood-burning fireplace makes for cozy winters. Retreat at the end of the day to the two nice sized bedrooms with ceiling fans a walk-in closet and mirror wardrobe closet doors.  The bathroom attractively remodeled tile work stone counters top\xa0the vanity. Convenient inside laundry room for daily chores. You’ll enjoy relaxing on the elevated patio deck with sunshine by day and exquisite sunsets by night. On a clear day peek-a-boo views of the ocean can be seen. This ""top-of-the-hill"" location may be a great candidate to add up for a spectacular ocean view! The large backyard is a unique find.  Additional storage and subspace under house. Sprinkler and drip system keeps your grass green and front yard water efficient plants going strong. Local schools parks and transportation nearby.  Experience San Diego’s magnificent views sunsets beach days surfing bike trails history restaurants and entertainment. San Diego living is like\xa0a vacation every day. Start planning your housewarming party. The deck is ready don’t let this home slip away.",USD,988,988.0,sqft,1,2,0,0,0,0,One,0,0,0,0,SINGLE_FAMILY,San Diego County
91910-17105703,9,35041,51405,USA,7/13/21,0,0,Listed for sale,1626130000000.0,749000,446,Chula Vista,CA,1959,16 Shasta St,91910.0,-117.0651855,32.63602448,0,Located near the end of the cul-de-sac this single story 3 bedroom 2 bad is ready to be called home. It offers a private large yard a 2 car garage and an extra large bonus room with cozy fireplace. Must see. Equipment:  Range/Oven Sewer:  Sewer Connected Topography: LL,USD,1680,1680.0,sqft,2,3,0,1,2,1,One,0,1,0,0,SINGLE_FAMILY,San Diego County
92139-17130378,9,35045,54296,USA,7/10/21,0,0,Listed for sale,1625880000000.0,649900,521,San Diego,CA,1971,2560 Deauville St,92139.0,-117.0654449,32.67079544,0,"""Welcome to this Paradise Hills fully renovated 4 bedroom 2 bath home!! This home is move in ready with laminate flooring throughout dual pane windows brand new kitchen with white shaker cabinets quartz tops and stainless steel appliances. Spacious living room that is bright and open. Both bathrooms are beautifully redone!! Large back yard. This home wont last long at all!!""",USD,1248,1248.0,sqft,2,4,0,1,2,1,One,0,1,0,0,SINGLE_FAMILY,San Diego County
91910-17102718,9,35046,51405,USA,7/10/21,0,0,Sold,1283470000000.0,459500,168,Chula Vista,CA,1989,49 Las Flores Dr,91910.0,-117.0772705,32.65104675,0,Coming Soon! Tranquil street in Las Flores Subdivision. Home has plenty of room and potential with oversized bedrooms formal dining and living room kitchen with L shaped counter can be used as a breakfast bar which opens to informal dining and family room for a spacious entertaining area. The backyard is well manicured with a lush green yard and a covered patio. Keep your electric bills low solar installed in 2018 and is owned no payments. Newer appliances and furnace. No Mello Roos or HOA.,USD,2741,2741.0,sqft,4,4,0,1,2,1,Two,0,1,0,0,SINGLE_FAMILY,San Diego County
92139-17133162,9,35048,54296,USA,7/10/21,0,0,Listed for sale,1625880000000.0,405000,468,San Diego,CA,1980,6890 Quebec Ct UNIT 1,92139.0,-117.0437775,32.68016052,0,Charming and Inviting Single Story Townhouse. in Paradise Hills. Recently remodeled kitchen new laminate flooring freshly painted interior white cabinets and updated lighting give this home a modern feel! Enjoy two separate private patio areas AC Washer & Dryer in home two assigned parking spots and close to visitor and street parking. FHA & VA Approved! Equipment:  Dryer Washer Sewer:  Sewer Connected Topography: LL,USD,866,866.0,sqft,1,2,0,1,0,0,One,0,1,0,0,TOWNHOUSE,San Diego County
91950-17096913,9,35049,53487,USA,7/10/21,0,0,Price change,1625880000000.0,749000,468,National City,CA,1935,426 E Plaza Blvd,91950.0,-117.1014709,32.6751709,0,Spacious home with attached ADU.  Front is 4/2 and ADU is 1/1.  Located in an excellent National City location near City Hall Kimball Park shopping and transportation.  This is an ideal owner occupant property with an ADU to rent. The property has a bonus room that can be used as an office or storage.  There is off street parking and the property is completely fenced and gated.  There is also a rear entrance to the property for easy access to the park City Hall etc.  Many upgrades in the past 2 years including: 1) new sewer lines 2) Electrical upgrades including a new main panel 3) New water heaters for both units 4) Extensive foundation upgrades 5) Termite treatment 6) New water pressure regulator 7) New Washer and Dryer for front unit.  This is an excellent rental or owner occupied property.,USD,1600,1600.0,sqft,3,5,0,0,0,0,Multi/Split,0,1,0,0,SINGLE_FAMILY,San Diego County
91950-17100294,9,35050,53487,USA,7/9/21,0,0,Price change,1625790000000.0,649999,554,National City,CA,2021,2563 Grove St,91950.0,-117.0805893,32.66540909,0,Charming new construction home atop the hills of Lincoln Acres awaits its new owner.  This cozy home shines bright with natural light and is finished tastefully with laminate flooring quartz counters canned lighting and soothing paint tones.  Bedroom and full bathroom on first floor.  Large fenced-in yard for the kids and dogs to run around.  Great starter family home for a first-time homebuyer. Equipment: Fire Sprinklers Sewer:  Sewer Connected Topography: GSL,USD,1173,1173.0,sqft,2,3,0,1,0,0,Two,0,1,0,0,SINGLE_FAMILY,San Diego County
91910-17102242,9,35051,51405,USA,7/9/21,0,0,Listed for sale,1625790000000.0,599000,521,Chula Vista,CA,1942,123 5th Ave,91910.0,-117.0901337,32.64521408,0,A fantastic opportunity to own a super cute turn-key home in sought-after Chula Vista. Inviting front porch original hardwood floors new carpet and ceiling fans in bedrooms new kitchen flooring and new paint inside and out! Cute artificial turf lawn and new fence in your giant flat and useable backyard. Super centrally located near downtown Chula Vista freeways shops and minutes to the upcoming Chula Vista Bayfront project! This house is an absolute gem. The added 3rd bedroom brings an additional 411 sq ft of living space! One could easily add a bathroom and make it a giant master or in-law suite. Oh did we mention the 2 car garage?? Will not last see it on open house Saturday 7/10 1-4pm!,USD,1149,1149.0,sqft,1,3,0,1,2,1,One,0,1,0,0,SINGLE_FAMILY,San Diego County
92114-17119505,9,35052,54296,USA,7/9/21,0,0,Listed for sale,1625790000000.0,639900,452,San Diego,CA,1958,7404 Skyline Dr,92114.0,-117.0389252,32.70386124,0,Beautifully upgraded home! Paid for SOLAR! Custom kitchen with beautiful quartz counter tops & stainless steel appliances. Open floor plan with tons of natural light and luxury vinyl flooring. Primary bedroom has an ensuite bath. Bathrooms have been upgraded with tiled floors custom tiled showers and white wood cabinets. 2 Mini split A/C units to keep you cool newer dual pane windows throughout home and a NEW ROOF.  Big yard on a fully fenced property! Both the roof and solar come with a warranty! Bonus family room & 2 car Garage! Hurry this gorgeous home will not last long! Equipment:  Dryer Sewer:  Sewer Connected Topography: LL,USD,1415,1415.0,sqft,2,3,0,1,2,1,One,0,1,0,0,SINGLE_FAMILY,San Diego County
92114-17093796,9,35053,54296,USA,7/9/21,0,0,Listed for sale,1625790000000.0,525000,492,San Diego,CA,1951,5477 San Onofre Ter,92114.0,-117.0775986,32.69834518,0,"""Dont miss out on this sunny updated mid-century home conveniently located in an up-and-coming neighborhood only a stones throw away from downtown with easy access to major highways bus routes and shopping centers! This house is all about the view. From your large front patio adorned with strings of lights catch the sun setting over the bay. Enjoy a leisurely barbecue as you watch the downtown skyline and the Coronado Bridge light up as night falls. Its a great place to call home: pick your own homegrown hass avocados and other fruit from the many mature fruit trees in the colorful front garden. Upon entering you immediately feel the loving care lavished on this bright air conditioned gem. This house is well-maintained and neat as a pin: the master bedroom kitchen and dining area are remodeled and the kitchen boasts a new stove and great appliances. Electricity bills are not a problem due to the solar panels. Solar is paid off. Out back theres lots of privacy but also space: the enclosed backyard includes a tiled covered back patio and shed. Parking wont be an issue as there is a long gated driveway and covered carport to park a number of vehicles safely. Equipment:  Range/Oven Sewer:  Sewer Connected Topography: LL""",USD,1066,1066.0,sqft,2,3,0,1,0,0,One,0,1,0,0,SINGLE_FAMILY,San Diego County
91950-63660396,9,35054,0,USA,7/9/21,0,0,Listed for sale,1625790000000.0,599900,368,National City,CA,2006,4102 Arroyo Way,91950.0,-117.0588608,32.65764236,0,"""Move-in Ready in Great Central Location! Welcome to this beautiful three bedroom two and one-half bath home in Bonita Creek in National City. Upon entry you will notice a living room highlighted by a fireplace and beautiful wood laminate flooring creating the ideal ambiance for relaxation. The floorplan flows to the eat-in kitchen offering a breakfast bar and stainless steel appliances. Venture through sliding doors to enjoy an indoor-outdoor lifestyle on the cozy backyard patio. Upstairs the spacious master bedroom and a bath with dual vanities and walk in closet. There are also two additional bedrooms and a laundry area on this level. The home features central air conditioning central heating two car attached garage and pride of ownership is seen throughout. Community features include a swimming pool and childrens playground. This gem is in proximity to freeways schools shopping centers beaches the Navy base and all San Diego attractions.""",USD,1630,1630.0,sqft,3,3,0,1,2,1,Two,0,1,0,0,CONDO,San Diego County
92139-17132590,9,35055,54296,USA,7/9/21,0,0,Listed for sale,1625880000000.0,559000,407,San Diego,CA,1980,6713 Parkside Ave,92139.0,-117.0429001,32.67194748,0,"""Centrally located in San Diego. Youll find this Lovely 2 story home (PUD) with 2 car garage.  Open floorplan with vaulted ceilings in living room new laminate flooring throughout. Remodeled features of kitchen; new cabinetry with retractable drawers quartz counter tops stainless steal appliances and bay window looking into spacious patio. Large master bed downstairs with 2 additional bedrooms and bath upstairs. Spacious low maintenance patio perfect for small gatherings and entertaining.""",USD,1373,1373.0,sqft,2,3,0,1,2,1,Two,0,1,0,0,SINGLE_FAMILY,San Diego County
91910-17109510,9,35056,51405,USA,7/8/21,0,0,Listed for sale,1625700000000.0,599000,753,Chula Vista,CA,1950,603 Carla Ave,91910.0,-117.0623245,32.63451385,0,Beautiful Hilltop area home situated amongst lush landscaping and perched at the top of a decorative stone driveway. This two bedroom one bath single car garage home has been enjoyed by the current owners for many years. Property has mature guava lime orange pomegranate and lemon trees as well as chili pepper garden. New roof installed and permitted November 2020.  Too many upgrades to list. Washer and Dryer in the garage convey. No HOA No Mello Roos Equipment:  Dryer Washer Sewer:  Sewer Connected Topography: LL,USD,796,796.0,sqft,1,2,0,1,1,1,One,0,1,0,0,SINGLE_FAMILY,San Diego County
92139-17130941,9,35057,54296,USA,7/8/21,0,0,Listed for sale,1625790000000.0,599000,403,San Diego,CA,1959,2441 Calle Tortuosa,92139.0,-117.0530701,32.68104172,0,This single story home offers 3 bedroom 2 baths & a large lot. As you enter the home you will find a newer kitchen with custom cabinets quartz counter tops stainless steel appliances a breakfast bar that opens onto your large dining room with bay window. Spacious family room with wood beam ceiling perfect for gatherings. Solid white oak and hardwood laminate flooring throughout. Master bedroom offers plenty of closet space and your own bathroom. 2 car garage with laundry and lots of storage. Soft water system dual pane windows paid solar AC replaced in 2019. This property sits on an oversized pool size lot and offers an outdoor cabana area to store your TV BBQ and more!,USD,1488,1488.0,sqft,2,3,0,1,2,1,One,0,0,0,0,SINGLE_FAMILY,San Diego County
91910-17138249,9,35058,51405,USA,7/8/21,0,0,Listed for sale,1625700000000.0,799000,359,Chula Vista,CA,1984,430 Smoky Cir,91910.0,-117.049202,32.64439774,0,Enjoy ocean views on a clear day from the balcony off your master bedroom! First time on the market! 5 bedroom 3 bath Rancho Del Rey home on a large lot with a sparkling pool and spa! Light and bright tons of windows bedroom and full bath on the first floor new dual pane windows vaulted ceilings open layout fireplace in family room and spacious bedrooms. Attached 3 car garage plus room for extra parking RV/Boat and plenty of room for entertaining plus low maintenance landscaping and storage shed. Close to schools shopping restaurants freeways & only 15 minutes from downtown! No HOA or Mello Roos! This is a must see! Equipment:  Range/Oven Sewer:  Sewer Connected Topography: LL,USD,2225,2225.0,sqft,3,5,0,1,3,1,Two,1,1,0,0,SINGLE_FAMILY,San Diego County
91910-17138269,9,35059,51405,USA,7/8/21,0,0,Sold,998957000000.0,310000,125,Chula Vista,CA,1984,430 Starwood Cir,91910.0,-117.0481186,32.6444397,0,"""Enjoy the Ocean/Bay Views from this Picture Perfect Terra Nova Home.  The Spacious Floor Plan offers a Formal Entry Large Living Room and Dining Room Great Kitchen/Family Room Combination with Custom Cabinets and Fireplace in the Family Room. Lovely Master Suite with Garden Tub Separate Shower and Walk-In Closet plus Fantastic Extended Trex Deck Balcony with Ocean and Bay Views!  Custom Cabinetry in Kitchen and Bedrooms Plantation Shutters Jacuzzi Tub in Upstairs Hall Bathroom.  All bedrooms are upstairs and 2 of them have Built-In Custom Cabinet Closets Easy Care Waterproof Plank flooring in Living Area. Upgraded Baseboards Custom Patio Cover with Wood and Outdoor Ceiling Fan Central AC Interior Laundry Room 6 Panel Doors with new hardware Insulated Interior Bedroom Doors Dual Pane Windows and Sliding Glass Doors Glass Panel Fencing in Backyard Pull Down Stairs to attic. No Mello Roos Tax or HOA Fees. Walk to Clearview Elementary School and Terra Nova Park with Basket Ball and Tennis Court Childrens Playground and Softball Field.  Minutes drive to the 805 and Terra Nova Shopping Plaza. This Home has been lovingly maintained to perfection. Dont Miss out!""",USD,2488,2488.0,sqft,3,4,0,1,2,1,Two,0,1,0,0,SINGLE_FAMILY,San Diego County
92113-17092566,9,35061,54296,USA,7/8/21,0,0,Listed for sale,1625700000000.0,779000,328,San Diego,CA,1927,4230 Keeler Ave,92113.0,-117.1031113,32.69442749,0,Modernized Spanish-style home! Your 3 bedroom 2 bath main house in Highland Crest is complete with a sizable detached guest quarters. Enjoy amazing indoor/outdoor flow with your huge covered patio with space for dining and lounging one of 4 functional outdoor spaces. The private balcony off of the detached guest quarters with kitchenette and ample living space offer special opportunities for additional income! Close to freeways shopping restaurants & downtown. Located just steps from the Southcrest Recreation Center Park!  Home is 1629 square feet Detached guest quarter is approximately 744 square feet. Total Square footage is approximately 2373. Modernized Spanish-style home! Your 3 bedroom 2 bath main house in Highland Crest is complete with a sizable detached guest quarters. Enjoy amazing indoor/outdoor flow with your huge covered patio with space for dining and lounging one of 4 functional outdoor spaces. The private balcony off of the detached guest quarters with kitchenette and ample living space offer special opportunities for additional income! Close to freeways shopping restaurants & downtown. Located just steps from the Southcrest Recreation Center Park! Equipment:  Range/Oven Sewer:  Sewer Connected Topography: LL Guest House Est. SQFT: 744,USD,2373,2373.0,sqft,4,4,0,1,2,1,Two,0,1,0,0,SINGLE_FAMILY,San Diego County
91950-17096536,9,35062,53487,USA,7/8/21,0,0,Listed for sale,1625790000000.0,535000,525,National City,CA,2005,620 E 4th St,91950.0,-117.1014175,32.68099213,0,"""Welcome home to this rare charming single story home that was re-built in 2005 and recently freshly painted located in National City. It features a good size front yard perfect to enjoy beautiful San Diego weather. The living room has tile flooring and opens into the kitchen area making this space perfect to entertain. The kitchen features white kitchen cabinets and includes the appliances (stove new garbage disposal and refrigerator). This home is ready for you to move in!  It offers 3 spacious bedrooms with good size mirror closets and two bathrooms with ceiling fans throughout. The Master suite has plenty of room and has its own master bathroom. Theres a two car attached garage for added convince and storage. Youre going to love the LOCATION! Just minutes to beautiful Coronado Bay fun San Diego attractions shopping and restaurants. Commuter friendly near the 805 and 5 freeway access. Schedule your showing appointment today!""",USD,1020,1020.0,sqft,2,3,0,1,2,1,One,0,0,0,0,SINGLE_FAMILY,San Diego County
92114-17122347,9,35063,54296,USA,7/8/21,0,0,Listed for sale,1625700000000.0,599999,333,San Diego,CA,1991,7530 Woodbine Way,92114.0,-117.0365067,32.70207214,0,This 1804 square foot house sits on a 6569 square foot lot and features 4 bedrooms and 3 bathrooms with much sought after downstairs bedroom and full bathroom. Lots of potential with this 2 story home. Living room with fireplace and open concept kitchen and family room. No HOA or Mello Roos!  This 1804 square foot house sits on a 6569 square foot lot and features 4 bedrooms and 3 bathrooms with much sought after downstairs bedroom and full bathroom. Lots of potential with this 2 story home. Living room with fireplace and open concept kitchen and family room. Equipment:  Range/Oven Sewer:  Sewer Connected Topography: LL,USD,1804,1804.0,sqft,3,4,0,1,2,1,Two,0,1,0,0,SINGLE_FAMILY,San Diego County
92113-17087211,9,35064,54296,USA,7/8/21,0,0,Listing removed,1626050000000.0,599995,447,San Diego,CA,1925,4133 Jamul Ave,92113.0,-117.1055756,32.70072937,0,"""The best 2 words in Real Estate TURNKEY HOME!  Your newly remodeled kitchen comes with BRAND NEW stainless steel appliances and the bathrooms look like straight out of a magazine. and the entire house has beautiful new flooring.  This house has a BIG lot with access from 2 streets one in front and one back so you will have no problem parking or having access to your new home.   Dont miss your chance to see the stunningly designed home before its gone!""",USD,1342,1342.0,sqft,2,3,0,0,0,0,One,0,1,0,0,SINGLE_FAMILY,San Diego County
